customer_id,event_time,interaction_type,next_action
C_802947,2020-09-19,پیگیری سفارش,پیگیری تلفنی
C_802947,2020-11-05,پیگیری سفارش,ارسال نمونه
C_802947,2020-10-02,نمونه محصول,ارسال نمونه
C_802947,2020-11-18,وصول مطالبات,بدون اقدام
C_802947,2020-08-24,وصول مطالبات,پیگیری تلفنی
C_806360,2021-02-04,پیگیری سفارش,بدون اقدام
C_806360,2021-01-17,پیگیری سفارش,جلسه قیمت
C_806360,2021-02-17,پیگیری سفارش,ارسال نمونه
C_806360,2021-01-07,پیگیری سفارش,پیگیری تلفنی
C_806360,2021-02-07,پیگیری سفارش,بازدید فنی
C_806376,2021-10-21,خدمات فنی,جلسه قیمت
C_806376,2021-07-05,خدمات فنی,جلسه قیمت
C_806376,2021-12-01,وصول مطالبات,جلسه قیمت
C_806376,2021-06-13,وصول مطالبات,ارسال نمونه
C_806376,2021-01-12,نمونه محصول,پیگیری تلفنی
C_806376,2021-07-17,کیفیت محصول,جلسه قیمت
C_806376,2021-09-27,قیمت و تخفیف,پیگیری تلفنی
C_806376,2021-11-12,وصول مطالبات,پیگیری تلفنی
C_806376,2021-12-25,وصول مطالبات,بازدید فنی
C_806376,2021-12-25,وصول مطالبات,بازدید فنی
C_806376,2021-08-18,کیفیت محصول,پیگیری تلفنی
C_806376,2021-06-29,برنامه خرید,بدون اقدام
C_806376,2021-10-29,برنامه خرید,جلسه قیمت
C_806376,2020-11-25,پیگیری سفارش,بازدید فنی
C_806376,2021-07-17,وصول مطالبات,جلسه قیمت
C_806376,2021-10-10,برنامه خرید,بدون اقدام
C_806530,2020-06-17,پیگیری سفارش,بدون اقدام
C_806530,2020-05-11,قیمت و تخفیف,جلسه قیمت
C_806530,2020-05-11,قیمت و تخفیف,جلسه قیمت
C_806530,2020-06-04,کیفیت محصول,پیگیری تلفنی
C_806530,2020-05-21,برنامه خرید,بازدید فنی
C_806530,2020-06-14,نمونه محصول,بدون اقدام
C_808695,2021-07-03,برنامه خرید,بدون اقدام
C_808695,2020-04-14,برنامه خرید,جلسه قیمت
C_808695,2022-06-03,پیگیری سفارش,بازدید فنی
C_808695,2021-12-13,وصول مطالبات,جلسه قیمت
C_808695,2021-12-13,وصول مطالبات,جلسه قیمت
C_808695,2021-07-29,برنامه خرید,بدون اقدام
C_808695,2021-02-07,خدمات فنی,پیگیری تلفنی
C_808695,2020-12-09,قیمت و تخفیف,پیگیری تلفنی
C_808695,2020-12-09,قیمت و تخفیف,پیگیری تلفنی
C_808942,2022-04-18,برنامه خرید,جلسه قیمت
C_808942,2020-03-02,پیگیری سفارش,جلسه قیمت
C_808942,2022-06-16,خدمات فنی,پیگیری تلفنی
C_808942,2022-02-18,وصول مطالبات,بازدید فنی
C_808942,2020-04-07,پیگیری سفارش,بازدید فنی
C_812674,2022-04-30,قیمت و تخفیف,پیگیری تلفنی
C_812674,2022-04-30,قیمت و تخفیف,پیگیری تلفنی
C_812674,2020-04-08,قیمت و تخفیف,بدون اقدام
C_812674,2021-02-07,کیفیت محصول,پیگیری تلفنی
C_812674,2021-01-14,برنامه خرید,بدون اقدام
C_812674,2020-09-21,قیمت و تخفیف,ارسال نمونه
C_812674,2020-12-30,قیمت و تخفیف,بازدید فنی
C_812674,2021-08-04,وصول مطالبات,پیگیری تلفنی
C_815893,2020-08-23,پیگیری سفارش,پیگیری تلفنی
C_815893,2019-12-31,قیمت و تخفیف,ارسال نمونه
C_815893,2020-10-16,کیفیت محصول,ارسال نمونه
C_815893,2020-03-02,برنامه خرید,بازدید فنی
C_815893,2020-10-03,کیفیت محصول,پیگیری تلفنی
C_815913,2020-03-01,وصول مطالبات,پیگیری تلفنی
C_815913,2020-09-30,کیفیت محصول,بازدید فنی
C_815913,2020-02-17,نمونه محصول,پیگیری تلفنی
C_815913,2020-05-14,پیگیری سفارش,پیگیری تلفنی
C_815913,2020-04-03,وصول مطالبات,پیگیری تلفنی
C_815913,2020-06-10,پیگیری سفارش,ارسال نمونه
C_815913,2020-05-14,قیمت و تخفیف,پیگیری تلفنی
C_815913,2020-09-26,قیمت و تخفیف,پیگیری تلفنی
C_820281,2020-10-21,وصول مطالبات,پیگیری تلفنی
C_820281,2021-06-06,پیگیری سفارش,ارسال نمونه
C_820281,2020-07-28,قیمت و تخفیف,پیگیری تلفنی
C_820281,2020-07-28,قیمت و تخفیف,پیگیری تلفنی
C_820281,2021-05-22,قیمت و تخفیف,پیگیری تلفنی
C_820281,2020-10-05,قیمت و تخفیف,پیگیری تلفنی
C_820281,2020-10-16,برنامه خرید,بازدید فنی
C_822722,2021-02-02,قیمت و تخفیف,پیگیری تلفنی
C_822722,2021-03-18,قیمت و تخفیف,پیگیری تلفنی
C_822722,2021-04-10,برنامه خرید,بازدید فنی
C_822722,2021-04-08,وصول مطالبات,پیگیری تلفنی
C_822722,2021-04-23,برنامه خرید,بازدید فنی
C_824449,2021-01-20,پیگیری سفارش,بدون اقدام
C_824449,2021-01-25,قیمت و تخفیف,پیگیری تلفنی
C_824449,2021-02-25,کیفیت محصول,پیگیری تلفنی
C_824449,2021-02-07,پیگیری سفارش,بدون اقدام
C_824449,2021-03-10,برنامه خرید,ارسال نمونه
C_825107,2022-03-03,خدمات فنی,جلسه قیمت
C_825107,2022-04-03,برنامه خرید,پیگیری تلفنی
C_825107,2021-09-27,قیمت و تخفیف,بدون اقدام
C_825107,2022-06-03,قیمت و تخفیف,بازدید فنی
C_825107,2021-09-14,وصول مطالبات,ارسال نمونه
C_825107,2021-09-14,وصول مطالبات,ارسال نمونه
C_826339,2021-02-27,قیمت و تخفیف,پیگیری تلفنی
C_826339,2021-08-02,قیمت و تخفیف,جلسه قیمت
C_826339,2021-09-15,وصول مطالبات,بدون اقدام
C_826339,2021-02-09,برنامه خرید,بدون اقدام
C_826339,2021-03-25,نمونه محصول,بدون اقدام
C_827200,2022-06-18,نمونه محصول,پیگیری تلفنی
C_827200,2022-05-04,پیگیری سفارش,پیگیری تلفنی
C_827200,2022-06-19,کیفیت محصول,پیگیری تلفنی
C_827200,2022-06-19,کیفیت محصول,پیگیری تلفنی
C_827200,2022-05-06,پیگیری سفارش,پیگیری تلفنی
C_827200,2022-06-20,قیمت و تخفیف,بازدید فنی
C_828155,2020-10-22,کیفیت محصول,بازدید فنی
C_828155,2022-03-08,برنامه خرید,جلسه قیمت
C_828155,2021-10-01,پیگیری سفارش,بازدید فنی
C_828155,2020-12-09,برنامه خرید,بازدید فنی
C_828155,2020-08-08,نمونه محصول,جلسه قیمت
C_829082,2021-05-06,قیمت و تخفیف,بدون اقدام
C_829082,2021-07-04,برنامه خرید,پیگیری تلفنی
C_829082,2022-06-14,نمونه محصول,پیگیری تلفنی
C_829082,2022-01-22,برنامه خرید,بازدید فنی
C_829082,2021-07-14,کیفیت محصول,بازدید فنی
C_829082,2022-02-11,کیفیت محصول,بازدید فنی
C_829082,2020-10-08,برنامه خرید,بازدید فنی
C_831485,2021-07-19,قیمت و تخفیف,ارسال نمونه
C_831485,2022-05-25,پیگیری سفارش,پیگیری تلفنی
C_831485,2021-08-01,وصول مطالبات,پیگیری تلفنی
C_831485,2022-04-16,وصول مطالبات,جلسه قیمت
C_831485,2021-03-01,قیمت و تخفیف,جلسه قیمت
C_831485,2022-01-04,پیگیری سفارش,پیگیری تلفنی
C_832816,2021-07-09,وصول مطالبات,جلسه قیمت
C_832816,2021-06-21,قیمت و تخفیف,جلسه قیمت
C_832816,2021-05-08,پیگیری سفارش,پیگیری تلفنی
C_832816,2021-07-04,قیمت و تخفیف,بازدید فنی
C_832816,2021-05-21,برنامه خرید,پیگیری تلفنی
C_836682,2021-03-22,برنامه خرید,ارسال نمونه
C_836682,2021-04-22,پیگیری سفارش,پیگیری تلفنی
C_836682,2021-04-22,پیگیری سفارش,پیگیری تلفنی
C_836682,2021-04-04,برنامه خرید,بدون اقدام
C_836682,2021-05-05,برنامه خرید,جلسه قیمت
C_836682,2021-04-26,برنامه خرید,پیگیری تلفنی
C_838088,2020-06-12,نمونه محصول,پیگیری تلفنی
C_838088,2021-02-02,کیفیت محصول,جلسه قیمت
C_838088,2020-04-02,وصول مطالبات,پیگیری تلفنی
C_838088,2021-09-08,نمونه محصول,پیگیری تلفنی
C_838088,2020-11-06,پیگیری سفارش,بدون اقدام
C_838088,2020-04-07,برنامه خرید,جلسه قیمت
C_838088,2021-05-15,قیمت و تخفیف,بازدید فنی
C_838088,2022-01-12,خدمات فنی,پیگیری تلفنی
C_838088,2021-05-09,وصول مطالبات,بازدید فنی
C_838088,2021-12-25,نمونه محصول,پیگیری تلفنی
C_838088,2020-04-08,برنامه خرید,جلسه قیمت
C_838088,2020-04-08,برنامه خرید,جلسه قیمت
C_839280,2020-03-29,پیگیری سفارش,بازدید فنی
C_839280,2020-02-27,کیفیت محصول,ارسال نمونه
C_839280,2022-04-16,برنامه خرید,بازدید فنی
C_839280,2022-05-30,کیفیت محصول,بدون اقدام
C_839280,2020-04-24,پیگیری سفارش,جلسه قیمت
C_839280,2020-03-24,کیفیت محصول,جلسه قیمت
C_839421,2020-05-14,کیفیت محصول,بدون اقدام
C_839421,2020-04-13,پیگیری سفارش,جلسه قیمت
C_839421,2020-05-21,کیفیت محصول,جلسه قیمت
C_839421,2020-04-07,برنامه خرید,جلسه قیمت
C_839421,2020-06-03,پیگیری سفارش,ارسال نمونه
C_840617,2020-07-20,نمونه محصول,بازدید فنی
C_840617,2020-07-25,پیگیری سفارش,ارسال نمونه
C_840617,2020-08-25,وصول مطالبات,جلسه قیمت
C_840617,2020-08-25,وصول مطالبات,جلسه قیمت
C_840617,2020-08-07,وصول مطالبات,ارسال نمونه
C_840617,2020-09-07,برنامه خرید,بازدید فنی
C_841232,2020-06-23,قیمت و تخفیف,ارسال نمونه
C_841232,2020-07-24,قیمت و تخفیف,جلسه قیمت
C_841232,2020-08-09,کیفیت محصول,پیگیری تلفنی
C_841232,2020-07-09,قیمت و تخفیف,ارسال نمونه
C_841232,2020-06-08,پیگیری سفارش,بازدید فنی
C_842281,2020-10-07,پیگیری سفارش,ارسال نمونه
C_842281,2020-10-07,پیگیری سفارش,ارسال نمونه
C_842281,2020-10-20,کیفیت محصول,جلسه قیمت
C_842281,2020-02-01,برنامه خرید,بدون اقدام
C_842281,2020-10-12,برنامه خرید,بدون اقدام
C_842281,2020-10-12,برنامه خرید,بدون اقدام
C_842281,2020-10-02,پیگیری سفارش,ارسال نمونه
C_842281,2020-09-03,پیگیری سفارش,پیگیری تلفنی
C_842603,2020-06-20,برنامه خرید,بدون اقدام
C_842603,2021-05-07,پیگیری سفارش,ارسال نمونه
C_842603,2021-03-24,پیگیری سفارش,پیگیری تلفنی
C_842603,2021-04-24,برنامه خرید,بازدید فنی
C_842603,2021-05-25,کیفیت محصول,بازدید فنی
C_843031,2022-04-17,برنامه خرید,ارسال نمونه
C_843031,2022-05-18,کیفیت محصول,بدون اقدام
C_843031,2022-04-04,قیمت و تخفیف,بدون اقدام
C_843031,2022-05-05,قیمت و تخفیف,ارسال نمونه
C_843031,2022-03-22,قیمت و تخفیف,جلسه قیمت
C_843031,2022-03-22,قیمت و تخفیف,جلسه قیمت
C_848211,2020-12-11,قیمت و تخفیف,بدون اقدام
C_848211,2021-04-24,کیفیت محصول,بدون اقدام
C_848211,2021-09-27,قیمت و تخفیف,بازدید فنی
C_848211,2020-08-09,نمونه محصول,ارسال نمونه
C_848211,2020-08-04,پیگیری سفارش,بدون اقدام
C_848211,2020-08-04,پیگیری سفارش,بدون اقدام
C_848211,2021-08-09,کیفیت محصول,ارسال نمونه
C_848211,2021-08-11,خدمات فنی,پیگیری تلفنی
C_848211,2020-05-31,قیمت و تخفیف,ارسال نمونه
C_848211,2021-03-11,نمونه محصول,جلسه قیمت
C_848211,2022-01-27,پیگیری سفارش,جلسه قیمت
C_848211,2020-04-04,قیمت و تخفیف,بدون اقدام
C_848211,2021-06-24,کیفیت محصول,جلسه قیمت
C_849859,2021-01-31,خدمات فنی,پیگیری تلفنی
C_849859,2021-01-13,قیمت و تخفیف,ارسال نمونه
C_849859,2021-02-13,نمونه محصول,جلسه قیمت
C_849859,2021-01-26,پیگیری سفارش,جلسه قیمت
C_849859,2021-02-26,قیمت و تخفیف,بدون اقدام
C_851161,2022-05-23,پیگیری سفارش,ارسال نمونه
C_851161,2022-04-16,قیمت و تخفیف,پیگیری تلفنی
C_851161,2022-05-07,کیفیت محصول,بدون اقدام
C_851161,2022-06-14,کیفیت محصول,بازدید فنی
C_851161,2022-05-03,کیفیت محصول,پیگیری تلفنی
C_853926,2021-02-11,کیفیت محصول,جلسه قیمت
C_853926,2022-04-11,برنامه خرید,پیگیری تلفنی
C_853926,2021-02-12,وصول مطالبات,بدون اقدام
C_853926,2020-12-27,قیمت و تخفیف,پیگیری تلفنی
C_853926,2020-08-20,پیگیری سفارش,بدون اقدام
C_853926,2020-11-07,نمونه محصول,بازدید فنی
C_853926,2021-01-06,پیگیری سفارش,پیگیری تلفنی
C_853926,2021-01-06,پیگیری سفارش,پیگیری تلفنی
C_853926,2020-09-18,وصول مطالبات,بازدید فنی
C_853926,2020-10-06,برنامه خرید,بازدید فنی
C_853926,2020-03-29,وصول مطالبات,جلسه قیمت
C_853926,2022-05-25,پیگیری سفارش,جلسه قیمت
C_854820,2020-10-31,برنامه خرید,جلسه قیمت
C_854820,2020-09-17,پیگیری سفارش,بازدید فنی
C_854820,2020-09-25,قیمت و تخفیف,پیگیری تلفنی
C_854820,2020-10-26,وصول مطالبات,جلسه قیمت
C_854820,2020-09-12,وصول مطالبات,بازدید فنی
C_857626,2022-04-12,برنامه خرید,بازدید فنی
C_857626,2022-04-12,برنامه خرید,بازدید فنی
C_857626,2021-09-15,وصول مطالبات,جلسه قیمت
C_857626,2021-05-10,پیگیری سفارش,جلسه قیمت
C_857626,2022-03-26,پیگیری سفارش,بازدید فنی
C_857626,2022-02-23,قیمت و تخفیف,پیگیری تلفنی
C_857626,2022-04-10,خدمات فنی,جلسه قیمت
C_857626,2022-03-10,کیفیت محصول,پیگیری تلفنی
C_858384,2021-09-04,قیمت و تخفیف,بدون اقدام
C_858384,2021-11-15,پیگیری سفارش,جلسه قیمت
C_858384,2020-04-05,وصول مطالبات,بازدید فنی
C_858384,2021-08-31,پیگیری سفارش,بدون اقدام
C_858384,2021-07-28,پیگیری سفارش,بازدید فنی
C_858384,2020-05-29,وصول مطالبات,بدون اقدام
C_858494,2022-07-28,پیگیری سفارش,بدون اقدام
C_858494,2022-06-14,پیگیری سفارش,بازدید فنی
C_858494,2022-08-10,وصول مطالبات,بدون اقدام
C_858494,2022-06-27,قیمت و تخفیف,پیگیری تلفنی
C_858494,2022-07-02,پیگیری سفارش,جلسه قیمت
C_860828,2021-02-16,قیمت و تخفیف,پیگیری تلفنی
C_860828,2021-01-29,کیفیت محصول,بازدید فنی
C_860828,2021-03-01,پیگیری سفارش,بدون اقدام
C_860828,2020-12-21,خدمات فنی,پیگیری تلفنی
C_860828,2021-01-21,نمونه محصول,جلسه قیمت
C_860986,2020-09-05,خدمات فنی,بازدید فنی
C_860986,2020-07-23,پیگیری سفارش,بدون اقدام
C_860986,2020-08-23,خدمات فنی,پیگیری تلفنی
C_860986,2020-09-23,برنامه خرید,ارسال نمونه
C_860986,2020-10-01,خدمات فنی,پیگیری تلفنی
C_862106,2020-03-24,قیمت و تخفیف,بدون اقدام
C_862106,2021-12-31,برنامه خرید,بدون اقدام
C_862106,2020-11-18,قیمت و تخفیف,پیگیری تلفنی
C_862106,2021-03-15,پیگیری سفارش,ارسال نمونه
C_862106,2021-11-27,وصول مطالبات,بازدید فنی
C_862106,2020-02-17,نمونه محصول,جلسه قیمت
C_862106,2021-10-08,نمونه محصول,ارسال نمونه
C_862106,2021-10-08,نمونه محصول,ارسال نمونه
C_862106,2020-10-20,برنامه خرید,ارسال نمونه
C_862106,2020-10-08,قیمت و تخفیف,بدون اقدام
C_862106,2021-07-12,خدمات فنی,پیگیری تلفنی
C_862106,2021-08-18,برنامه خرید,جلسه قیمت
C_862106,2020-04-19,کیفیت محصول,بازدید فنی
C_862106,2020-04-19,کیفیت محصول,بازدید فنی
C_862106,2020-10-27,قیمت و تخفیف,پیگیری تلفنی
C_862106,2020-11-13,وصول مطالبات,بدون اقدام
C_862106,2021-07-04,وصول مطالبات,بدون اقدام
C_866805,2021-11-19,قیمت و تخفیف,پیگیری تلفنی
C_866805,2021-12-20,وصول مطالبات,ارسال نمونه
C_866805,2021-12-02,وصول مطالبات,پیگیری تلفنی
C_866805,2021-10-19,وصول مطالبات,پیگیری تلفنی
C_866805,2021-12-15,پیگیری سفارش,بدون اقدام
C_866894,2022-01-17,برنامه خرید,جلسه قیمت
C_866894,2021-04-08,کیفیت محصول,بازدید فنی
C_866894,2020-09-06,قیمت و تخفیف,پیگیری تلفنی
C_866894,2020-07-29,وصول مطالبات,بدون اقدام
C_866894,2020-03-28,وصول مطالبات,بدون اقدام
C_866894,2020-06-18,قیمت و تخفیف,پیگیری تلفنی
C_866894,2020-06-18,قیمت و تخفیف,پیگیری تلفنی
C_866894,2021-06-21,قیمت و تخفیف,بدون اقدام
C_866894,2020-03-27,برنامه خرید,بدون اقدام
C_866894,2021-03-14,برنامه خرید,بازدید فنی
C_866894,2021-11-27,پیگیری سفارش,ارسال نمونه
C_866894,2022-02-14,پیگیری سفارش,جلسه قیمت
C_866894,2020-10-30,قیمت و تخفیف,پیگیری تلفنی
C_866894,2020-10-13,برنامه خرید,پیگیری تلفنی
C_867370,2020-10-03,کیفیت محصول,پیگیری تلفنی
C_867370,2020-10-14,نمونه محصول,بازدید فنی
C_867370,2020-09-14,پیگیری سفارش,بدون اقدام
C_867370,2021-02-04,کیفیت محصول,بازدید فنی
C_867370,2020-11-22,قیمت و تخفیف,بازدید فنی
C_867370,2020-10-16,پیگیری سفارش,پیگیری تلفنی
C_867370,2020-10-16,پیگیری سفارش,پیگیری تلفنی
C_870695,2020-11-23,کیفیت محصول,بازدید فنی
C_870695,2022-02-12,قیمت و تخفیف,بازدید فنی
C_870695,2020-09-08,پیگیری سفارش,پیگیری تلفنی
C_870695,2020-10-09,کیفیت محصول,پیگیری تلفنی
C_870695,2020-11-26,نمونه محصول,ارسال نمونه
C_871835,2021-06-01,برنامه خرید,پیگیری تلفنی
C_871835,2021-07-21,برنامه خرید,بازدید فنی
C_871835,2021-11-26,پیگیری سفارش,جلسه قیمت
C_871835,2021-08-31,پیگیری سفارش,جلسه قیمت
C_871835,2021-01-30,کیفیت محصول,جلسه قیمت
C_871835,2021-01-30,کیفیت محصول,جلسه قیمت
C_871835,2021-08-25,برنامه خرید,بدون اقدام
C_871835,2021-08-22,وصول مطالبات,جلسه قیمت
C_871835,2020-09-10,برنامه خرید,بازدید فنی
C_871835,2020-07-11,خدمات فنی,ارسال نمونه
C_872928,2022-01-17,قیمت و تخفیف,بدون اقدام
C_872928,2022-01-17,قیمت و تخفیف,بدون اقدام
C_872928,2022-03-02,کیفیت محصول,پیگیری تلفنی
C_872928,2020-11-06,برنامه خرید,جلسه قیمت
C_872928,2020-12-07,قیمت و تخفیف,پیگیری تلفنی
C_872928,2020-11-19,قیمت و تخفیف,جلسه قیمت
C_873415,2021-10-24,برنامه خرید,بازدید فنی
C_873415,2021-10-29,خدمات فنی,ارسال نمونه
C_873415,2021-09-15,کیفیت محصول,بدون اقدام
C_873415,2021-11-11,نمونه محصول,ارسال نمونه
C_873415,2021-09-28,کیفیت محصول,جلسه قیمت
C_876791,2021-05-09,نمونه محصول,ارسال نمونه
C_876791,2021-06-09,پیگیری سفارش,پیگیری تلفنی
C_876791,2021-06-10,قیمت و تخفیف,بدون اقدام
C_876791,2021-05-10,پیگیری سفارش,جلسه قیمت
C_876791,2021-05-28,وصول مطالبات,پیگیری تلفنی
C_877858,2021-02-16,قیمت و تخفیف,ارسال نمونه
C_877858,2021-11-18,خدمات فنی,جلسه قیمت
C_877858,2020-11-21,پیگیری سفارش,بدون اقدام
C_877858,2020-07-24,قیمت و تخفیف,پیگیری تلفنی
C_877858,2020-07-24,قیمت و تخفیف,پیگیری تلفنی
C_877858,2021-11-14,برنامه خرید,بازدید فنی
C_877858,2021-09-13,کیفیت محصول,پیگیری تلفنی
C_877858,2021-04-21,برنامه خرید,بدون اقدام
C_877858,2021-08-07,برنامه خرید,پیگیری تلفنی
C_877858,2022-04-26,کیفیت محصول,پیگیری تلفنی
C_877858,2020-11-29,قیمت و تخفیف,پیگیری تلفنی
C_877858,2020-03-03,قیمت و تخفیف,بازدید فنی
C_877858,2020-03-03,قیمت و تخفیف,بازدید فنی
C_877858,2020-06-25,خدمات فنی,بدون اقدام
C_877858,2021-03-16,وصول مطالبات,پیگیری تلفنی
C_877858,2020-11-13,پیگیری سفارش,ارسال نمونه
C_877858,2020-11-13,پیگیری سفارش,ارسال نمونه
C_877858,2021-05-19,برنامه خرید,جلسه قیمت
C_878590,2020-10-15,پیگیری سفارش,پیگیری تلفنی
C_878590,2021-11-14,خدمات فنی,ارسال نمونه
C_878590,2021-07-25,قیمت و تخفیف,پیگیری تلفنی
C_878590,2021-12-07,برنامه خرید,بدون اقدام
C_878590,2021-08-28,پیگیری سفارش,جلسه قیمت
C_878590,2020-05-06,پیگیری سفارش,بازدید فنی
C_878590,2020-07-17,برنامه خرید,بدون اقدام
C_878777,2020-12-01,خدمات فنی,بدون اقدام
C_878777,2021-01-14,وصول مطالبات,پیگیری تلفنی
C_878777,2020-12-14,پیگیری سفارش,ارسال نمونه
C_878777,2021-01-27,برنامه خرید,جلسه قیمت
C_878777,2020-12-27,نمونه محصول,پیگیری تلفنی
C_883391,2020-09-14,برنامه خرید,بدون اقدام
C_883391,2020-10-28,کیفیت محصول,پیگیری تلفنی
C_883391,2020-09-27,پیگیری سفارش,جلسه قیمت
C_883391,2020-08-27,پیگیری سفارش,پیگیری تلفنی
C_883391,2020-11-02,قیمت و تخفیف,بازدید فنی
C_883501,2021-04-30,کیفیت محصول,بدون اقدام
C_883501,2021-03-30,پیگیری سفارش,جلسه قیمت
C_883501,2020-04-30,برنامه خرید,پیگیری تلفنی
C_883501,2020-10-22,وصول مطالبات,ارسال نمونه
C_883501,2022-01-10,قیمت و تخفیف,ارسال نمونه
C_883501,2020-08-15,خدمات فنی,پیگیری تلفنی
C_883501,2020-08-15,خدمات فنی,پیگیری تلفنی
C_884864,2022-05-24,وصول مطالبات,ارسال نمونه
C_884864,2022-01-28,قیمت و تخفیف,ارسال نمونه
C_884864,2022-06-15,خدمات فنی,پیگیری تلفنی
C_884864,2021-09-04,برنامه خرید,پیگیری تلفنی
C_884864,2021-05-06,پیگیری سفارش,جلسه قیمت
C_884864,2022-07-03,کیفیت محصول,پیگیری تلفنی
C_884864,2022-02-16,قیمت و تخفیف,جلسه قیمت
C_884977,2021-02-16,نمونه محصول,بدون اقدام
C_884977,2021-01-03,کیفیت محصول,ارسال نمونه
C_884977,2021-06-08,قیمت و تخفیف,ارسال نمونه
C_884977,2021-05-08,خدمات فنی,بدون اقدام
C_884977,2021-02-17,قیمت و تخفیف,جلسه قیمت
C_886577,2022-02-13,قیمت و تخفیف,جلسه قیمت
C_886577,2022-03-09,قیمت و تخفیف,بازدید فنی
C_886577,2022-02-06,پیگیری سفارش,ارسال نمونه
C_886577,2022-01-26,برنامه خرید,بازدید فنی
C_886577,2022-03-11,وصول مطالبات,بازدید فنی
C_886577,2022-03-11,وصول مطالبات,بازدید فنی
C_887838,2020-02-08,وصول مطالبات,بازدید فنی
C_887838,2020-03-30,قیمت و تخفیف,ارسال نمونه
C_887838,2020-02-05,نمونه محصول,جلسه قیمت
C_887838,2020-03-07,برنامه خرید,بازدید فنی
C_887838,2020-02-11,وصول مطالبات,بدون اقدام
C_888956,2022-04-08,نمونه محصول,جلسه قیمت
C_888956,2022-04-19,نمونه محصول,پیگیری تلفنی
C_888956,2021-02-26,پیگیری سفارش,بازدید فنی
C_888956,2022-02-08,قیمت و تخفیف,ارسال نمونه
C_888956,2020-10-22,برنامه خرید,پیگیری تلفنی
C_888956,2020-05-28,وصول مطالبات,ارسال نمونه
C_888956,2020-05-28,وصول مطالبات,ارسال نمونه
C_888956,2021-06-06,برنامه خرید,بدون اقدام
C_888956,2020-10-02,کیفیت محصول,جلسه قیمت
C_888956,2020-07-14,نمونه محصول,ارسال نمونه
C_888956,2021-12-16,پیگیری سفارش,بازدید فنی
C_889622,2020-05-04,وصول مطالبات,ارسال نمونه
C_889622,2020-06-17,برنامه خرید,بدون اقدام
C_889622,2020-05-17,کیفیت محصول,جلسه قیمت
C_889622,2020-06-30,نمونه محصول,ارسال نمونه
C_889622,2020-05-30,پیگیری سفارش,بازدید فنی
C_891574,2021-01-10,قیمت و تخفیف,بازدید فنی
C_891574,2020-12-10,وصول مطالبات,بازدید فنی
C_891574,2020-08-19,پیگیری سفارش,جلسه قیمت
C_891574,2020-12-26,خدمات فنی,بازدید فنی
C_891574,2021-09-23,خدمات فنی,پیگیری تلفنی
C_891574,2021-09-23,خدمات فنی,پیگیری تلفنی
C_892680,2022-05-22,پیگیری سفارش,پیگیری تلفنی
C_892680,2022-06-28,نمونه محصول,پیگیری تلفنی
C_892680,2022-05-15,خدمات فنی,پیگیری تلفنی
C_892680,2022-05-15,خدمات فنی,پیگیری تلفنی
C_892680,2022-06-15,وصول مطالبات,ارسال نمونه
C_892680,2022-06-17,پیگیری سفارش,جلسه قیمت
C_894991,2021-04-16,خدمات فنی,بدون اقدام
C_894991,2021-05-17,پیگیری سفارش,ارسال نمونه
C_894991,2021-04-06,نمونه محصول,بدون اقدام
C_894991,2021-05-20,پیگیری سفارش,بازدید فنی
C_894991,2021-03-24,وصول مطالبات,جلسه قیمت
C_895100,2021-06-04,وصول مطالبات,ارسال نمونه
C_895100,2021-04-08,قیمت و تخفیف,بدون اقدام
C_895100,2021-05-22,وصول مطالبات,جلسه قیمت
C_895100,2021-05-11,برنامه خرید,پیگیری تلفنی
C_895100,2021-04-10,قیمت و تخفیف,بازدید فنی
C_897743,2020-10-21,قیمت و تخفیف,ارسال نمونه
C_897743,2021-01-08,پیگیری سفارش,ارسال نمونه
C_897743,2020-08-12,قیمت و تخفیف,بدون اقدام
C_897743,2020-12-05,وصول مطالبات,بدون اقدام
C_897743,2020-12-22,پیگیری سفارش,پیگیری تلفنی
C_897743,2020-10-04,وصول مطالبات,پیگیری تلفنی
C_897743,2020-10-04,وصول مطالبات,پیگیری تلفنی
C_899372,2022-06-20,وصول مطالبات,بدون اقدام
C_899372,2021-04-10,پیگیری سفارش,پیگیری تلفنی
C_899372,2022-04-26,وصول مطالبات,پیگیری تلفنی
C_899372,2022-04-26,وصول مطالبات,پیگیری تلفنی
C_899372,2021-06-11,پیگیری سفارش,جلسه قیمت
C_899372,2021-04-19,برنامه خرید,پیگیری تلفنی
C_899372,2021-06-03,کیفیت محصول,پیگیری تلفنی
C_899372,2021-09-22,برنامه خرید,ارسال نمونه
C_900728,2022-01-23,قیمت و تخفیف,جلسه قیمت
C_900728,2020-04-23,خدمات فنی,ارسال نمونه
C_900728,2020-10-31,نمونه محصول,جلسه قیمت
C_900728,2022-05-06,نمونه محصول,پیگیری تلفنی
C_900728,2021-12-28,قیمت و تخفیف,جلسه قیمت
C_900728,2022-01-27,قیمت و تخفیف,بدون اقدام
C_902072,2020-06-29,نمونه محصول,پیگیری تلفنی
C_902072,2020-09-13,قیمت و تخفیف,جلسه قیمت
C_902072,2020-10-27,قیمت و تخفیف,بدون اقدام
C_902072,2020-12-14,خدمات فنی,پیگیری تلفنی
C_902072,2020-02-22,قیمت و تخفیف,جلسه قیمت
C_903161,2020-05-12,پیگیری سفارش,ارسال نمونه
C_903161,2022-05-27,برنامه خرید,ارسال نمونه
