invoice_no,invoice_date,customer_id
T_775700,2020-12-21,C_272108
T_775832,2020-06-29,C_662193
T_775901,2021-05-24,C_611705
T_775915,2020-11-16,C_806376
T_775932,2020-09-21,C_915518
T_775936,2021-02-08,C_573297
T_775983,2021-07-05,C_866894
T_776156,2020-11-02,C_698497
T_776164,2020-05-04,C_908293
T_776167,2021-03-01,C_683666
T_776178,2020-07-06,C_691869
T_776201,2020-01-27,C_887838
T_776202,2021-03-29,C_479796
T_776205,2020-03-02,C_862106
T_776225,2020-06-29,C_662193
T_776241,2021-12-27,C_472366
T_776346,2021-06-21,C_806376
T_776394,2022-01-10,C_705572
T_776397,2020-02-10,C_328979
T_776413,2021-09-27,C_548964
T_776448,2021-04-12,C_899372
T_776464,2021-11-01,C_063809
T_776577,2021-10-25,C_909326
T_776811,2020-06-01,C_503606
T_776865,2021-04-05,C_769491
T_776921,2021-02-01,C_412635
T_776957,2020-07-06,C_051535
T_777148,2020-06-22,C_479796
T_777252,2021-02-15,C_937594
T_777318,2021-02-15,C_937594
T_777350,2020-07-20,C_117580
T_777393,2020-09-14,C_728285
T_777509,2021-02-01,C_871835
T_777536,2020-11-16,C_379035
T_777630,2020-07-06,C_746892
T_777806,2020-04-20,C_878590
T_777807,2022-02-07,C_472861
T_777971,2020-10-12,C_853926
T_777983,2021-03-22,C_633661
T_778241,2020-02-10,C_789545
T_778255,2020-11-02,C_806376
T_778266,2020-04-13,C_117580
T_778283,2020-03-09,C_322219
T_778500,2020-05-25,C_465481
T_778516,2020-08-17,C_930788
T_778592,2020-11-16,C_806376
T_778630,2021-04-19,C_086403
T_778665,2021-07-26,C_806376
T_778679,2021-11-08,C_465481
T_778728,2021-12-20,C_937594
T_778809,2020-08-31,C_117580
T_779040,2021-08-09,C_120272
T_779080,2021-10-18,C_677156
T_779087,2020-07-13,C_113139
T_779257,2019-12-30,C_746892
T_779451,2021-08-23,C_317124
T_779458,2021-09-06,C_937594
T_779560,2020-06-08,C_352205
T_779671,2021-01-25,C_479796
T_779700,2021-04-26,C_683666
T_779709,2020-12-28,C_806376
T_779764,2021-09-20,C_023073
T_779787,2020-08-24,C_854820
T_779809,2020-12-07,C_806376
T_779812,2020-06-15,C_421536
T_779846,2021-09-13,C_746892
T_779860,2020-04-20,C_479796
T_779887,2020-03-02,C_412635
T_779893,2020-11-16,C_705680
T_779992,2021-06-14,C_172705
T_779996,2020-11-30,C_317216
T_780042,2021-07-12,C_806376
T_780044,2021-05-24,C_010649
T_780047,2020-09-07,C_117580
T_780148,2020-08-10,C_401016
T_780298,2020-05-11,C_739258
T_780445,2021-07-12,C_535756
T_780456,2020-07-13,C_871835
T_780513,2021-09-27,C_535756
T_780649,2020-02-17,C_915518
T_780672,2021-02-22,C_465481
T_780682,2020-05-25,C_937594
T_780705,2020-11-02,C_661757
T_780756,2021-07-26,C_150182
T_780961,2020-06-15,C_838088
T_781008,2021-11-01,C_189507
T_781046,2021-10-18,C_806376
T_781201,2019-12-30,C_385862
T_781207,2021-08-09,C_980626
T_781250,2020-11-16,C_762928
T_781274,2020-04-06,C_155990
T_781323,2020-09-21,C_412635
T_781343,2021-09-06,C_705572
T_781425,2021-06-21,C_900728
T_781439,2022-02-28,C_551361
T_781447,2020-03-30,C_848211
T_781493,2021-11-15,C_683666
T_781511,2020-07-27,C_473035
T_781528,2020-02-10,C_915518
T_781672,2021-06-21,C_170045
T_781767,2020-12-14,C_174878
T_781832,2021-06-07,C_705572
T_781843,2020-06-08,C_117580
T_781980,2020-02-24,C_074947
T_781982,2021-10-25,C_479796
T_782051,2020-05-11,C_401016
T_782067,2020-02-10,C_598080
T_782163,2020-10-26,C_633661
T_782301,2022-02-28,C_095017
T_782413,2020-05-18,C_328979
T_782443,2021-05-31,C_931525
T_782560,2020-03-16,C_862106
T_782564,2020-02-24,C_698497
T_782783,2020-05-18,C_155990
T_782920,2021-05-31,C_806376
T_782940,2021-07-12,C_479796
T_782991,2020-11-23,C_937594
T_783114,2021-07-19,C_698497
T_783202,2021-08-16,C_058218
T_783250,2021-04-05,C_069492
T_783311,2020-08-03,C_551361
T_783330,2021-01-25,C_357434
T_783620,2020-11-23,C_603968
T_783749,2021-08-02,C_144468
T_783809,2022-04-18,C_022240
T_783881,2020-02-24,C_051535
T_783972,2020-10-12,C_074947
T_784023,2021-10-11,C_185126
T_784089,2020-05-25,C_649318
T_784179,2022-04-11,C_317124
T_784323,2022-05-16,C_591411
T_784341,2021-03-15,C_611705
T_784351,2020-05-18,C_603877
T_784402,2020-10-26,C_593639
T_784446,2021-02-22,C_155990
T_784765,2021-05-31,C_696763
T_784805,2020-11-23,C_535756
T_784880,2020-11-09,C_986633
T_784945,2020-08-03,C_117580
T_784950,2020-06-01,C_746892
T_784951,2020-06-08,C_226745
T_785004,2022-02-14,C_338236
T_785007,2020-02-17,C_039413
T_785043,2021-03-08,C_740903
T_785055,2020-06-29,C_323248
T_785087,2021-03-29,C_265163
T_785103,2020-06-08,C_603968
T_785234,2022-03-14,C_739947
T_785257,2022-01-17,C_749821
T_785333,2020-07-06,C_756222
T_785400,2021-07-26,C_633661
T_785412,2022-04-04,C_594561
T_785445,2021-05-24,C_683666
T_785449,2020-04-20,C_357434
T_785452,2021-07-19,C_812674
T_785481,2020-08-24,C_117580
T_785659,2020-12-28,C_661757
T_785712,2020-04-20,C_101842
T_785775,2020-01-20,C_980626
T_785815,2021-11-08,C_417601
T_785817,2020-02-24,C_944253
T_785872,2021-02-22,C_800815
T_785893,2020-09-21,C_683666
T_786165,2021-07-12,C_113139
T_786174,2020-09-14,C_705680
T_786186,2021-08-16,C_632933
T_786249,2021-03-22,C_633661
T_786298,2021-11-22,C_683666
T_786356,2022-04-11,C_391675
T_786413,2020-04-27,C_745468
T_786421,2020-08-24,C_727451
T_786785,2021-09-27,C_697340
T_786871,2021-12-20,C_245948
T_787019,2022-03-21,C_749821
T_787123,2020-06-22,C_848211
T_787248,2021-03-15,C_593639
T_787255,2020-05-25,C_739947
T_787319,2022-05-23,C_445916
T_787463,2021-03-08,C_937594
T_787650,2021-09-06,C_937594
T_787766,2020-07-06,C_853926
T_787793,2020-11-02,C_150182
T_787821,2020-06-29,C_714619
T_787839,2020-07-20,C_117580
T_788065,2020-10-12,C_683666
T_788074,2021-06-14,C_806376
T_788215,2021-09-13,C_806376
T_788256,2020-10-26,C_739474
T_788338,2021-05-03,C_731802
T_788414,2021-09-27,C_862106
T_788470,2021-08-09,C_806376
T_788511,2020-09-28,C_986633
T_788547,2020-08-24,C_258325
T_788615,2020-09-14,C_838088
T_788630,2021-08-16,C_035154
T_788708,2021-10-18,C_943921
T_788863,2020-06-08,C_969004
T_788960,2020-11-23,C_310107
T_788974,2021-03-15,C_883501
T_788983,2020-09-21,C_051706
T_789045,2021-10-18,C_412635
T_789081,2020-08-10,C_683666
T_789104,2021-10-11,C_603968
T_789106,2020-11-30,C_951507
T_789357,2020-08-17,C_245948
T_789384,2020-07-27,C_473035
T_789391,2020-03-02,C_298813
T_789634,2020-10-26,C_535756
T_789688,2020-05-18,C_683666
T_789692,2021-01-18,C_662193
T_789842,2021-07-12,C_806376
T_789844,2020-08-24,C_762928
T_789870,2020-04-20,C_421536
T_789901,2020-05-25,C_714619
T_789925,2020-12-07,C_445916
T_789926,2020-08-31,C_101842
T_789943,2020-08-24,C_117580
T_789988,2021-06-28,C_328979
T_790069,2020-09-14,C_829082
T_790169,2020-10-05,C_051706
T_790190,2021-02-08,C_465481
T_790235,2020-10-05,C_502843
T_790241,2020-10-12,C_769491
T_790375,2021-04-05,C_633661
T_790424,2020-03-02,C_969414
T_790611,2020-07-13,C_117580
T_790759,2022-03-07,C_937594
T_790803,2020-04-13,C_113139
T_790831,2020-09-21,C_739947
T_790850,2021-02-08,C_144468
T_790864,2020-12-14,C_303006
T_790894,2021-12-20,C_937594
T_791041,2020-05-18,C_117580
T_791111,2021-09-13,C_063809
T_791154,2020-04-20,C_535756
T_791158,2021-08-30,C_683666
T_791243,2020-06-29,C_746892
T_791283,2022-01-10,C_698497
T_791321,2020-10-19,C_698497
T_791360,2020-08-31,C_867370
T_791362,2020-02-24,C_746892
T_791464,2020-01-27,C_518441
T_791495,2020-11-16,C_661757
T_791503,2021-10-04,C_683666
T_791522,2021-09-27,C_915518
T_791617,2020-10-19,C_661757
T_791855,2021-05-10,C_909326
T_791859,2020-03-09,C_348438
T_791868,2021-11-22,C_219026
T_792026,2020-11-09,C_575381
T_792070,2021-08-23,C_172705
T_792088,2021-03-29,C_937594
T_792206,2020-01-13,C_769491
T_792279,2020-10-19,C_806376
T_792356,2020-04-06,C_984759
T_792443,2021-09-06,C_951507
T_792453,2021-05-17,C_937594
T_792490,2020-08-24,C_728285
T_792524,2020-03-02,C_746892
T_792676,2020-11-02,C_762928
T_792684,2020-04-13,C_150182
T_792685,2021-09-06,C_527060
T_792707,2021-11-01,C_603968
T_792717,2021-03-01,C_312584
T_792781,2022-04-11,C_365277
T_792824,2021-02-15,C_789545
T_792831,2020-11-09,C_473035
T_792851,2020-04-06,C_412212
T_792884,2022-05-09,C_512037
T_792914,2020-08-24,C_117580
T_792932,2021-07-05,C_762928
T_793129,2020-07-06,C_551361
T_793151,2020-12-07,C_361181
T_793279,2021-06-14,C_756222
T_793427,2020-05-11,C_593639
T_793438,2020-02-24,C_465481
T_793454,2021-04-12,C_178039
T_793535,2022-01-31,C_371497
T_793629,2021-07-05,C_705572
T_793797,2021-05-17,C_421536
T_793911,2021-06-21,C_769491
T_793935,2020-05-25,C_815913
T_793969,2021-07-12,C_746892
T_794049,2020-08-31,C_746892
T_794128,2021-05-31,C_672706
T_794145,2021-12-20,C_915518
T_794149,2021-11-22,C_074947
T_794163,2020-09-28,C_698497
T_794199,2021-04-19,C_900728
T_794230,2022-01-31,C_941574
T_794279,2020-09-14,C_185126
T_794298,2021-04-19,C_074947
T_794318,2021-05-10,C_299317
T_794361,2022-03-21,C_472366
T_794400,2021-03-29,C_633661
T_794451,2021-10-11,C_729868
T_794474,2022-04-18,C_431655
T_794499,2022-04-04,C_150182
T_794628,2022-04-04,C_150182
T_794755,2020-03-30,C_714619
T_794832,2020-08-03,C_050237
T_794965,2021-11-29,C_113139
T_795055,2022-04-18,C_939370
T_795241,2020-12-07,C_866894
T_795341,2020-11-09,C_468898
T_795415,2021-08-02,C_535756
T_795426,2021-06-07,C_419410
T_795439,2020-04-13,C_662193
T_795458,2020-11-16,C_806376
T_795474,2020-09-28,C_739947
T_795530,2020-07-06,C_465481
T_795559,2021-10-04,C_672256
T_795768,2022-02-07,C_051535
T_795791,2020-07-20,C_683666
T_795821,2020-12-07,C_672706
T_795845,2021-03-15,C_298813
T_795866,2022-04-25,C_150182
T_795906,2020-01-20,C_633091
T_796114,2020-10-12,C_806376
T_796140,2021-09-20,C_683666
T_796184,2020-11-09,C_937594
T_796498,2021-11-01,C_746892
T_796566,2021-04-26,C_514318
T_796597,2021-11-08,C_573297
T_796600,2021-04-26,C_862106
T_796955,2020-02-10,C_117580
T_797003,2019-12-30,C_705572
T_797038,2021-06-14,C_412635
T_797135,2021-08-30,C_997228
T_797139,2021-05-10,C_398853
T_797278,2021-10-11,C_746892
T_797396,2022-04-18,C_772501
T_797514,2020-02-10,C_411261
T_797682,2020-03-02,C_739258
T_797690,2020-02-10,C_069492
T_797761,2021-06-28,C_746892
T_797880,2020-10-12,C_888956
T_797886,2020-02-10,C_633661
T_797946,2020-07-13,C_398853
T_798009,2021-12-13,C_915518
T_798023,2021-06-21,C_866894
T_798034,2021-08-09,C_249135
T_798084,2020-06-08,C_126481
T_798146,2021-09-13,C_692721
T_798338,2020-10-26,C_951507
T_798355,2020-07-13,C_672256
T_798454,2020-05-11,C_683666
T_798462,2020-11-02,C_535756
T_798593,2020-08-10,C_746892
T_798630,2020-04-27,C_051706
T_798632,2022-03-07,C_749821
T_798655,2019-12-30,C_385862
T_798671,2020-06-15,C_150182
T_798725,2020-07-13,C_117580
T_798756,2021-06-28,C_768792
T_798760,2020-09-28,C_297913
T_798807,2021-03-15,C_866894
T_798912,2020-06-01,C_412635
T_799039,2021-07-05,C_806376
T_799096,2020-08-17,C_051706
T_799209,2020-12-28,C_633661
T_799268,2021-08-30,C_299317
T_799344,2021-01-11,C_317124
T_799417,2021-09-13,C_412635
T_799437,2021-03-29,C_937594
T_799585,2021-10-11,C_022240
T_799635,2019-12-23,C_593639
T_799658,2022-03-07,C_227779
T_799851,2022-02-14,C_838088
T_799873,2020-11-09,C_310107
T_799943,2020-01-27,C_416625
T_799945,2022-04-18,C_387585
T_799947,2021-07-12,C_386162
T_800061,2021-10-04,C_473035
T_800083,2021-02-15,C_703801
T_800123,2020-12-28,C_867370
T_800624,2021-06-14,C_768792
T_800747,2020-05-25,C_401016
T_800846,2021-07-26,C_058218
T_800888,2021-07-19,C_523504
T_800970,2020-03-23,C_063926
T_800990,2020-10-26,C_997228
T_801208,2020-06-15,C_365277
T_801254,2020-11-30,C_677190
T_801303,2020-03-30,C_548964
T_801375,2020-09-28,C_310107
T_801376,2021-04-19,C_746892
T_801384,2020-08-24,C_603968
T_801470,2022-02-14,C_334474
T_801492,2020-02-10,C_069492
T_801594,2020-06-22,C_467314
T_801798,2020-10-12,C_806376
T_801864,2021-11-08,C_717003
T_801931,2020-07-27,C_401016
T_802100,2020-02-03,C_593639
T_802262,2020-08-03,C_939370
T_802339,2021-02-15,C_336021
T_802364,2022-02-14,C_081456
T_802581,2022-03-28,C_419410
T_802645,2020-11-16,C_877858
T_802697,2021-08-23,C_662193
T_802731,2020-11-23,C_524968
T_802744,2021-03-29,C_603968
T_802781,2020-11-30,C_238413
T_802804,2021-02-01,C_178039
T_802839,2022-04-18,C_240236
T_802846,2020-01-27,C_245948
T_802859,2022-02-07,C_551361
T_802898,2020-08-17,C_113139
T_802902,2021-03-01,C_421536
T_803021,2020-03-16,C_479796
T_803221,2022-01-17,C_871835
T_803281,2020-02-03,C_245948
T_803477,2021-04-19,C_069492
T_803616,2020-08-24,C_420849
T_803652,2021-02-15,C_633661
T_803748,2021-09-13,C_755148
T_803771,2020-02-10,C_769491
T_803883,2020-10-26,C_948070
T_804072,2021-03-08,C_412635
T_804123,2020-08-10,C_117580
T_804125,2020-07-13,C_190305
T_804163,2020-03-16,C_172705
T_804174,2020-12-07,C_479796
T_804196,2021-07-26,C_914687
T_804308,2021-02-22,C_705572
T_804399,2021-03-15,C_183105
T_804506,2020-07-06,C_058218
T_804535,2021-08-02,C_698497
T_804615,2022-04-18,C_839280
T_804652,2022-05-09,C_417601
T_804852,2020-02-24,C_420879
T_804887,2020-04-13,C_815913
T_804924,2020-07-06,C_117580
T_804940,2020-08-10,C_117580
T_804985,2021-08-02,C_806376
T_805005,2020-06-08,C_172705
T_805030,2020-12-21,C_806376
T_805096,2022-04-11,C_431655
T_805210,2021-09-20,C_412635
T_805223,2020-07-13,C_117580
T_805290,2021-08-30,C_593639
T_805327,2020-07-20,C_593639
T_805339,2022-04-25,C_472366
T_805378,2020-06-08,C_117580
T_805456,2021-09-06,C_276262
T_805531,2021-07-12,C_806376
T_805533,2020-09-07,C_117580
T_805745,2020-12-14,C_172705
T_805774,2020-12-14,C_182241
T_805885,2021-03-29,C_147153
T_805940,2021-07-12,C_806376
T_805979,2020-08-10,C_746892
T_805981,2020-01-27,C_482570
T_806093,2021-06-21,C_902072
T_806254,2020-10-19,C_728285
T_806259,2021-05-17,C_245948
T_806297,2021-08-09,C_274912
T_806334,2021-09-27,C_749821
T_806375,2020-05-18,C_815913
T_806376,2021-11-15,C_431655
T_806389,2021-11-22,C_190554
T_806403,2020-06-22,C_519849
T_806492,2020-09-28,C_535756
T_806536,2020-02-17,C_739258
T_806596,2021-09-06,C_267443
T_806601,2022-04-18,C_491628
T_806604,2020-07-13,C_117580
T_806709,2020-06-01,C_841232
T_806748,2020-05-11,C_984759
T_806837,2020-04-27,C_734711
T_806839,2020-02-17,C_086403
T_806845,2020-03-30,C_512037
T_807076,2021-08-09,C_530981
T_807143,2020-07-06,C_746892
T_807179,2020-05-25,C_348438
T_807207,2021-11-15,C_657627
T_807264,2020-06-22,C_245948
T_807322,2020-05-18,C_728285
T_807323,2020-10-12,C_519849
T_807396,2021-12-20,C_063926
T_807534,2020-04-20,C_479796
T_807673,2022-04-04,C_473035
T_807682,2021-10-04,C_603968
T_807744,2022-03-07,C_672256
T_807788,2020-10-19,C_984759
T_807818,2021-10-25,C_113139
T_807856,2022-02-14,C_632933
T_807868,2020-04-20,C_022240
T_807914,2020-03-09,C_113139
T_807917,2020-02-17,C_871835
T_808020,2020-06-15,C_762928
T_808192,2021-09-20,C_070712
T_808376,2021-09-06,C_698497
T_808414,2020-05-11,C_746892
T_808654,2021-10-04,C_334474
T_808741,2021-08-16,C_548964
T_808745,2020-03-30,C_799217
T_808800,2020-04-06,C_126481
T_808824,2020-03-02,C_051535
T_808943,2020-02-10,C_585944
T_808951,2021-03-08,C_317124
T_808989,2020-07-06,C_717003
T_809013,2021-06-14,C_392933
T_809086,2021-10-04,C_746892
T_809163,2021-08-30,C_593639
T_809324,2020-03-02,C_683666
T_809529,2022-04-18,C_015746
T_809573,2020-04-27,C_683666
T_809668,2020-02-03,C_887838
T_809725,2022-03-07,C_937594
T_809798,2020-03-09,C_051706
T_809841,2020-01-20,C_412635
T_809904,2020-02-24,C_051535
T_809974,2021-07-26,C_739947
T_810010,2021-06-28,C_382534
T_810021,2020-03-23,C_792125
T_810039,2021-03-01,C_664019
T_810067,2020-12-07,C_633661
T_810075,2020-07-13,C_853926
T_810335,2020-09-07,C_282979
T_810337,2020-09-14,C_762928
T_810343,2020-08-31,C_519849
T_810352,2021-09-20,C_042732
T_810521,2020-08-17,C_091997
T_810650,2022-03-07,C_853926
T_810665,2021-08-30,C_155990
T_810670,2020-01-27,C_815913
T_810760,2020-04-06,C_984759
T_810799,2020-04-27,C_739947
T_810814,2020-06-22,C_069492
T_810925,2022-01-24,C_871835
T_811080,2022-04-25,C_527060
T_811150,2020-05-11,C_117580
T_811234,2020-08-31,C_829082
T_811240,2020-01-20,C_887838
T_811299,2020-12-28,C_022240
T_811433,2020-10-05,C_074947
T_811513,2020-11-16,C_245948
T_811557,2020-06-01,C_812674
T_811672,2021-05-03,C_593639
T_811691,2021-11-01,C_022240
T_811746,2020-11-23,C_981891
T_811749,2020-06-22,C_969414
T_811889,2020-04-20,C_126481
T_812059,2020-02-24,C_593639
T_812064,2020-06-29,C_705572
T_812192,2021-08-09,C_274912
T_812213,2020-03-23,C_535756
T_812272,2020-09-28,C_593639
T_812282,2020-11-09,C_314119
T_812326,2021-05-24,C_806376
T_812344,2022-03-14,C_058218
T_812377,2020-10-12,C_806376
T_812390,2021-05-31,C_633661
T_812429,2021-10-25,C_419410
T_812477,2020-09-07,C_662193
T_812573,2020-08-17,C_117580
T_812590,2021-09-27,C_731802
T_812731,2020-06-01,C_739947
T_812760,2020-09-28,C_245948
T_813146,2020-05-11,C_322219
T_813153,2020-08-03,C_058218
T_813155,2021-08-09,C_980626
T_813195,2022-05-16,C_698497
T_813218,2020-06-29,C_853926
T_813322,2021-05-17,C_997228
T_813343,2022-02-21,C_661757
T_813365,2022-03-21,C_412635
T_813392,2021-06-28,C_698497
T_813422,2022-06-06,C_683666
T_813451,2021-09-20,C_035718
T_813543,2021-05-17,C_980626
T_813727,2021-08-30,C_514318
T_814047,2020-03-16,C_633661
T_814072,2021-11-01,C_806376
T_814101,2020-08-03,C_444616
T_814118,2020-05-25,C_729868
T_814240,2022-04-11,C_479796
T_814318,2022-04-25,C_317124
T_814368,2019-12-30,C_598080
T_814382,2021-08-16,C_937594
T_814418,2021-08-23,C_465481
T_814440,2020-09-14,C_746892
T_814616,2021-08-02,C_180817
T_814633,2021-03-29,C_502843
T_814641,2021-09-20,C_769491
T_814699,2020-03-02,C_421083
T_814735,2021-10-18,C_806376
T_814781,2021-08-16,C_756222
T_814886,2020-08-10,C_117580
T_814907,2020-06-15,C_633661
T_815100,2021-09-06,C_871835
T_815306,2020-12-21,C_661757
T_815314,2021-12-06,C_951507
T_815413,2021-03-15,C_412635
T_815471,2020-07-20,C_593639
T_815543,2020-12-21,C_182241
T_815608,2022-04-04,C_705572
T_815635,2020-01-13,C_915518
T_815748,2020-03-30,C_258325
T_815798,2020-12-28,C_806376
T_815900,2020-01-06,C_385862
T_815951,2021-08-02,C_769491
T_816052,2020-12-07,C_245948
T_816169,2020-02-17,C_016617
T_816291,2021-09-13,C_762928
T_816368,2020-12-14,C_051706
T_816398,2021-10-25,C_915518
T_816403,2021-07-26,C_282979
T_816420,2020-04-20,C_984759
T_816479,2020-08-10,C_745897
T_816563,2020-02-03,C_980626
T_816659,2020-01-20,C_746892
T_816668,2022-03-21,C_183105
T_816707,2020-04-13,C_633661
T_816919,2020-04-27,C_051535
T_816949,2021-09-06,C_746892
T_817052,2022-02-28,C_692721
T_817095,2020-04-13,C_117580
T_817117,2020-07-20,C_502843
T_817159,2020-11-09,C_746892
T_817265,2021-11-15,C_683666
T_817309,2020-08-17,C_603877
T_817316,2021-01-18,C_197461
T_817572,2021-06-28,C_746892
T_817631,2020-07-27,C_739474
T_817673,2022-02-21,C_672256
T_817677,2020-10-26,C_891574
T_817690,2020-10-12,C_683666
T_817776,2022-01-31,C_627716
T_817915,2022-04-11,C_150182
T_818065,2020-08-31,C_762928
T_818114,2021-08-23,C_150182
T_818115,2021-03-29,C_083552
T_818129,2019-12-16,C_932446
T_818198,2021-08-09,C_514318
T_818203,2020-06-01,C_841232
T_818234,2020-09-07,C_937594
T_818283,2022-02-14,C_877858
T_818460,2021-01-25,C_986633
T_818726,2021-06-07,C_459867
T_818828,2021-03-22,C_074947
T_818924,2021-08-02,C_806376
T_818980,2021-03-15,C_185126
T_819054,2021-09-06,C_762928
T_819090,2021-08-02,C_871835
T_819168,2021-03-08,C_937594
T_819217,2021-06-28,C_531512
T_819239,2020-10-12,C_603968
T_819240,2020-09-21,C_208015
T_819275,2020-03-09,C_714619
T_819515,2020-07-06,C_150182
T_819600,2021-02-22,C_951507
T_819637,2020-01-27,C_698497
T_819797,2020-02-17,C_866894
T_819839,2020-08-03,C_888956
T_819858,2021-12-20,C_411261
T_819859,2020-06-29,C_551361
T_819891,2021-06-14,C_594561
T_819944,2021-12-20,C_731802
T_819947,2020-07-13,C_937594
T_819950,2021-10-18,C_749821
T_819991,2020-04-27,C_603968
T_820018,2020-03-02,C_633661
T_820060,2021-02-15,C_428127
T_820081,2021-09-27,C_118223
T_820158,2022-02-21,C_152040
T_820335,2020-08-03,C_951507
T_820352,2020-09-28,C_939370
T_820366,2020-12-28,C_633661
T_820377,2020-03-30,C_714619
T_820413,2021-07-26,C_739947
T_820475,2022-04-11,C_245948
T_820553,2020-01-13,C_465481
T_820563,2022-01-03,C_739474
T_820696,2021-07-05,C_245948
T_820717,2020-08-31,C_593639
T_820718,2022-02-21,C_980626
T_820847,2020-03-09,C_180745
T_820981,2021-07-26,C_883501
T_821041,2021-01-18,C_150182
T_821051,2020-01-20,C_245948
T_821088,2022-05-02,C_472366
T_821094,2020-02-24,C_249135
T_821164,2020-06-15,C_117580
T_821175,2020-08-10,C_398853
T_821204,2022-04-11,C_245948
T_821255,2020-06-15,C_117580
T_821337,2020-03-30,C_853926
T_821386,2020-05-18,C_465481
T_821402,2021-09-13,C_593639
T_821413,2021-04-19,C_233299
T_821424,2021-07-26,C_633661
T_821441,2020-11-30,C_746892
T_821448,2021-09-27,C_113139
T_821520,2021-06-07,C_336021
T_821562,2021-03-22,C_535756
T_821636,2021-07-05,C_307303
T_821643,2021-01-18,C_862106
T_821658,2021-04-19,C_806376
T_821711,2021-02-08,C_401016
T_821789,2021-06-14,C_672256
T_821908,2020-01-13,C_113139
T_821916,2020-11-23,C_535756
T_822099,2021-04-19,C_633661
T_822172,2021-06-28,C_915518
T_822183,2021-11-08,C_334474
T_822392,2021-10-25,C_806376
T_822406,2020-09-14,C_150182
T_822416,2020-02-17,C_117580
T_822445,2021-06-21,C_419410
T_822566,2021-06-28,C_933611
T_822572,2021-03-08,C_945055
T_822587,2021-07-19,C_317124
T_822692,2020-11-16,C_806376
T_822947,2020-10-19,C_997228
T_823060,2021-07-12,C_299317
T_823141,2020-11-30,C_806376
T_823238,2022-03-21,C_329432
T_823276,2021-01-04,C_150182
T_823388,2020-04-20,C_535756
T_823457,2020-05-25,C_705572
T_823622,2021-05-03,C_937594
T_823672,2020-08-24,C_314119
T_823690,2021-04-12,C_357434
T_823710,2020-04-27,C_593639
T_823817,2021-04-05,C_728285
T_823966,2021-09-20,C_058218
T_824009,2021-08-09,C_683666
T_824078,2020-12-14,C_245948
T_824132,2020-06-22,C_746892
T_824153,2020-11-16,C_086403
T_824210,2021-02-01,C_152471
T_824296,2022-01-10,C_070712
T_824438,2020-11-30,C_705572
T_824475,2020-01-06,C_385862
T_824528,2021-11-29,C_888956
T_824561,2020-11-30,C_512992
T_824655,2021-08-30,C_951507
T_824710,2021-06-14,C_336021
T_824850,2020-04-20,C_662193
T_824862,2020-03-02,C_051535
T_824885,2021-07-12,C_888956
T_825018,2020-01-06,C_603877
T_825128,2021-08-23,C_957389
T_825155,2020-06-15,C_245948
T_825158,2020-10-19,C_862106
T_825176,2021-10-25,C_806376
T_825187,2021-08-30,C_603968
T_825224,2021-11-01,C_535756
T_825246,2021-10-11,C_101842
T_825379,2021-05-03,C_950113
T_825415,2022-04-11,C_746892
T_825428,2020-07-13,C_170045
T_825449,2022-03-28,C_937594
T_825533,2021-03-15,C_769450
T_825566,2020-03-09,C_113139
T_825569,2021-02-22,C_503606
T_825602,2021-08-09,C_298468
T_825606,2021-06-28,C_571033
T_825637,2021-09-27,C_299317
T_825682,2021-03-22,C_021985
T_825703,2021-02-15,C_512037
T_825707,2021-10-11,C_937594
T_825913,2022-04-11,C_636079
T_825914,2020-07-20,C_117580
T_825933,2022-05-16,C_768792
T_825982,2020-03-23,C_815913
T_826071,2021-01-25,C_705680
T_826596,2021-08-23,C_749821
T_826607,2021-06-21,C_122750
T_826745,2021-02-01,C_317124
T_826794,2020-12-21,C_806376
T_826803,2022-02-14,C_937594
T_827060,2020-07-20,C_051706
T_827078,2020-04-27,C_117580
T_827145,2021-12-06,C_633661
T_827289,2020-05-25,C_117580
T_827391,2020-08-03,C_086403
T_827428,2020-03-23,C_705572
T_827448,2021-09-06,C_593639
T_827488,2020-11-30,C_479796
T_827604,2021-05-03,C_603877
T_827621,2021-09-27,C_465481
T_827648,2021-01-11,C_150182
T_827649,2020-03-09,C_593639
T_827673,2020-09-28,C_980626
T_827736,2020-10-12,C_593639
T_827749,2021-11-15,C_603968
T_827757,2020-12-07,C_649318
T_827763,2021-07-05,C_806376
T_827847,2020-12-28,C_645011
T_827897,2020-08-03,C_022240
T_828098,2020-09-07,C_328236
T_828105,2021-02-22,C_352205
T_828204,2020-06-01,C_866894
T_828238,2021-12-27,C_829082
T_828267,2021-07-26,C_806376
T_828340,2020-03-09,C_135878
T_828370,2021-08-30,C_419410
T_828381,2022-03-28,C_937594
T_828464,2020-04-13,C_661757
T_828569,2020-03-30,C_010649
T_828622,2022-04-11,C_851161
T_828659,2020-11-16,C_535756
T_828719,2020-08-10,C_739947
T_828740,2021-05-24,C_806376
T_828751,2020-08-10,C_746892
T_828808,2022-03-28,C_598080
T_828907,2020-01-06,C_160952
T_828971,2021-02-01,C_769491
T_828980,2021-10-11,C_806376
T_829044,2021-09-20,C_986633
T_829129,2020-06-08,C_328236
T_829166,2021-11-01,C_980626
T_829185,2020-05-25,C_951507
T_829205,2020-10-26,C_739947
T_829263,2020-06-22,C_401016
T_829293,2020-10-26,C_479796
T_829453,2020-10-26,C_155990
T_829476,2020-06-15,C_451674
