customer_id,offer_date,discount_pct,result,offer_type,offer_reason,validity_days
C_113139,2021-07-01,1.4,منقضی,مدت,حفظ مشتری کلیدی,7
C_746892,2020-06-04,8.4,رد,مدت,آزمون محصول,15
C_937594,2021-03-13,7.9,قبول,حجمی,رقابت قیمتی,23
C_705572,2020-11-21,7.4,منقضی,حجمی,افزایش حجم سفارش,5
C_317124,2021-03-16,2.9,منقضی,حجمی,تسویه سریع,24
C_746892,2020-10-22,2.4,رد,مدت,حفظ مشتری کلیدی,6
C_573925,2020-05-10,2.4,منقضی,قیمتی,حفظ مشتری کلیدی,13
C_806376,2020-12-06,2.9,درحال مذاکره,مدت,تسویه سریع,5
C_299317,2021-10-12,1.4,قبول,مدت,آزمون محصول,29
C_848211,2022-04-19,1.9,رد,مدت,افزایش حجم سفارش,21
C_746892,2020-12-09,4.4,قبول,مدت,افزایش حجم سفارش,7
C_683666,2021-06-02,4.9,رد,قیمتی,رقابت قیمتی,25
C_683666,2022-01-21,3.4,رد,مدت,حفظ مشتری کلیدی,23
C_877858,2020-03-13,3.9,منقضی,حجمی,افزایش سهم از سبد,15
C_603968,2020-06-06,6.4,رد,حجمی,آزمون محصول,27
C_180745,2020-08-22,7.0,منقضی,قیمتی,حفظ مشتری کلیدی,19
C_806376,2021-08-10,6.4,درحال مذاکره,مدت,تسویه سریع,21
C_086403,2021-04-29,5.9,منقضی,حجمی,معرفی محصول جدید,29
C_664019,2021-12-12,7.4,منقضی,مدت,آزمون محصول,5
C_746892,2021-10-26,6.9,درحال مذاکره,قیمتی,رقابت قیمتی,13
C_117580,2020-06-08,4.4,منقضی,قیمتی,افزایش سهم از سبد,27
C_040673,2020-02-24,3.9,درحال مذاکره,مدت,رقابت قیمتی,9
C_749821,2021-12-25,5.4,رد,قیمتی,آزمون محصول,11
C_298813,2021-03-20,4.9,قبول,حجمی,معرفی محصول جدید,19
C_941574,2021-09-27,2.9,منقضی,حجمی,معرفی محصول جدید,10
C_923612,2020-04-29,2.4,رد,قیمتی,رقابت قیمتی,18
C_483750,2020-09-28,3.1,رد,قیمتی,آزمون محصول,29
C_317124,2022-04-18,2.6,قبول,مدت,تسویه سریع,11
C_683666,2020-10-21,2.1,منقضی,قیمتی,افزایش حجم سفارش,19
C_479796,2021-07-30,1.6,رد,مدت,حفظ مشتری کلیدی,27
C_624339,2020-07-30,5.2,منقضی,مدت,افزایش سهم از سبد,23
C_265163,2021-08-12,4.7,رد,حجمی,رقابت قیمتی,5
C_050237,2021-11-06,4.2,درحال مذاکره,قیمتی,افزایش حجم سفارش,13
C_773326,2020-06-27,3.6,منقضی,قیمتی,حفظ مشتری کلیدی,21
C_888956,2020-09-27,7.2,قبول,مدت,افزایش حجم سفارش,17
C_074947,2021-04-11,6.7,درحال مذاکره,قیمتی,آزمون محصول,25
C_535756,2021-12-14,1.7,قبول,قیمتی,تسویه سریع,9
C_299317,2021-05-11,2.2,رد,قیمتی,رقابت قیمتی,27
C_746892,2021-10-03,2.7,منقضی,حجمی,آزمون محصول,19
C_741459,2020-03-29,3.2,قبول,قیمتی,افزایش سهم از سبد,11
C_698497,2020-02-21,3.7,درحال مذاکره,مدت,افزایش حجم سفارش,29
C_683666,2021-09-03,4.2,منقضی,مدت,رقابت قیمتی,21
C_938531,2021-09-29,4.7,قبول,مدت,معرفی محصول جدید,13
C_749821,2022-01-05,5.2,رد,قیمتی,افزایش حجم سفارش,5
C_862106,2020-08-24,5.7,منقضی,حجمی,رقابت قیمتی,23
C_773326,2019-12-23,6.2,درحال مذاکره,مدت,حفظ مشتری کلیدی,15
C_431655,2021-02-12,3.6,منقضی,حجمی,حفظ مشتری کلیدی,20
C_746892,2020-05-10,3.1,رد,حجمی,رقابت قیمتی,28
C_633661,2020-04-08,4.7,رد,حجمی,حفظ مشتری کلیدی,30
C_871835,2020-11-27,4.2,درحال مذاکره,حجمی,آزمون محصول,12
C_683666,2020-07-06,5.7,قبول,قیمتی,رقابت قیمتی,14
C_282979,2020-12-09,5.2,منقضی,قیمتی,آزمون محصول,22
C_683666,2021-09-11,6.7,درحال مذاکره,حجمی,آزمون محصول,24
C_848211,2020-06-22,6.2,رد,مدت,تسویه سریع,6
C_937594,2020-03-02,7.1,قبول,مدت,معرفی محصول جدید,6
C_258325,2020-04-27,6.6,منقضی,قیمتی,افزایش سهم از سبد,14
C_773326,2020-07-29,7.1,منقضی,مدت,افزایش حجم سفارش,11
C_074947,2021-04-07,7.6,درحال مذاکره,حجمی,آزمون محصول,29
C_398853,2020-05-29,6.1,قبول,حجمی,تسویه سریع,27
C_603877,2021-05-21,6.6,رد,حجمی,افزایش حجم سفارش,19
C_746892,2021-06-20,5.1,درحال مذاکره,قیمتی,رقابت قیمتی,17
C_473035,2020-12-06,5.6,منقضی,قیمتی,رقابت قیمتی,9
C_170045,2022-03-29,4.1,منقضی,مدت,رقابت قیمتی,7
C_150182,2020-04-14,4.6,قبول,قیمتی,رقابت قیمتی,25
C_871835,2021-08-10,3.7,رد,مدت,رقابت قیمتی,25
C_683666,2021-11-28,4.2,منقضی,حجمی,معرفی محصول جدید,17
C_421536,2021-06-16,1.4,قبول,قیمتی,تسویه سریع,29
C_746892,2020-05-20,8.4,منقضی,مدت,حفظ مشتری کلیدی,11
C_611705,2021-11-19,7.9,درحال مذاکره,مدت,رقابت قیمتی,19
C_491628,2022-04-08,7.4,قبول,حجمی,معرفی محصول جدید,27
C_022240,2020-12-27,6.9,منقضی,مدت,افزایش سهم از سبد,9
C_317124,2021-01-31,6.4,رد,حجمی,تسویه سریع,17
C_672706,2021-05-11,5.9,قبول,مدت,معرفی محصول جدید,25
C_746892,2022-05-03,5.4,درحال مذاکره,مدت,افزایش حجم سفارش,6
C_683666,2020-04-02,4.9,رد,مدت,تسویه سریع,14
C_672706,2021-06-03,4.4,قبول,حجمی,افزایش سهم از سبد,22
C_603968,2020-12-29,7.6,درحال مذاکره,مدت,حفظ مشتری کلیدی,28
C_117580,2020-07-12,8.2,رد,قیمتی,تسویه سریع,20
C_472366,2022-04-03,1.2,منقضی,مدت,تسویه سریع,12
C_317124,2021-12-03,1.7,قبول,حجمی,آزمون محصول,30
C_943921,2020-07-11,5.6,منقضی,مدت,حفظ مشتری کلیدی,8
C_029626,2020-07-30,6.1,قبول,حجمی,رقابت قیمتی,26
C_421536,2021-07-22,6.6,رد,حجمی,آزمون محصول,18
C_877858,2021-12-07,7.1,منقضی,قیمتی,آزمون محصول,10
C_853926,2021-04-21,3.6,رد,قیمتی,آزمون محصول,14
C_465481,2020-03-16,4.1,منقضی,حجمی,افزایش سهم از سبد,6
C_502843,2020-03-07,8.2,منقضی,قیمتی,حفظ مشتری کلیدی,15
C_117580,2020-06-27,7.7,رد,حجمی,حفظ مشتری کلیدی,23
C_050237,2020-09-10,1.7,رد,حجمی,آزمون محصول,25
C_479796,2021-12-23,1.2,قبول,قیمتی,حفظ مشتری کلیدی,7
C_800815,2021-06-02,6.2,رد,حجمی,تسویه سریع,21
C_980626,2021-05-21,5.7,قبول,حجمی,افزایش حجم سفارش,29
C_299317,2022-04-25,7.2,درحال مذاکره,قیمتی,تسویه سریع,5
C_382272,2021-09-06,6.7,درحال مذاکره,حجمی,رقابت قیمتی,13
C_749821,2021-12-31,4.8,درحال مذاکره,حجمی,رقابت قیمتی,29
C_427824,2021-12-17,4.3,قبول,مدت,تسویه سریع,11
C_594561,2020-07-23,4.2,رد,مدت,افزایش سهم از سبد,7
C_683666,2021-08-10,4.7,منقضی,حجمی,رقابت قیمتی,25
C_593639,2020-06-20,3.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,23
C_746892,2021-06-24,3.7,قبول,مدت,آزمون محصول,15
C_117580,2020-07-26,6.3,منقضی,قیمتی,افزایش سهم از سبد,27
C_593639,2021-08-06,6.8,قبول,مدت,افزایش سهم از سبد,19
C_304036,2021-03-23,5.2,قبول,مدت,حفظ مشتری کلیدی,17
C_317124,2021-01-24,5.7,درحال مذاکره,مدت,تسویه سریع,9
C_144468,2020-05-18,8.3,درحال مذاکره,مدت,افزایش حجم سفارش,21
C_117580,2020-07-06,1.3,درحال مذاکره,قیمتی,آزمون محصول,13
C_683666,2020-05-24,6.2,درحال مذاکره,قیمتی,آزمون محصول,18
C_664019,2021-02-07,5.7,قبول,قیمتی,حفظ مشتری کلیدی,26
C_050237,2021-11-23,5.2,منقضی,قیمتی,آزمون محصول,8
C_603968,2021-01-26,4.7,رد,حجمی,رقابت قیمتی,16
C_317124,2020-12-30,8.2,منقضی,قیمتی,آزمون محصول,12
C_317124,2021-05-05,7.7,رد,قیمتی,افزایش حجم سفارش,20
C_683666,2020-04-10,7.2,قبول,حجمی,افزایش حجم سفارش,28
C_519849,2020-07-10,6.7,منقضی,قیمتی,رقابت قیمتی,10
C_240236,2021-06-14,2.2,منقضی,مدت,افزایش سهم از سبد,30
C_746892,2020-07-20,1.7,رد,مدت,تسویه سریع,12
C_937594,2021-03-12,2.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,9
C_265163,2021-04-28,2.7,درحال مذاکره,حجمی,حفظ مشتری کلیدی,27
C_519849,2020-08-24,3.2,قبول,حجمی,آزمون محصول,19
C_937594,2021-02-22,3.7,رد,قیمتی,افزایش حجم سفارش,11
C_593639,2020-06-06,4.2,منقضی,قیمتی,رقابت قیمتی,29
C_411261,2020-05-23,4.7,قبول,قیمتی,آزمون محصول,22
C_265163,2021-04-29,5.2,درحال مذاکره,حجمی,افزایش حجم سفارش,14
C_051535,2021-09-09,5.8,منقضی,قیمتی,آزمون محصول,6
C_074947,2020-11-21,5.7,منقضی,مدت,افزایش حجم سفارش,21
C_051535,2020-08-13,6.2,قبول,مدت,حفظ مشتری کلیدی,13
C_857626,2021-11-14,5.8,قبول,حجمی,رقابت قیمتی,11
C_172705,2021-03-09,5.3,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,19
C_937594,2021-11-16,4.8,درحال مذاکره,مدت,حفظ مشتری کلیدی,27
C_523504,2021-03-11,4.3,قبول,مدت,رقابت قیمتی,9
C_683666,2020-04-11,3.8,منقضی,مدت,حفظ مشتری کلیدی,17
C_746892,2022-03-12,3.3,رد,حجمی,افزایش حجم سفارش,25
C_739947,2021-06-21,2.8,قبول,حجمی,رقابت قیمتی,7
C_948070,2021-05-31,2.2,درحال مذاکره,حجمی,معرفی محصول جدید,15
C_467314,2020-06-13,2.3,منقضی,مدت,افزایش سهم از سبد,25
C_980626,2021-09-06,1.8,رد,مدت,آزمون محصول,7
C_519849,2020-07-29,4.3,رد,مدت,افزایش سهم از سبد,17
C_117580,2020-05-18,4.8,درحال مذاکره,مدت,تسویه سریع,9
C_317124,2021-07-19,5.3,قبول,قیمتی,حفظ مشتری کلیدی,27
C_465481,2021-02-06,5.8,رد,مدت,معرفی محصول جدید,19
C_117580,2020-04-19,2.3,درحال مذاکره,مدت,معرفی محصول جدید,23
C_310107,2020-12-11,2.8,رد,مدت,آزمون محصول,15
C_746892,2020-11-06,3.3,منقضی,قیمتی,آزمون محصول,7
C_317124,2021-03-31,3.8,قبول,قیمتی,حفظ مشتری کلیدی,25
C_519849,2020-11-03,8.4,قبول,مدت,آزمون محصول,5
C_842281,2020-09-20,1.4,رد,حجمی,تسویه سریع,23
C_980765,2020-05-16,6.3,رد,مدت,افزایش سهم از سبد,28
C_258325,2021-09-18,5.8,قبول,حجمی,تسویه سریع,10
C_421536,2020-06-25,7.3,قبول,حجمی,افزایش حجم سفارش,12
C_519849,2020-08-20,6.8,منقضی,قیمتی,حفظ مشتری کلیدی,20
C_051535,2021-10-27,4.3,قبول,مدت,رقابت قیمتی,8
C_683666,2020-02-21,3.8,منقضی,قیمتی,افزایش سهم از سبد,16
C_472366,2021-12-13,5.3,درحال مذاکره,قیمتی,رقابت قیمتی,18
C_117580,2020-08-24,4.8,درحال مذاکره,حجمی,افزایش حجم سفارش,26
C_806376,2021-07-11,2.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,14
C_535492,2020-12-22,1.7,رد,قیمتی,تسویه سریع,22
C_265163,2021-04-15,2.3,قبول,قیمتی,افزایش حجم سفارش,20
C_245948,2022-03-01,2.8,رد,حجمی,افزایش حجم سفارش,12
C_050237,2021-08-14,1.3,درحال مذاکره,قیمتی,آزمون محصول,10
C_683666,2020-04-23,1.8,منقضی,مدت,تسویه سریع,28
C_683666,2021-02-28,4.3,رد,حجمی,افزایش سهم از سبد,14
C_683666,2021-09-10,4.8,منقضی,حجمی,افزایش سهم از سبد,6
C_884864,2021-04-20,3.3,منقضی,قیمتی,حفظ مشتری کلیدی,30
C_951507,2021-06-20,3.8,درحال مذاکره,مدت,حفظ مشتری کلیدی,22
C_172705,2020-11-27,5.7,رد,قیمتی,رقابت قیمتی,6
C_806376,2020-12-09,6.2,درحال مذاکره,مدت,معرفی محصول جدید,24
C_683666,2021-05-29,3.7,منقضی,حجمی,معرفی محصول جدید,30
C_245948,2020-05-23,3.2,رد,مدت,افزایش حجم سفارش,12
C_624339,2020-07-20,2.7,درحال مذاکره,مدت,معرفی محصول جدید,20
C_746892,2020-04-20,2.2,منقضی,حجمی,معرفی محصول جدید,28
C_245948,2022-01-16,5.7,درحال مذاکره,قیمتی,معرفی محصول جدید,24
C_691869,2021-08-10,5.2,درحال مذاکره,حجمی,معرفی محصول جدید,6
C_853926,2020-09-01,4.7,رد,حجمی,افزایش سهم از سبد,14
C_749821,2022-01-13,4.2,قبول,مدت,آزمون محصول,22
C_317124,2021-05-02,7.2,قبول,قیمتی,تسویه سریع,16
C_951507,2020-10-25,6.7,منقضی,قیمتی,افزایش حجم سفارش,24
C_980626,2020-09-01,7.2,رد,حجمی,رقابت قیمتی,22
C_117580,2020-08-25,7.7,منقضی,مدت,رقابت قیمتی,14
C_440132,2021-08-22,8.2,قبول,حجمی,تسویه سریع,6
C_838088,2020-04-12,1.2,رد,مدت,افزایش سهم از سبد,24
C_022240,2022-04-29,1.7,درحال مذاکره,مدت,تسویه سریع,16
C_535756,2020-11-13,2.3,قبول,مدت,تسویه سریع,8
C_746892,2020-09-09,2.8,رد,مدت,افزایش حجم سفارش,26
C_593639,2021-04-21,3.3,منقضی,قیمتی,تسویه سریع,18
C_117580,2020-08-07,3.2,منقضی,قیمتی,رقابت قیمتی,8
C_806376,2021-06-23,3.7,درحال مذاکره,مدت,افزایش حجم سفارش,26
C_746892,2020-07-06,7.8,قبول,مدت,حفظ مشتری کلیدی,9
C_398853,2020-06-29,7.3,منقضی,قیمتی,افزایش سهم از سبد,17
C_265163,2021-06-12,1.3,منقضی,حجمی,رقابت قیمتی,19
C_633661,2020-03-21,8.3,درحال مذاکره,حجمی,تسویه سریع,27
C_444616,2020-09-01,2.3,رد,حجمی,حفظ مشتری کلیدی,29
C_594561,2021-10-28,1.8,قبول,قیمتی,معرفی محصول جدید,11
C_683666,2020-12-27,3.3,قبول,قیمتی,رقابت قیمتی,13
C_126481,2020-03-10,2.8,منقضی,مدت,آزمون محصول,21
C_126481,2020-05-15,4.3,منقضی,حجمی,رقابت قیمتی,23
C_683666,2020-05-10,3.8,درحال مذاکره,مدت,رقابت قیمتی,5
C_806376,2021-09-19,5.0,منقضی,حجمی,رقابت قیمتی,30
C_717003,2021-11-26,5.5,درحال مذاکره,حجمی,تسویه سریع,22
C_150182,2020-09-08,4.0,قبول,قیمتی,حفظ مشتری کلیدی,20
C_938531,2021-01-17,4.5,رد,مدت,معرفی محصول جدید,12
C_746892,2021-09-09,3.0,درحال مذاکره,قیمتی,تسویه سریع,10
C_705680,2020-09-29,3.5,منقضی,حجمی,رقابت قیمتی,28
C_317124,2021-01-09,2.0,منقضی,حجمی,رقابت قیمتی,26
C_472366,2021-11-25,2.5,قبول,مدت,افزایش حجم سفارش,18
C_322219,2020-03-02,8.4,قبول,مدت,معرفی محصول جدید,16
C_117580,2020-06-27,1.4,رد,حجمی,حفظ مشتری کلیدی,8
C_806376,2021-08-15,6.4,رد,حجمی,افزایش حجم سفارش,15
C_593639,2020-12-01,5.9,قبول,مدت,افزایش حجم سفارش,23
C_705680,2020-12-08,5.4,منقضی,قیمتی,تسویه سریع,5
C_806530,2020-04-30,4.9,رد,مدت,افزایش حجم سفارش,13
C_980626,2020-12-05,4.4,درحال مذاکره,مدت,تسویه سریع,21
C_412635,2020-12-19,3.9,منقضی,قیمتی,معرفی محصول جدید,29
C_923612,2020-04-20,3.4,رد,مدت,رقابت قیمتی,11
C_317124,2021-03-22,2.9,قبول,مدت,تسویه سریع,19
C_258325,2021-07-28,2.4,منقضی,مدت,رقابت قیمتی,27
C_763947,2021-05-12,1.9,درحال مذاکره,قیمتی,افزایش حجم سفارش,9
C_866894,2021-02-19,2.4,قبول,مدت,معرفی محصول جدید,6
C_984759,2020-07-03,2.9,رد,مدت,حفظ مشتری کلیدی,24
C_565612,2020-02-12,3.4,درحال مذاکره,حجمی,رقابت قیمتی,16
C_806376,2021-09-15,3.9,قبول,حجمی,افزایش سهم از سبد,8
C_051706,2021-04-20,7.9,منقضی,حجمی,رقابت قیمتی,12
C_749821,2022-01-11,8.4,درحال مذاکره,قیمتی,آزمون محصول,30
C_593639,2021-07-25,1.4,رد,حجمی,آزمون محصول,22
C_603968,2021-11-21,1.9,منقضی,مدت,افزایش حجم سفارش,14
C_877858,2021-09-18,5.9,درحال مذاکره,قیمتی,رقابت قیمتی,18
C_762928,2021-07-24,6.4,منقضی,مدت,حفظ مشتری کلیدی,10
C_524968,2021-10-04,2.1,قبول,قیمتی,تسویه سریع,23
C_746892,2022-04-30,2.6,رد,قیمتی,افزایش سهم از سبد,15
C_317124,2021-06-09,1.1,درحال مذاکره,حجمی,افزایش سهم از سبد,13
C_603877,2020-09-14,1.6,منقضی,مدت,آزمون محصول,5
C_806376,2020-12-25,7.6,منقضی,مدت,تسویه سریع,29
C_051706,2020-02-12,8.1,قبول,حجمی,تسویه سریع,21
C_762928,2020-08-02,6.6,قبول,حجمی,رقابت قیمتی,19
C_185126,2021-01-08,7.1,رد,مدت,تسویه سریع,11
C_160952,2020-04-07,5.6,درحال مذاکره,مدت,رقابت قیمتی,9
C_385862,2020-02-09,6.1,درحال مذاکره,مدت,رقابت قیمتی,27
C_342564,2020-05-04,2.2,رد,حجمی,معرفی محصول جدید,19
C_184726,2021-08-23,1.7,قبول,حجمی,حفظ مشتری کلیدی,27
C_117580,2020-07-04,3.2,قبول,مدت,حفظ مشتری کلیدی,29
C_421536,2020-07-11,2.7,درحال مذاکره,حجمی,معرفی محصول جدید,11
C_265163,2021-07-20,4.2,منقضی,قیمتی,رقابت قیمتی,13
C_698497,2020-09-03,3.7,رد,قیمتی,افزایش حجم سفارش,21
C_317124,2021-05-30,5.2,رد,قیمتی,افزایش سهم از سبد,23
C_051706,2020-08-04,4.7,قبول,قیمتی,رقابت قیمتی,5
C_342564,2020-05-29,6.2,قبول,حجمی,رقابت قیمتی,7
C_806530,2020-04-12,5.7,درحال مذاکره,قیمتی,معرفی محصول جدید,15
C_683666,2021-11-23,1.6,منقضی,قیمتی,معرفی محصول جدید,6
C_672706,2021-07-13,2.1,قبول,حجمی,آزمون محصول,24
C_444616,2020-04-26,2.6,رد,مدت,رقابت قیمتی,16
C_421536,2021-01-03,3.1,منقضی,مدت,تسویه سریع,8
C_245948,2020-09-25,3.6,درحال مذاکره,حجمی,افزایش حجم سفارش,26
C_155990,2020-02-28,4.1,رد,حجمی,رقابت قیمتی,18
C_939370,2021-01-06,4.6,منقضی,مدت,افزایش سهم از سبد,10
C_152040,2020-08-12,5.1,قبول,قیمتی,معرفی محصول جدید,28
C_683666,2020-04-10,5.1,قبول,مدت,افزایش حجم سفارش,18
C_519849,2020-08-05,5.6,درحال مذاکره,مدت,معرفی محصول جدید,10
C_514318,2021-10-09,5.6,قبول,مدت,افزایش سهم از سبد,14
C_683666,2020-12-19,5.1,منقضی,مدت,رقابت قیمتی,22
C_182241,2020-12-14,4.6,درحال مذاکره,قیمتی,افزایش حجم سفارش,30
C_633661,2020-12-07,4.1,قبول,مدت,افزایش سهم از سبد,12
C_661757,2021-12-19,7.6,درحال مذاکره,مدت,معرفی محصول جدید,8
C_069492,2021-07-06,7.1,درحال مذاکره,قیمتی,معرفی محصول جدید,16
C_862106,2020-12-29,6.6,منقضی,قیمتی,آزمون محصول,24
C_746892,2020-11-05,6.1,رد,قیمتی,افزایش حجم سفارش,6
C_113139,2021-06-27,1.6,رد,حجمی,معرفی محصول جدید,26
C_376594,2021-07-18,1.0,قبول,حجمی,حفظ مشتری کلیدی,8
C_502843,2020-07-30,4.2,رد,مدت,افزایش سهم از سبد,30
C_051706,2022-05-17,4.7,منقضی,قیمتی,تسویه سریع,22
C_126481,2020-05-30,3.2,درحال مذاکره,حجمی,تسویه سریع,20
C_329432,2020-11-26,3.7,قبول,قیمتی,آزمون محصول,12
C_746892,2021-05-16,6.2,منقضی,قیمتی,معرفی محصول جدید,24
C_117580,2020-05-08,6.7,قبول,حجمی,حفظ مشتری کلیدی,16
C_274912,2020-06-02,5.2,قبول,قیمتی,آزمون محصول,14
C_117580,2020-06-28,5.7,درحال مذاکره,قیمتی,رقابت قیمتی,6
C_147153,2021-12-24,7.6,منقضی,قیمتی,حفظ مشتری کلیدی,16
C_058218,2021-11-03,8.1,درحال مذاکره,مدت,معرفی محصول جدید,8
C_746892,2022-03-05,8.2,رد,قیمتی,حفظ مشتری کلیدی,12
C_535756,2021-02-06,7.7,قبول,قیمتی,معرفی محصول جدید,20
C_806376,2021-10-07,1.7,قبول,قیمتی,معرفی محصول جدید,22
C_503606,2021-03-18,1.2,منقضی,مدت,تسویه سریع,30
C_117580,2020-08-19,6.1,قبول,مدت,معرفی محصول جدید,18
C_117580,2020-05-29,5.6,منقضی,قیمتی,رقابت قیمتی,26
C_969414,2020-11-02,7.1,درحال مذاکره,قیمتی,رقابت قیمتی,28
C_282979,2021-08-30,6.6,درحال مذاکره,مدت,رقابت قیمتی,10
C_683666,2020-07-12,4.1,درحال مذاکره,حجمی,رقابت قیمتی,24
C_866894,2020-03-03,3.6,رد,قیمتی,تسویه سریع,6
C_245948,2021-06-02,6.2,منقضی,مدت,آزمون محصول,27
C_565612,2020-07-27,6.7,درحال مذاکره,حجمی,معرفی محصول جدید,19
C_857626,2021-08-16,7.2,رد,قیمتی,رقابت قیمتی,11
C_937594,2022-06-11,7.7,منقضی,مدت,رقابت قیمتی,29
C_672256,2020-09-20,4.2,درحال مذاکره,حجمی,معرفی محصول جدید,7
C_118223,2022-02-11,4.7,منقضی,حجمی,افزایش حجم سفارش,25
C_749821,2021-02-12,5.2,قبول,حجمی,افزایش حجم سفارش,17
C_010649,2022-05-11,5.7,رد,حجمی,حفظ مشتری کلیدی,9
C_479796,2021-03-23,2.7,رد,مدت,آزمون محصول,15
C_633661,2020-08-23,3.2,منقضی,مدت,آزمون محصول,7
C_465481,2021-07-23,2.7,درحال مذاکره,قیمتی,رقابت قیمتی,10
C_113139,2020-06-21,2.2,رد,مدت,حفظ مشتری کلیدی,18
C_317124,2021-05-16,1.7,قبول,مدت,حفظ مشتری کلیدی,26
C_984759,2020-11-10,1.2,منقضی,قیمتی,معرفی محصول جدید,8
C_749821,2021-07-13,8.2,رد,مدت,رقابت قیمتی,16
C_943921,2020-08-06,7.6,درحال مذاکره,مدت,معرفی محصول جدید,24
C_117580,2020-05-14,7.1,منقضی,مدت,افزایش حجم سفارش,6
C_853926,2020-11-21,6.6,رد,قیمتی,آزمون محصول,14
C_376594,2020-01-23,6.7,رد,حجمی,معرفی محصول جدید,24
C_951507,2021-01-14,6.2,قبول,قیمتی,حفظ مشتری کلیدی,6
C_245948,2020-02-18,6.5,درحال مذاکره,مدت,تسویه سریع,8
C_329432,2021-08-15,7.0,رد,قیمتی,افزایش سهم از سبد,26
C_317124,2021-09-16,5.5,رد,قیمتی,افزایش سهم از سبد,24
C_633661,2020-12-15,6.0,درحال مذاکره,مدت,افزایش حجم سفارش,16
C_299317,2021-07-03,4.5,منقضی,مدت,آزمون محصول,14
C_113139,2021-09-18,5.0,قبول,حجمی,آزمون محصول,6
C_806376,2020-12-14,3.5,درحال مذاکره,مدت,تسویه سریع,29
C_683666,2020-02-03,4.0,رد,قیمتی,افزایش حجم سفارش,22
C_937594,2020-12-14,3.1,منقضی,حجمی,معرفی محصول جدید,22
C_172705,2020-09-26,3.6,قبول,حجمی,افزایش سهم از سبد,14
C_535756,2022-04-21,3.0,رد,مدت,افزایش حجم سفارش,16
C_806376,2021-10-23,2.5,درحال مذاکره,قیمتی,تسویه سریع,24
C_705572,2020-12-08,4.0,قبول,حجمی,رقابت قیمتی,26
C_317124,2021-08-26,3.5,منقضی,قیمتی,تسویه سریع,8
C_746892,2021-10-03,5.1,درحال مذاکره,قیمتی,معرفی محصول جدید,10
C_763443,2020-12-22,4.6,رد,مدت,افزایش سهم از سبد,18
C_980626,2021-06-11,6.1,رد,حجمی,افزایش سهم از سبد,20
C_459867,2021-05-09,5.6,قبول,مدت,افزایش حجم سفارش,28
C_113139,2021-07-23,6.5,منقضی,مدت,آزمون محصول,28
C_317124,2021-01-10,6.0,رد,حجمی,افزایش حجم سفارش,10
C_806376,2021-09-28,3.3,منقضی,حجمی,معرفی محصول جدید,6
C_698497,2021-07-08,2.8,رد,مدت,افزایش سهم از سبد,14
C_593639,2020-07-19,4.4,رد,مدت,افزایش حجم سفارش,16
C_338236,2021-10-19,3.9,قبول,مدت,افزایش حجم سفارش,24
C_401016,2020-07-13,1.3,رد,قیمتی,حفظ مشتری کلیدی,12
C_749821,2022-01-17,8.3,قبول,مدت,معرفی محصول جدید,20
C_769491,2020-01-25,2.3,درحال مذاکره,مدت,آزمون محصول,22
C_683666,2021-10-02,1.8,منقضی,قیمتی,تسویه سریع,30
C_412635,2020-07-27,7.4,رد,حجمی,افزایش حجم سفارش,20
C_265163,2021-06-23,6.9,قبول,مدت,تسویه سریع,28
C_328236,2021-07-04,6.8,منقضی,مدت,تسویه سریع,23
C_794049,2021-12-12,7.4,قبول,قیمتی,معرفی محصول جدید,15
C_672256,2022-03-15,5.8,قبول,مدت,تسویه سریع,13
C_357434,2021-02-02,6.3,درحال مذاکره,حجمی,رقابت قیمتی,5
C_812674,2020-05-27,1.4,درحال مذاکره,حجمی,آزمون محصول,18
C_981891,2020-10-21,1.9,رد,حجمی,رقابت قیمتی,10
C_672706,2020-12-11,7.9,رد,قیمتی,حفظ مشتری کلیدی,7
C_155990,2020-07-24,8.4,منقضی,حجمی,معرفی محصول جدید,26
C_317124,2021-09-11,3.4,رد,قیمتی,معرفی محصول جدید,12
C_502843,2020-07-11,3.9,درحال مذاکره,مدت,حفظ مشتری کلیدی,30
C_794049,2021-12-16,4.3,منقضی,حجمی,افزایش حجم سفارش,13
C_421536,2020-05-21,3.7,درحال مذاکره,حجمی,آزمون محصول,21
C_042732,2022-05-21,3.2,قبول,مدت,تسویه سریع,29
C_387172,2020-12-02,2.5,قبول,حجمی,تسویه سریع,17
C_878590,2021-06-09,2.0,منقضی,حجمی,افزایش حجم سفارش,25
C_683666,2020-12-25,1.5,رد,مدت,افزایش سهم از سبد,7
C_477520,2020-04-17,8.5,درحال مذاکره,قیمتی,تسویه سریع,15
C_535756,2020-07-05,8.0,منقضی,مدت,افزایش سهم از سبد,23
C_739258,2022-05-01,7.5,رد,قیمتی,افزایش حجم سفارش,5
C_412635,2020-07-14,7.0,قبول,مدت,افزایش سهم از سبد,13
C_980626,2021-02-26,2.8,رد,قیمتی,آزمون محصول,19
C_338236,2021-10-08,3.3,درحال مذاکره,حجمی,آزمون محصول,11
C_338236,2022-03-02,3.8,قبول,قیمتی,افزایش سهم از سبد,29
C_806376,2021-08-18,4.3,رد,حجمی,افزایش حجم سفارش,21
