Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00009710,SL-00037084,LOT-202204-547045,,,P_RARE_Product_Family_02,2022-03-30,2022-03-31,2022-03-31,2.94,33.7%,1.7%,0.9%,10,قبول,QMS_LAB
QLT-00009711,SL-00037093,LOT-202204-383854,,,P_327376,2022-03-24,2022-03-25,2022-03-27,4.02,21.0%,1.4%,0.9%,5,قبول,QMS_LAB
QLT-00009712,SL-00037096,LOT-202102-623023,,,P_873855,2021-02-02,2021-02-04,2021-02-04,2.90,29.0%,1.4%,0.4%,10,قبول,QMS_LAB
QLT-00009713,SL-00037099,LOT-202109-832036,,,P_672380,2021-09-17,2021-09-19,2021-09-21,4.06,21.9%,1.3%,1.0%,3,قبول,QMS_LAB
QLT-00009714,SL-00037100,LOT-202102-001038,,,P_989949,2021-01-31,2021-02-01,2021-02-02,3.75,28.4%,2.2%,0.8%,6,قبول,QMS_LAB
QLT-00009715,SL-00037105,LOT-202110-317245,,,P_826872,2021-10-16,2021-10-16,2021-10-16,4.87,20.4%,2.2%,0.4%,9,قبول,QMS_LAB
QLT-00009716,SL-00037112,LOT-202001-433813,,,P_RARE_Product_Family_04,2020-01-09,2020-01-11,2020-01-11,3.40,33.3%,1.2%,1.1%,10,قبول,QMS_LAB
QLT-00009717,SL-00037113,LOT-202005-271647,,,P_068092,2020-05-22,2020-05-23,2020-05-25,3.18,34.9%,0.9%,1.2%,3,قبول,QMS_LAB
QLT-00009718,SL-00037115,LOT-202110-091512,,,P_RARE_Product_Family_03,2021-09-25,2021-09-26,2021-09-26,4.53,25.3%,1.2%,0.7%,5,قبول,QMS_LAB
QLT-00009719,SL-00037118,LOT-202009-547535,,,P_615273,2020-09-05,2020-09-07,2020-09-09,4.26,26.0%,0.9%,0.7%,8,قبول,QMS_LAB
QLT-00009720,SL-00037120,LOT-202003-300901,,,P_725670,2020-02-12,2020-02-14,2020-02-16,3.75,20.9%,1.6%,0.9%,10,قبول,QMS_LAB
QLT-00009721,SL-00037121,LOT-202107-786606,,,P_983543,2021-07-03,2021-07-03,2021-07-04,3.97,19.3%,1.9%,0.8%,9,قبول,QMS_LAB
QLT-00009722,SL-00037130,LOT-202011-121597,,,P_RARE_Product_Family_02,2020-11-08,2020-11-08,2020-11-08,3.75,24.7%,1.9%,0.4%,4,قبول,QMS_LAB
QLT-00009723,SL-00037135,LOT-202101-849172,,,P_282386,2021-01-22,2021-01-23,2021-01-23,4.83,32.7%,1.9%,0.8%,9,قبول,QMS_LAB
QLT-00009724,SL-00037140,LOT-202110-088349,,,P_RARE_Product_Family_04,2021-09-15,2021-09-17,2021-09-17,3.54,24.4%,1.2%,0.6%,6,قبول,QMS_LAB
QLT-00009725,SL-00037150,LOT-202105-861686,,,P_275491,2021-05-16,2021-05-16,2021-05-17,3.54,28.2%,1.5%,1.0%,8,قبول,QMS_LAB
QLT-00009726,SL-00037151,LOT-202110-470297,,,P_RARE_Product_Family_04,2021-10-11,2021-10-13,2021-10-15,3.32,29.8%,1.2%,1.1%,9,قبول,QMS_LAB
QLT-00009727,SL-00037156,LOT-202110-160966,,,P_421045,2021-10-23,2021-10-23,2021-10-25,4.39,20.8%,1.2%,0.6%,6,قبول,QMS_LAB
QLT-00009728,SL-00037165,LOT-202102-164613,,,P_RARE_Product_Family_05,2021-01-29,2021-01-31,2021-02-02,3.18,21.7%,1.2%,0.7%,5,قبول,QMS_LAB
QLT-00009729,SL-00037168,LOT-202010-986527,,,P_RARE_Product_Family_02,2020-10-21,2020-10-21,2020-10-21,4.26,29.7%,1.2%,1.1%,10,قبول,QMS_LAB
QLT-00009730,SL-00037172,LOT-202106-702466,,,P_RARE_Product_Family_01,2021-06-13,2021-06-13,2021-06-15,3.72,34.9%,0.9%,0.5%,10,قبول,QMS_LAB
QLT-00009731,SL-00037178,LOT-202003-299654,,,P_108736,2020-03-16,2020-03-16,2020-03-17,2.87,25.2%,1.2%,1.0%,4,قبول,QMS_LAB
QLT-00009732,SL-00037179,LOT-202007-871377,,,P_RARE_Product_Family_02,2020-06-23,2020-06-25,2020-06-27,4.85,26.9%,0.9%,1.1%,5,قبول,QMS_LAB
QLT-00009733,SL-00037182,LOT-202103-432770,,,P_215807,2021-02-10,2021-02-12,2021-02-14,3.52,34.7%,1.8%,0.7%,4,قبول,QMS_LAB
QLT-00009734,SL-00037187,LOT-202111-572045,,,P_146351,2021-10-26,2021-10-27,2021-10-29,4.64,26.6%,1.8%,1.2%,7,قبول,QMS_LAB
QLT-00009735,SL-00037196,LOT-202008-409876,,,P_RARE_Product_Family_02,2020-08-16,2020-08-16,2020-08-16,3.52,21.4%,2.1%,1.1%,6,قبول,QMS_LAB
QLT-00009736,SL-00037197,LOT-202110-757024,,,P_568483,2021-09-27,2021-09-29,2021-09-30,3.29,23.0%,1.8%,1.2%,7,قبول,QMS_LAB
QLT-00009737,SL-00037199,LOT-202010-912526,,,P_509864,2020-10-06,2020-10-08,2020-10-10,4.64,30.4%,2.1%,0.7%,9,قبول,QMS_LAB
QLT-00009738,SL-00037200,LOT-202109-688785,,,P_RARE_Product_Family_03,2021-08-31,2021-09-01,2021-09-03,4.19,25.9%,1.8%,1.0%,9,قبول,QMS_LAB
QLT-00009739,SL-00037210,LOT-202102-990153,,,P_933248,2021-01-15,2021-01-15,2021-01-16,4.19,22.2%,1.5%,0.6%,7,قبول,QMS_LAB
QLT-00009740,SL-00037211,LOT-202109-902100,,,P_RARE_Product_Family_03,2021-08-26,2021-08-27,2021-08-27,4.42,20.6%,1.8%,0.5%,6,قبول,QMS_LAB
QLT-00009741,SL-00037216,LOT-202009-956700,,,P_145878,2020-09-09,2020-09-09,2020-09-11,3.34,29.5%,1.8%,1.0%,9,قبول,QMS_LAB
QLT-00009742,SL-00037222,LOT-202007-696229,,,P_RARE_Product_Family_02,2020-07-14,2020-07-15,2020-07-17,2.91,33.8%,1.5%,0.5%,3,قبول,QMS_LAB
QLT-00009743,SL-00037227,LOT-202002-864677,,,P_635050,2020-01-22,2020-01-24,2020-01-26,3.99,24.8%,1.5%,0.9%,8,قبول,QMS_LAB
QLT-00009744,SL-00037228,LOT-202011-214318,,,P_349471,2020-11-09,2020-11-09,2020-11-09,2.87,32.9%,1.5%,0.4%,5,قبول,QMS_LAB
QLT-00009745,SL-00037229,LOT-202010-380904,,,P_032956,2020-10-06,2020-10-08,2020-10-09,4.84,34.5%,1.2%,0.5%,6,قبول,QMS_LAB
QLT-00009746,SL-00037232,LOT-202108-322926,,,P_RARE_Product_Family_02,2021-08-10,2021-08-12,2021-08-12,4.21,19.5%,1.6%,0.4%,5,قبول,QMS_LAB
QLT-00009747,SL-00037236,LOT-202012-206199,,,P_RARE_Product_Family_04,2020-11-20,2020-11-20,2020-11-21,2.91,30.0%,1.2%,1.0%,9,قبول,QMS_LAB
QLT-00009748,SL-00037237,LOT-202004-436133,,,P_192131,2020-04-09,2020-04-10,2020-04-10,3.14,28.4%,1.6%,0.9%,8,قبول,QMS_LAB
QLT-00009749,SL-00037238,LOT-202001-865322,,,P_RARE_Product_Family_03,2020-01-20,2020-01-22,2020-01-24,2.87,29.1%,1.2%,0.9%,3,قبول,QMS_LAB
QLT-00009750,SL-00037244,LOT-202110-107842,,,P_851763,2021-10-07,2021-10-08,2021-10-09,3.56,29.9%,0.8%,0.7%,5,قبول,QMS_LAB
QLT-00009751,SL-00037249,LOT-202102-127890,,,P_047794,2021-01-26,2021-01-28,2021-01-30,4.64,21.0%,0.8%,1.1%,10,قبول,QMS_LAB
QLT-00009752,SL-00037252,LOT-202004-197135,,,P_499327,2020-03-27,2020-03-27,2020-03-29,4.90,33.5%,0.8%,0.7%,5,قبول,QMS_LAB
QLT-00009753,SL-00037254,LOT-202111-297071,,,P_604053,2021-10-21,2021-10-21,2021-10-22,3.56,26.2%,2.1%,1.1%,3,قبول,QMS_LAB
QLT-00009754,SL-00037255,LOT-202012-182124,,,P_425142,2020-12-02,2020-12-03,2020-12-05,3.78,24.6%,0.8%,1.1%,10,قبول,QMS_LAB
QLT-00009755,SL-00037258,LOT-202008-029070,,,P_RARE_Product_Family_04,2020-07-27,2020-07-29,2020-07-29,4.86,32.6%,0.8%,0.5%,7,قبول,QMS_LAB
QLT-00009756,SL-00037261,LOT-202005-633840,,,P_RARE_Product_Family_03,2020-04-29,2020-05-01,2020-05-03,3.97,18.1%,2.1%,1.0%,6,قبول,QMS_LAB
QLT-00009757,SL-00037264,LOT-202004-224516,,,P_RARE_Product_Family_03,2020-04-14,2020-04-15,2020-04-16,2.89,27.0%,2.1%,0.6%,9,قبول,QMS_LAB
QLT-00009758,SL-00037270,LOT-202005-758463,,,P_811848,2020-05-12,2020-05-14,2020-05-14,4.19,29.7%,2.2%,0.5%,3,قبول,QMS_LAB
QLT-00009759,SL-00037273,LOT-202006-349147,,,P_RARE_Product_Family_04,2020-05-20,2020-05-21,2020-05-22,3.97,31.3%,1.8%,0.6%,4,قبول,QMS_LAB
QLT-00009760,SL-00037276,LOT-202105-967757,,,P_571374,2021-04-26,2021-04-28,2021-04-29,2.84,22.4%,1.8%,1.0%,9,قبول,QMS_LAB
QLT-00009761,SL-00037282,LOT-202111-959334,,,P_RARE_Product_Family_02,2021-11-27,2021-11-27,2021-11-28,4.42,19.7%,2.3%,1.1%,3,قبول,QMS_LAB
QLT-00009762,SL-00037283,LOT-202111-962278,,,P_569454,2021-11-03,2021-11-05,2021-11-07,4.20,21.3%,1.9%,1.2%,4,قبول,QMS_LAB
QLT-00009763,SL-00037285,LOT-202107-907955,,,P_RARE_Product_Family_02,2021-07-05,2021-07-07,2021-07-07,3.34,28.7%,2.3%,0.7%,6,قبول,QMS_LAB
QLT-00009764,SL-00037288,LOT-202006-517994,,,P_593409,2020-05-25,2020-05-25,2020-05-27,3.08,29.4%,1.9%,0.7%,9,قبول,QMS_LAB
QLT-00009765,SL-00037293,LOT-202010-961894,,,P_645213,2020-09-24,2020-09-25,2020-09-27,3.34,24.9%,2.0%,1.2%,4,قبول,QMS_LAB
QLT-00009766,SL-00037294,LOT-202102-370136,,,P_RARE_Product_Family_04,2021-01-27,2021-01-29,2021-01-30,3.57,23.3%,2.3%,1.1%,3,قبول,QMS_LAB
QLT-00009767,SL-00037299,LOT-202005-369720,,,P_769459,2020-05-17,2020-05-17,2020-05-17,3.30,24.0%,2.0%,1.1%,6,قبول,QMS_LAB
QLT-00009768,SL-00037300,LOT-202105-422552,,,P_046254,2021-05-24,2021-05-26,2021-05-27,3.51,27.3%,1.3%,0.5%,8,قبول,QMS_LAB
QLT-00009769,SL-00037305,LOT-202106-735855,,,P_RARE_Product_Family_03,2021-06-16,2021-06-17,2021-06-18,4.63,19.2%,1.3%,1.0%,3,قبول,QMS_LAB
QLT-00009770,SL-00037310,LOT-202205-897238,,,P_278460,2022-05-02,2022-05-02,2022-05-04,3.51,31.0%,1.6%,0.9%,10,قبول,QMS_LAB
QLT-00009771,SL-00037311,LOT-202110-972978,,,P_787809,2021-09-28,2021-09-30,2021-09-30,3.28,32.6%,1.3%,1.0%,3,قبول,QMS_LAB
QLT-00009772,SL-00037320,LOT-202006-338368,,,P_RARE_Product_Family_05,2020-06-01,2020-06-03,2020-06-05,2.93,18.3%,1.3%,1.2%,4,قبول,QMS_LAB
QLT-00009773,SL-00037324,LOT-202109-687488,,,P_076036,2021-08-26,2021-08-26,2021-08-26,3.83,28.8%,1.0%,0.9%,8,قبول,QMS_LAB
QLT-00009774,SL-00037325,LOT-202106-853629,,,P_706670,2021-05-26,2021-05-27,2021-05-29,4.05,27.2%,1.3%,0.8%,7,قبول,QMS_LAB
QLT-00009775,SL-00037333,LOT-202011-553775,,,P_145878,2020-11-03,2020-11-05,2020-11-05,4.56,24.8%,1.6%,0.6%,9,قبول,QMS_LAB
QLT-00009776,SL-00037335,LOT-202005-895974,,,P_031127,2020-05-06,2020-05-08,2020-05-09,3.71,32.1%,1.9%,1.0%,3,قبول,QMS_LAB
QLT-00009777,SL-00037336,LOT-201912-295344,,,P_RARE_Product_Family_02,2019-12-12,2019-12-13,2019-12-15,3.48,33.8%,1.6%,1.1%,4,قبول,QMS_LAB
QLT-00009778,SL-00037338,LOT-202012-056024,,,P_119677,2020-12-01,2020-12-02,2020-12-03,4.83,24.1%,1.9%,0.6%,6,قبول,QMS_LAB
QLT-00009779,SL-00037345,LOT-202104-503733,,,P_RARE_Product_Family_02,2021-04-24,2021-04-24,2021-04-25,4.56,28.6%,1.9%,1.0%,3,قبول,QMS_LAB
QLT-00009780,SL-00037352,LOT-202007-427335,,,P_335773,2020-06-25,2020-06-26,2020-06-28,3.64,25.9%,1.9%,0.8%,8,قبول,QMS_LAB
QLT-00009781,SL-00037353,LOT-202102-723786,,,P_872583,2021-01-15,2021-01-15,2021-01-15,3.42,27.5%,1.6%,0.9%,9,قبول,QMS_LAB
QLT-00009782,SL-00037356,LOT-202010-149306,,,P_RARE_Product_Family_02,2020-10-08,2020-10-10,2020-10-10,4.54,19.4%,1.6%,0.5%,4,قبول,QMS_LAB
QLT-00009783,SL-00037359,LOT-202011-028308,,,P_466170,2020-11-13,2020-11-14,2020-11-14,3.22,25.0%,1.9%,1.0%,3,قبول,QMS_LAB
QLT-00009784,SL-00037361,LOT-202109-542594,,,P_817472,2021-08-31,2021-09-01,2021-09-02,3.42,31.2%,1.9%,0.4%,3,قبول,QMS_LAB
QLT-00009785,SL-00037364,LOT-202003-571970,,,P_817472,2020-03-11,2020-03-13,2020-03-15,4.50,22.3%,1.9%,0.8%,8,قبول,QMS_LAB
QLT-00009786,SL-00037371,LOT-202008-212442,,,P_RARE_Product_Family_02,2020-08-04,2020-08-06,2020-08-07,3.08,19.1%,0.9%,0.7%,7,قبول,QMS_LAB
QLT-00009787,SL-00037376,LOT-202008-527926,,,P_275491,2020-08-23,2020-08-23,2020-08-24,4.15,27.2%,0.9%,1.1%,4,قبول,QMS_LAB
QLT-00009788,SL-00037377,LOT-202204-559726,,,P_826872,2022-04-04,2022-04-06,2022-04-06,3.93,28.8%,2.2%,1.1%,5,قبول,QMS_LAB
QLT-00009789,SL-00037382,LOT-202001-206445,,,P_RARE_Product_Family_04,2020-01-17,2020-01-18,2020-01-19,3,20.0%,1.4%,0.7%,10,قبول,QMS_LAB
QLT-00009790,SL-00037384,LOT-202106-998103,,,P_RARE_Product_Family_04,2021-06-05,2021-06-06,2021-06-08,4.35,27.3%,1.7%,1.1%,4,قبول,QMS_LAB
QLT-00009791,SL-00037387,LOT-202011-087815,,,P_RARE_Product_Family_04,2020-11-08,2020-11-08,2020-11-09,4.13,28.9%,1.4%,1.2%,5,قبول,QMS_LAB
QLT-00009792,SL-00037389,LOT-202111-570174,,,P_889688,2021-11-08,2021-11-08,2021-11-10,3.27,19.2%,1.7%,0.7%,7,قبول,QMS_LAB
QLT-00009793,SL-00037393,LOT-202007-619913,,,P_525309,2020-07-01,2020-07-03,2020-07-04,3.94,18.4%,1.7%,1.2%,9,قبول,QMS_LAB
QLT-00009794,SL-00037394,LOT-202107-122849,,,P_333505,2021-06-21,2021-06-21,2021-06-23,2.82,26.5%,1.7%,0.7%,6,قبول,QMS_LAB
QLT-00009795,SL-00037399,LOT-202005-628061,,,P_RARE_Product_Family_02,2020-05-18,2020-05-20,2020-05-22,3.09,25.8%,2.0%,0.7%,3,قبول,QMS_LAB
QLT-00009796,SL-00037401,LOT-202003-801650,,,P_844122,2020-02-12,2020-02-14,2020-02-14,3.31,19.5%,2.3%,0.5%,4,قبول,QMS_LAB
QLT-00009797,SL-00037411,LOT-202004-163700,,,P_427325,2020-04-12,2020-04-12,2020-04-14,3.49,30.0%,2.0%,0.5%,8,قبول,QMS_LAB
QLT-00009798,SL-00037416,LOT-202012-404977,,,P_145878,2020-12-19,2020-12-20,2020-12-21,3.71,28.4%,2.4%,0.4%,7,قبول,QMS_LAB
QLT-00009799,SL-00037422,LOT-202002-989469,,,P_RARE_Product_Family_03,2020-01-27,2020-01-27,2020-01-27,3.08,28.6%,1.0%,0.6%,9,قبول,QMS_LAB
QLT-00009800,SL-00037424,LOT-202011-621102,,,P_RARE_Product_Family_03,2020-11-21,2020-11-21,2020-11-22,4.43,19.0%,1.4%,1.0%,3,قبول,QMS_LAB
QLT-00009801,SL-00037425,LOT-202102-370136,,,P_RARE_Product_Family_04,2021-01-27,2021-01-29,2021-01-31,4.20,20.6%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00009802,SL-00037434,LOT-202007-136859,,,P_519878,2020-07-14,2020-07-16,2020-07-16,4.43,32.2%,1.0%,0.6%,9,قبول,QMS_LAB
QLT-00009803,SL-00037439,LOT-202112-463605,,,P_577334,2021-12-25,2021-12-25,2021-12-27,4.16,32.9%,2.3%,0.5%,4,قبول,QMS_LAB
QLT-00009804,SL-00037443,LOT-202011-794204,,,P_RARE_Product_Family_05,2020-10-28,2020-10-30,2020-11-01,3.28,29.8%,1.3%,0.7%,10,قبول,QMS_LAB
QLT-00009805,SL-00037446,LOT-202204-560190,,,P_RARE_Product_Family_03,2022-03-29,2022-03-30,2022-04-01,4.40,21.7%,1.3%,1.2%,5,قبول,QMS_LAB
QLT-00009806,SL-00037449,LOT-202003-191731,,,P_434331,2020-03-09,2020-03-11,2020-03-11,4.63,20.1%,1.7%,1.1%,4,قبول,QMS_LAB
QLT-00009807,SL-00037452,LOT-202204-666200,,,P_679203,2022-04-08,2022-04-09,2022-04-10,3.08,32.4%,1.3%,1.0%,3,قبول,QMS_LAB
QLT-00009808,SL-00037455,LOT-202111-883657,,,P_RARE_Product_Family_02,2021-11-06,2021-11-06,2021-11-08,2.86,34.0%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00009809,SL-00037458,LOT-202003-059599,,,P_989994,2020-03-15,2020-03-16,2020-03-18,3.93,25.0%,1.0%,0.6%,9,قبول,QMS_LAB
QLT-00009810,SL-00037459,LOT-202009-722187,,,P_903530,2020-09-05,2020-09-07,2020-09-08,4.16,23.4%,1.3%,0.5%,8,قبول,QMS_LAB
QLT-00009811,SL-00037460,LOT-202007-731656,,,P_RARE_Product_Family_02,2020-07-13,2020-07-13,2020-07-15,3.06,21.9%,1.6%,0.7%,7,قبول,QMS_LAB
QLT-00009812,SL-00037465,LOT-202004-893088,,,P_RARE_Product_Family_03,2020-04-11,2020-04-12,2020-04-12,4.14,29.9%,1.6%,1.1%,4,قبول,QMS_LAB
QLT-00009813,SL-00037470,LOT-202012-678158,,,P_826872,2020-11-30,2020-12-02,2020-12-03,3.06,18.1%,1.3%,1.2%,5,قبول,QMS_LAB
QLT-00009814,SL-00037471,LOT-202008-067930,,,P_444447,2020-08-09,2020-08-09,2020-08-09,3.28,33.5%,1.6%,1.1%,4,قبول,QMS_LAB
QLT-00009815,SL-00037474,LOT-202011-263088,,,P_499327,2020-11-27,2020-11-28,2020-11-28,4.36,24.6%,1.6%,0.6%,9,قبول,QMS_LAB
QLT-00009816,SL-00037482,LOT-202002-195046,,,P_211285,2020-01-23,2020-01-24,2020-01-25,3.77,25.7%,1.9%,0.8%,9,قبول,QMS_LAB
QLT-00009817,SL-00037486,LOT-202012-014023,,,P_087164,2020-12-07,2020-12-07,2020-12-07,2.87,32.1%,2.2%,1.1%,5,قبول,QMS_LAB
QLT-00009818,SL-00037487,LOT-202202-589465,,,P_RARE_Product_Family_04,2022-01-25,2022-01-27,2022-01-29,4.85,33.7%,1.9%,1.2%,6,قبول,QMS_LAB
QLT-00009819,SL-00037488,LOT-202009-894211,,,P_RARE_Product_Family_04,2020-09-13,2020-09-13,2020-09-15,3.73,24.8%,1.9%,0.7%,3,قبول,QMS_LAB
QLT-00009820,SL-00037492,LOT-202011-899047,,,P_RARE_Product_Family_02,2020-11-16,2020-11-18,2020-11-18,2.87,28.4%,1.9%,0.7%,3,قبول,QMS_LAB
QLT-00009821,SL-00037497,LOT-202004-889357,,,P_313674,2020-03-25,2020-03-26,2020-03-28,3.99,20.3%,1.9%,1.2%,6,قبول,QMS_LAB
QLT-00009822,SL-00037498,LOT-202011-760739,,,P_RARE_Product_Family_03,2020-11-11,2020-11-13,2020-11-14,3.73,21.0%,1.6%,1.2%,9,قبول,QMS_LAB
QLT-00009823,SL-00037499,LOT-202003-712667,,,P_708575,2020-02-29,2020-02-29,2020-02-29,3.95,19.4%,1.9%,1.1%,8,قبول,QMS_LAB
QLT-00009824,SL-00037500,LOT-202008-980856,,,P_769459,2020-08-12,2020-08-12,2020-08-13,3.41,25.7%,1.1%,0.6%,3,قبول,QMS_LAB
QLT-00009825,SL-00037507,LOT-202009-716967,,,P_596778,2020-09-17,2020-09-19,2020-09-21,3.18,27.3%,2.4%,0.6%,4,قبول,QMS_LAB
QLT-00009826,SL-00037511,LOT-202105-001019,,,P_RARE_Product_Family_01,2021-04-29,2021-04-29,2021-04-29,3.18,31.1%,1.1%,1.1%,6,قبول,QMS_LAB
QLT-00009827,SL-00037516,LOT-202002-969026,,,P_964842,2020-02-04,2020-02-05,2020-02-06,4.26,22.1%,1.1%,0.6%,3,قبول,QMS_LAB
QLT-00009828,SL-00037517,LOT-202107-947106,,,P_425142,2021-07-14,2021-07-14,2021-07-16,4.04,23.7%,2.4%,0.6%,4,قبول,QMS_LAB
QLT-00009829,SL-00037525,LOT-202103-773708,,,P_RARE_Product_Family_05,2021-03-11,2021-03-12,2021-03-12,4.67,23.5%,2.1%,0.5%,10,قبول,QMS_LAB
QLT-00009830,SL-00037528,LOT-202011-885742,,,P_509864,2020-11-12,2020-11-12,2020-11-13,4.94,22.8%,2.4%,0.5%,7,قبول,QMS_LAB
QLT-00009831,SL-00037530,LOT-202006-243884,,,P_215807,2020-05-16,2020-05-18,2020-05-18,3.41,22.0%,2.4%,1.0%,9,قبول,QMS_LAB
QLT-00009832,SL-00037537,LOT-202111-079205,,,P_428591,2021-11-12,2021-11-13,2021-11-13,4.53,30.9%,2.4%,0.6%,4,قبول,QMS_LAB
QLT-00009833,SL-00037543,LOT-202107-151652,,,P_RARE_Product_Family_04,2021-07-02,2021-07-04,2021-07-04,3.82,23.3%,1.8%,1.0%,8,قبول,QMS_LAB
QLT-00009834,SL-00037548,LOT-202108-555708,,,P_RARE_Product_Family_05,2021-07-25,2021-07-26,2021-07-28,4.94,32.3%,1.8%,0.6%,3,قبول,QMS_LAB
QLT-00009835,SL-00037549,LOT-202001-913097,,,P_119677,2020-01-04,2020-01-06,2020-01-07,2.96,30.7%,2.1%,0.5%,10,قبول,QMS_LAB
QLT-00009836,SL-00037552,LOT-202007-535997,,,P_407390,2020-07-08,2020-07-09,2020-07-10,4.90,18.1%,2.1%,0.9%,7,قبول,QMS_LAB
QLT-00009837,SL-00037553,LOT-202202-747185,,,P_404680,2022-02-03,2022-02-03,2022-02-05,4.67,19.7%,1.8%,1.0%,8,قبول,QMS_LAB
QLT-00009838,SL-00037555,LOT-202106-648369,,,P_784281,2021-06-11,2021-06-11,2021-06-12,3.82,27.1%,2.1%,0.5%,10,قبول,QMS_LAB
QLT-00009839,SL-00037558,LOT-202203-978617,,,P_987392,2022-03-10,2022-03-12,2022-03-12,4.94,19.0%,2.1%,1.0%,5,قبول,QMS_LAB
QLT-00009840,SL-00037560,LOT-202103-120067,,,P_569202,2021-03-03,2021-03-03,2021-03-03,3.62,22.2%,1.5%,0.9%,7,قبول,QMS_LAB
QLT-00009841,SL-00037565,LOT-202006-647148,,,P_RARE_Product_Family_04,2020-06-19,2020-06-21,2020-06-21,4.74,31.2%,1.5%,0.5%,10,قبول,QMS_LAB
QLT-00009842,SL-00037570,LOT-201912-990179,,,P_676495,2019-12-18,2019-12-19,2019-12-20,3.62,26.0%,1.8%,0.4%,9,قبول,QMS_LAB
QLT-00009843,SL-00037571,LOT-202201-391139,,,P_864389,2021-12-23,2021-12-23,2021-12-23,3.39,27.6%,1.5%,0.5%,10,قبول,QMS_LAB
QLT-00009844,SL-00037575,LOT-202103-735737,,,P_232438,2021-03-01,2021-03-03,2021-03-05,4.70,34.0%,1.8%,0.8%,6,قبول,QMS_LAB
QLT-00009845,SL-00037581,LOT-202103-411887,,,P_RARE_Product_Family_04,2021-03-05,2021-03-07,2021-03-07,3.84,30.1%,1.2%,0.9%,10,قبول,QMS_LAB
QLT-00009846,SL-00037584,LOT-202103-932729,,,P_434331,2021-03-10,2021-03-10,2021-03-11,4.92,21.2%,1.2%,0.4%,7,قبول,QMS_LAB
QLT-00009847,SL-00037590,LOT-202005-645828,,,P_580258,2020-04-25,2020-04-27,2020-04-27,3.62,18.5%,1.2%,0.5%,5,قبول,QMS_LAB
QLT-00009848,SL-00037594,LOT-202111-779769,,,P_RARE_Product_Family_05,2021-11-03,2021-11-04,2021-11-06,4.92,24.9%,1.5%,0.8%,9,قبول,QMS_LAB
QLT-00009849,SL-00037595,LOT-202105-289748,,,P_003764,2021-05-06,2021-05-06,2021-05-06,4.70,26.5%,1.2%,0.9%,10,قبول,QMS_LAB
QLT-00009850,SL-00037601,LOT-202003-878503,,,P_146351,2020-02-21,2020-02-21,2020-02-21,3.21,18.0%,2.1%,0.6%,7,قبول,QMS_LAB
QLT-00009851,SL-00037602,LOT-202106-070726,,,P_RARE_Product_Family_03,2021-05-22,2021-05-24,2021-05-25,2.98,19.6%,1.8%,0.7%,8,قبول,QMS_LAB
QLT-00009852,SL-00037607,LOT-202012-927482,,,P_983543,2020-12-17,2020-12-17,2020-12-19,4.06,27.6%,1.8%,1.1%,5,قبول,QMS_LAB
QLT-00009853,SL-00037617,LOT-202009-168832,,,P_631577,2020-09-11,2020-09-13,2020-09-15,3.21,31.2%,1.8%,1.1%,5,قبول,QMS_LAB
QLT-00009854,SL-00037619,LOT-202006-544929,,,P_228625,2020-06-27,2020-06-27,2020-06-28,3.25,32.1%,1.8%,1.2%,3,قبول,QMS_LAB
QLT-00009855,SL-00037622,LOT-202108-317598,,,P_RARE_Product_Family_03,2021-07-15,2021-07-16,2021-07-16,3.61,23.1%,1.8%,1.0%,8,قبول,QMS_LAB
QLT-00009856,SL-00037623,LOT-202105-636411,,,P_RARE_Product_Family_03,2021-04-23,2021-04-23,2021-04-25,3.39,24.7%,1.5%,1.1%,9,قبول,QMS_LAB
QLT-00009857,SL-00037626,LOT-202006-871174,,,P_874918,2020-06-25,2020-06-27,2020-06-28,4.51,33.6%,1.5%,0.7%,4,قبول,QMS_LAB
QLT-00009858,SL-00037629,LOT-202107-256554,,,P_RARE_Product_Family_02,2021-07-07,2021-07-07,2021-07-07,4.74,32.0%,1.8%,0.6%,3,قبول,QMS_LAB
QLT-00009859,SL-00037631,LOT-202109-514761,,,P_427325,2021-09-21,2021-09-22,2021-09-23,3.97,20.4%,1.8%,0.8%,7,قبول,QMS_LAB
QLT-00009860,SL-00037634,LOT-202110-269168,,,P_218456,2021-10-06,2021-10-08,2021-10-10,2.85,28.5%,1.8%,1.2%,4,قبول,QMS_LAB
QLT-00009861,SL-00037643,LOT-202010-412294,,,P_603156,2020-10-13,2020-10-15,2020-10-15,3.07,23.1%,1.8%,0.7%,9,قبول,QMS_LAB
QLT-00009862,SL-00037646,LOT-202010-795879,,,P_159680,2020-09-24,2020-09-25,2020-09-27,4.19,32.1%,1.8%,1.2%,4,قبول,QMS_LAB
QLT-00009863,SL-00037648,LOT-202007-419803,,,P_RARE_Product_Family_03,2020-07-12,2020-07-12,2020-07-12,4.15,31.2%,1.8%,1.1%,6,قبول,QMS_LAB
QLT-00009864,SL-00037649,LOT-202107-775269,,,P_228625,2021-07-05,2021-07-07,2021-07-08,3.92,32.8%,1.5%,1.2%,7,قبول,QMS_LAB
