Complaint_ID,Customer_ID,Product_ID,گروه کالا,Complaint_Title,Complaint_Text,Hembaft_Reference,Severity,Created_At,Available_At,Complaint_Status,Resolved_At,Resolution_Available_At,Resolution_Text,Source_System
CMP-0407,C_746892,P_061764,Product_Family_03,کم شدن لای نخ,لا کم کردن,,کم,2020-07-06,2020-07-07,بسته,2020-08-13,2020-08-14,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0408,C_799217,P_RARE_Product_Family_04,Product_Family_04,نوسان دنیر,نوسان در نخ به طوري كه متراژي از نخ بدون مشكل كار ميكند مجدد به حالت خام مي شود.,,زیاد,2021-12-22,2021-12-23,بسته,2022-01-06,2022-01-07,در تاريخ 1404/06/23 توسط واحد خدمات مشتریان از محل مشتري بازديد به عمل آمد.در بازديد صورت گرفته نخ هاي POY با همبافت 1215810000به تعداد 16 پالت مصرف نشده مشاهده شد و تعداد 9 پالت مصرف شده بود.مشاوره ستینگ جهت تولید نخ داده شد که با شرایط حاضر هم هيچگونه مشکل در فرآيند توليد نخ وجود نداشت.نخ هاي توليدي در تعداد بالا کنترل گرديد و هيچگونه مشکل لا به لا خامي و خامي مشاهده نشد.,QMS_COMPLAINTS
CMP-0409,C_298468,P_995713,Product_Family_03,فیلامنت و پرز,گزارش واحد توليد شركتM درخصوص نخ ارسالي مبني بر سوختگي و گره دار بودن برخي از بوبين ها كه اين امر موجب پارگي شديد و افت راندمان گرديده است,,متوسط,2020-05-20,2020-05-22,بسته,2020-07-02,2020-07-03,با توجه به رضايت مشتري از نخ هاي cw مقرر شد توليد هاي بعدي از وايندر هاي cw خط 2 توليد گردد.(وزن بوبین ها در محدوده 10 کیلوگرم می باشد و نخ وایند ACW در رنج 20 ک),QMS_COMPLAINTS
CMP-0410,C_258325,P_278460,Product_Family_03,فیلامنت و پرز,"نخهاي ارسالي از اين همبافت مشكل فيلامنت و پارگي الياف ( پرز نخ ) داشته است و فيلامنت در بين نخها زياد بوده است به عبارتي : "" اين محموله نخ ها خيلي پرزدار و سيمي ( داراي نوسان ) بوده است. "" كه اين پرز و فيلامنت ها ، باعث شده است كه راندمان مشتري كاهش يابد",,زیاد,2022-02-05,2022-02-06,بسته,2022-03-11,2022-03-12,در بررسی صورت گرفته تعداد بالای درجات پارگی (10.8%) در زمان تولید این محصول احتمال وجود مشکلات کیفی در نخ را تایید می کند در مذاکره با مشتری مقرر شد در صورت امکان کلیه نخ ها استفاده گردد و در صورت پارگی شدید نخ های معیوب جداسازی و عودت داده شود که در پیگیری های بعدی اعلام شد کلیه نخ ها مصرف گردید.,QMS_COMPLAINTS
CMP-0411,C_387172,P_275578,Product_Family_03,پیچش بسته/ تنشن پیچش,انتهاي بسته ها پارگي شديد داشته و باعث شده است كه راندمان مشتري به شدت كاهش يافته است.,,کم,2020-08-10,2020-08-13,بسته,2020-09-17,2020-09-18,با توجه به خرابي لبه هاي دوک تعداد 80 عدد سر دوک ارسال گردید وپس از پیگیری مجدد اعلام شد مشکل مرتفع گردید,QMS_COMPLAINTS
CMP-0412,C_172705,P_961834,Product_Family_03,بد پيچي,بد پيچي و ريزش نخ,,زیاد,2021-11-13,2021-11-15,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0413,C_245948,P_RARE_Product_Family_04,Product_Family_04,دوک دست دوم / خرابی دوک,خرابي دوك,,متوسط,2021-07-31,2021-08-01,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0414,C_185126,P_033867,Product_Family_03,فیلامنت و پرز,بد پيچي بر روي بعضي از دوک ها و فيلامنت پارگي و پرزدار بودن در نخ هاي مات.بنابه فرموده مشتري: به نظر ميرسد نحوه شيرينگ و بسته بندي اين نخها نيز باعث بخشي از آسيب هاي مربوطه بوده است.,,کم,2020-02-01,2020-02-02,بسته,2020-03-12,2020-03-13,در بررسي هاي صورت گرفته از روي عکس ها و تماس تلفني ، مشخص گردید موضوعات موردي ميباشد و طبق بررسي واحد توليد روند توليد اين محصولات بررسي شد و مشکلي در حين توليد مشاهده نشده است.,QMS_COMPLAINTS
CMP-0415,C_664019,P_637093,Product_Family_03,شید رنگ,احتراما به استحضار ميرساند اشتباها نخ درجه B1 داراي شيد رنگ ميباشد.,,زیاد,2021-03-06,2021-03-09,بسته,2021-04-18,2021-04-19,مقرر گرديد جهت مرجوع 1694.65کيلوگرم نخ ارسالي اشتباه، مرجوع شود,QMS_COMPLAINTS
CMP-0416,C_117580,P_047794,Product_Family_02,تلرانس نمره,طبق ا علام مشتري نخهاي DTY توليد شده با اين محموله داراي نوسان بسيار زياد نمره نخ بوده است. نخ DTY /300 ، بعضي از دوكها از 295 دنير تا 315 دنير متغير ميباشد.,,متوسط,2020-07-16,2020-07-18,بسته,2020-08-06,2020-08-07,طي بررسي هاي صورت گرفته در نتايج آزمايشگاهي CV نمره در بازه 1.8 -2.6 ميباشد .به توليد اعلام گرديد جهت کنترل بيشتر و دقيقتر تعداد نمونه بيشتري به آزمايشگاه جهت تست نمره ارسال گردد. اين مسئله کنترل گرديده و خارج از رنج نمره مجاز نميباشد,QMS_COMPLAINTS
CMP-0417,C_172705,P_655926,Product_Family_04,پیچش بسته/ تنشن پیچش,قبل از رسيدن به رزرو تمامي نخ ها پاره ميشود و موجب افت راندمان شديد ميگردد.,,متوسط,2021-07-08,2021-07-09,بسته,2021-07-13,2021-07-14,طی بررسی به عمل آمده مشکل فقط در چند بوبین رخ داده بود و شماره پوزیشن های معیوب دریافت گردید و به سرپرست سالن تولید اعلام شد .مقرر شد واحد توليد اقدامات لازم جهت جلوگیری از تکرار مجدد شکایت را انجام دهد (کنترل با استربوسکوب و تنظیم فشار باد وایندر),QMS_COMPLAINTS
CMP-0418,C_117580,P_RARE_Product_Family_02,Product_Family_02,دوک دست دوم / خرابی دوک,خرابي دوک,,کم,2020-09-24,2020-09-25,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0419,C_113139,P_572494,Product_Family_01,بد پيچي,طبق اعلام مشتري مشكل بد پيچي و شل پيچي در نخ به شدت وجود داشته ، به اين صورت كه هنگام باز شدن نخ از روي دوك ، چند نخ به هم گير كرده و با هم توي كار مي آيد و باعث پارگي نخ مي شود,,زیاد,2021-06-03,2021-06-06,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0420,C_265163,P_RARE_Product_Family_04,Product_Family_04,فیلامنت و پرز,فيلامنت پارگي و پرز بسيار زياد,,کم,2021-05-19,2021-05-22,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0421,C_749821,P_RARE_Product_Family_03,Product_Family_03,نوسان دنیر,طبق اعلام مشتري نخ ها دچار مشكل بوده و علاوه بر مشكل قبلي ، كه نخ در برخي نقاط پرزدار و داراي فيلامنت بوده است ، اكنون مشكل دنير نيز در وسط بسته ها مشاهده نموده است ، به اين صورت كه در وسط دوك ، نمره نخ تغيير ميبابد و نخ نازكتر ميشود.,,متوسط,2022-04-11,2022-04-12,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0422,C_683666,P_RARE_Product_Family_01,Product_Family_01,فیلامنت و پرز,فيلامنت پارگي،پرزدار بودن،پيچش نامنظم,,بحرانی,2021-10-25,2021-10-26,بسته,2021-11-14,2021-11-15,موارد کيفي مطرح شده برای نخ های مصرف شده گذشته: بدپيچي و فيلامنت پارگي و مشکلات پيچش ابتداي بسته در چند دوک مشاهده شد شماره وايندر و پوزيشن ها دريافت گرديد و مقرر شد در توليد آنلاين خط موارد به سرعت پيگيري و رفع گردد.در خصوص موارد کيفي خط 2 POY نيز ليبل داخل دوک ها دريافت گرديد,QMS_COMPLAINTS
CMP-0423,C_421536,P_RARE_Product_Family_05,Product_Family_05,آسیب دیدگی در حمل و نقل,1270110000 1263010000,,متوسط,2021-04-12,2021-04-14,بسته,2021-04-17,2021-04-18,به دليل اينکه تعهد حمل به عهده باربری می باشد با شرکت باربری مذاکره گردید چک های تضمین مبلغ بار دریافت گردید و نیز از طریق بیمه موضوع پیگیری گردید به دلیل خارج بودن موضوع از حیطه وظایف خدمات مشتریان موضوع از طریق انبار پیگیری گردید.,QMS_COMPLAINTS
CMP-0424,C_172705,P_961834,Product_Family_03,اختلاف وزنی,اختلاف تناز وزني در بار ارسالي,,زیاد,2021-09-06,2021-09-09,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0425,C_698497,P_830231,Product_Family_05,فیلامنت و پرز,در تعدادي از بوبين هاي نخ دارای فیلامنت پارگی و پرز می باشد.,,کم,2020-11-09,2020-11-10,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0426,C_113139,P_817472,Product_Family_05,شید رنگ,دورنگي در نخ,,کم,2022-02-26,2022-02-27,بسته,2022-03-19,2022-03-20,در بررسي هاي صورت گرفته در داخل سازمان (کنترل کيفيت) مغايرتي در نتايج شيد رنگ در حين توليد مشاهده نشد. در بازديداز محل مشتري که به درخواست شرکت R صورت پذيرفت، تفاوت شيد رنگ در محصول مشهود بود.در بررسي و آناليز نخ هاي موجود در محصول اختلاف در شيرينکيج نخ عامل تفاوت شيد رنگ شناسايي گرديد با توجه به اينکه فرآيند توليد تکسچرايزينگ وتابندگي توسط R انجام مي گردد.صورت جلسه اي تنظيم گرديد و موارد کارشناسي ثبت گرديد واعلام گرديد مشکل بوجود آمده مربوط به نخ نفيس نخ نمي باشد,QMS_COMPLAINTS
CMP-0427,C_683666,P_RARE_Product_Family_03,Product_Family_03,کم شدن لای نخ,در نخ نمره 500 ، نخ با نمره خيلي پايين تر ( حدودا 250 ) مشاهده شد كه هم نخ سيمي شده است و هم پرزدار.,,زیاد,2020-04-25,2020-04-27,بسته,2020-05-27,2020-05-28,مقرر گرديد نمونه,QMS_COMPLAINTS
CMP-0428,C_627716,P_RARE_Product_Family_04,Product_Family_04,الصاق لیبل اشتباه,مغايرت ليبل داخل دوك و روي پالت,,کم,2021-07-16,2021-07-19,بسته,2021-08-31,2021-09-01,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید .در مذاکره با مشتري مشخص گرديد نخ مشکل کيفي ندارد و فقط ليبل داخل دوک اشتباه الصاق شده است جهت کنترل و جلوگيري از تکرار شکايت موضوع به واحد توليد و بسته بندي اعلام گرديد.,QMS_COMPLAINTS
CMP-0429,C_535756,P_192876,Product_Family_04,بازشدن نخ درجه C,مشتري در حال خريد نخ درجه c مي باشد ولي با اين تفاسير نخ ظاهربسيار بهم ريخته دارد. 111911100 96410000,,زیاد,2021-09-03,2021-09-04,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0430,C_126481,P_RARE_Product_Family_03,Product_Family_03,بد پيچي,خارج شدن نخ از داخل بسته,,کم,2020-05-08,2020-05-10,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0431,C_444616,P_RARE_Product_Family_04,Product_Family_04,الصاق لیبل اشتباه,مشتري اعلام نموده است ليبل داخل دوک با ليبل پالت مغايرت دارد.,,کم,2020-10-16,2020-10-17,بسته,2020-11-22,2020-11-23,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0432,C_117580,P_555923,Product_Family_03,فیلامنت و پرز,بر اساس تصاوير ارسالي مشتري فيلامنت پارگي و پرزدار بودن در تعدادي از بوبين,,کم,2020-08-21,2020-08-22,بسته,2020-09-04,2020-09-05,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0433,C_594561,P_115356,Product_Family_04,کم شدن لای نخ,در همبافت 1314300035 در بخشي از نخ تعداد فيلامنت کمتر و نخ سيمي مشاهده شده است.,,متوسط,2021-05-14,2021-05-17,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0434,C_598080,P_RARE_Product_Family_02,Product_Family_02,اختلاف ازدیاد طول,مشتري اعلام نموده است ازدياد طول بوبين,,کم,2020-05-06,2020-05-08,بسته,2020-06-02,2020-06-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0435,C_683666,P_864389,Product_Family_03,خرابی دوک و بسته,بر اساس تصاوير ارسالي مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,,کم,2020-12-02,2020-12-03,بسته,2020-12-31,2021-01-01,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0436,C_317124,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین / پارگی,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-10-27,2021-10-28,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0437,C_951507,P_688772,Product_Family_04,خرابی دوک و بسته,طبق اعلام مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است. مشتري عکس ارسال نموده است.,,بحرانی,2021-08-25,2021-08-28,بسته,2021-09-03,2021-09-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320200409 مشخص گردید دوک معیوب یا چیدمان نامناسب. موضوع به سرپرست سالن FDY اعلام و مقرر شد تعویض دوک و اصلاح لایی پالت. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0438,C_683666,P_RARE_Product_Family_03,Product_Family_03,اختلاف ازدیاد طول,مشتري اعلام نموده است ازدياد طول بوبين,,متوسط,2021-01-31,2021-02-02,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0439,C_401016,P_RARE_Product_Family_04,Product_Family_04,خرابی دوک و بسته,بر اساس تصاوير ارسالي مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است. مشتري عکس ارسال نموده است.,,بحرانی,2020-09-20,2020-09-21,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0440,C_884864,P_572494,Product_Family_01,استحکام پایین / پارگی,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-06-28,2021-06-29,بسته,2021-08-03,2021-08-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0441,C_705572,P_087122,Product_Family_05,بدپیچی / سفتی بسته,در همبافت 1320400494 بسته,,زیاد,2020-05-04,2020-05-06,بسته,2020-05-31,2020-06-01,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320400494 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0442,C_245948,P_011998,Product_Family_04,فیلامنت و پرز,در همبافت 1320400511 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,زیاد,2021-08-02,2021-08-05,بسته,2021-09-09,2021-09-10,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320400511 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0443,C_240236,P_047350,Product_Family_04,جمع,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2021-10-11,2021-10-12,بسته,2021-10-25,2021-10-26,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0444,C_746892,P_RARE_Product_Family_03,Product_Family_03,جمع,در همبافت 1320500562 پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,زیاد,2021-10-02,2021-10-03,بسته,2021-10-07,2021-10-08,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320500562 مشخص گردید شرایط حرارتی نامتوازن در تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازتنظیم دمای هات,QMS_COMPLAINTS
CMP-0445,C_806376,P_RARE_Product_Family_02,Product_Family_02,فیلامنت و پرز,بر اساس تصاوير ارسالي مشتري در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,کم,2022-01-01,2022-01-03,بسته,2022-02-02,2022-02-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600579 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0446,C_258325,P_652993,Product_Family_01,شید رنگ,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,متوسط,2021-08-16,2021-08-19,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0447,C_683666,P_461887,Product_Family_03,بدپیچی / سفتی بسته,در همبافت 1320600613 بسته,,زیاد,2020-11-14,2020-11-15,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0448,C_603877,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین / پارگی,مشتري اعلام نموده است نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,زیاد,2021-01-22,2021-01-23,بسته,2021-01-30,2021-01-31,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320600630 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن,QMS_COMPLAINTS
CMP-0449,C_482570,P_484657,Product_Family_04,بدپیچی / سفتی بسته,بر اساس تصاوير ارسالي مشتري بسته,,کم,2020-07-15,2020-07-17,بسته,2020-08-13,2020-08-14,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700647+1320700664 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0450,C_705572,P_006453,Product_Family_04,بدپیچی / سفتی بسته,طبق اعلام مشتري بسته,,متوسط,2021-10-13,2021-10-14,بسته,2021-11-16,2021-11-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700681 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0451,C_969414,P_RARE_Product_Family_04,Product_Family_04,شید رنگ,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,کم,2020-06-10,2020-06-13,بسته,2020-07-13,2020-07-14,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0452,C_683666,P_RARE_Product_Family_01,Product_Family_01,الصاق لیبل اشتباه,مشتري اعلام نموده است مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,متوسط,2022-02-02,2022-02-04,بسته,2022-02-13,2022-02-14,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0453,C_063926,P_577752,Product_Family_01,جمع,بر اساس تصاوير ارسالي مشتري پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2021-03-03,2021-03-04,بسته,2021-04-17,2021-04-18,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0454,C_683666,P_RARE_Product_Family_03,Product_Family_03,نوسان دنیر / CV,بر اساس تصاوير ارسالي مشتري در بافت ظريف نوارهاي ضخيم و نازک مشاهده شده و نمره نخ يکنواخت نيست. مشتري عکس ارسال نموده است.,,متوسط,2020-05-15,2020-05-16,بسته,2020-06-27,2020-06-28,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700749 مشخص گردید نوسان کشش در Draw Winding. موضوع به سرپرست سالن FDY اعلام و مقرر شد کالیبراسیون واحد کشش و افزایش دفعات آزمون دنیر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0455,C_361181,P_370788,Product_Family_03,جمع,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2020-07-24,2020-07-27,بسته,2020-08-20,2020-08-21,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320800766+1320800783 مشخص گردید شرایط حرارتی نامتوازن در تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازتنظیم دمای هات,QMS_COMPLAINTS
CMP-0456,C_172705,P_945371,Product_Family_04,فیلامنت و پرز,در همبافت 1320800800 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,بحرانی,2021-08-25,2021-08-27,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0457,C_937594,P_RARE_Product_Family_05,Product_Family_05,استحکام پایین / پارگی,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2020-11-27,2020-11-28,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0458,C_746892,P_531902,Product_Family_05,استحکام پایین / پارگی,در همبافت 1320900834 نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2020-09-13,2020-09-14,بسته,2020-10-05,2020-10-06,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320900834 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن,QMS_COMPLAINTS
CMP-0459,C_773326,P_RARE_Product_Family_03,Product_Family_03,اختلاف ازدیاد طول,مشتري اعلام نموده است ازدياد طول بوبين,,زیاد,2020-07-26,2020-07-29,بسته,2020-08-07,2020-08-08,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000851 مشخص گردید تفاوت Draw Ratio بین پوزیشن,QMS_COMPLAINTS
CMP-0460,C_095017,P_RARE_Product_Family_03,Product_Family_03,شید رنگ,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,متوسط,2020-01-22,2020-01-25,بسته,2020-01-30,2020-01-31,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000868 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0461,C_593639,P_RARE_Product_Family_03,Product_Family_03,خرابی دوک و بسته,طبق اعلام مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,,کم,2020-11-30,2020-12-01,بسته,2021-01-16,2021-01-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0462,C_282979,P_RARE_Product_Family_04,Product_Family_04,الصاق لیبل اشتباه,طبق اعلام مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,زیاد,2021-02-22,2021-02-23,بسته,2021-03-20,2021-03-21,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321200902 مشخص گردید خطای بسته,QMS_COMPLAINTS
CMP-0463,C_385527,P_232438,Product_Family_03,فیلامنت و پرز,مشتري اعلام نموده است در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,کم,2020-10-05,2020-10-07,بسته,2020-10-29,2020-10-30,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324100919 مشخص گردید آسیب گاید یا تماس مکانیکی نخ. موضوع به سرپرست سالن FDY اعلام و مقرر شد بازبینی گایدها و تعویض قطعات دارای پلیسه. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0464,C_908293,P_RARE_Product_Family_01,Product_Family_01,بدپیچی / سفتی بسته,طبق اعلام مشتري بسته,,متوسط,2021-01-27,2021-01-30,بسته,2021-02-11,2021-02-12,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324200936 مشخص گردید تنشن نامناسب وایندر. موضوع به سرپرست سالن FDY اعلام و مقرر شد تنظیم تنشن و کنترل دانسیته بسته. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0465,C_126481,P_787964,Product_Family_03,الصاق لیبل اشتباه,بر اساس تصاوير ارسالي مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد.,,زیاد,2020-05-13,2020-05-14,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0466,C_746892,P_097131,Product_Family_03,شید رنگ,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,بحرانی,2021-03-03,2021-03-04,بسته,2021-04-04,2021-04-05,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324300970 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
