Complaint_ID,Sales_Line_ID,شماره فاکتور,Customer_ID,Product_ID,Hembaft_ID,Lot_ID,Hembaft_Lot_Key,Purchase_Date,مقدار,مقدار برگشتی,Complaint_Result,Link_Available_At
CMP-0475,SL-00025188,T_870326,C_514318,P_RARE_Product_Family_04,,LOT-202104-309928,,2021-04-26,205.62,0.00,رسیدگی,2021-04-27
CMP-0476,SL-00002496,T_658005,C_746892,P_507205,,LOT-202109-229856,,2021-09-06,4.09,0.00,رسیدگی,2021-11-09
CMP-0477,SL-00010817,T_008005,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,91.79,0.00,رسیدگی,2020-11-12
CMP-0477,SL-00052340,T_232185,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,193.17,0.00,رسیدگی,2020-11-12
CMP-0478,SL-00009805,T_324607,C_683666,P_264078,,LOT-202112-126639,,2021-12-27,"1,354.77",0.00,رسیدگی,2021-12-30
CMP-0479,SL-00048316,T_067749,C_338236,P_159680,,LOT-202111-209636,,2021-11-08,186.65,0.00,رسیدگی,2021-11-26
CMP-0480,SL-00047777,T_612991,C_980626,P_278460,,LOT-202009-123046,,2020-09-07,51.06,0.00,رسیدگی,2020-09-17
CMP-0481,SL-00009081,T_068693,C_126481,P_RARE_Product_Family_03,,LOT-202005-666950,,2020-05-18,118.03,0.00,رسیدگی,2020-05-22
CMP-0482,SL-00048619,T_536373,C_426424,P_RARE_Product_Family_05,,LOT-202201-944540,,2022-01-03,94.00,0.00,رسیدگی,2022-04-23
CMP-0483,SL-00048720,T_058840,C_069492,P_434331,,LOT-202109-202945,,2021-09-13,"3,407.24",0.00,رسیدگی,2021-12-09
CMP-0484,SL-00000347,T_298561,C_683666,P_026901,,LOT-202107-778832,,2021-07-26,12.25,0.00,رسیدگی,2021-07-31
CMP-0484,SL-00035344,T_298561,C_683666,P_026901,,LOT-202107-778832,,2021-07-26,3.85,0.00,رسیدگی,2021-07-31
CMP-0485,SL-00028773,T_803883,C_948070,P_RARE_Product_Family_05,,LOT-202010-838418,,2020-10-26,0.78,0.00,رسیدگی,2020-11-15
CMP-0486,SL-00035059,T_213805,C_683666,P_RARE_Product_Family_05,,LOT-202006-803218,,2020-06-29,13.79,0.00,باز,2020-07-20
CMP-0487,SL-00016329,T_916252,C_042732,P_RARE_Product_Family_04,,LOT-202202-256608,,2022-02-07,45.12,0.00,رسیدگی,2022-04-09
CMP-0488,SL-00035646,T_376942,C_749821,P_074174,,LOT-202108-674224,,2021-08-16,188.21,0.00,رسیدگی,2021-08-24
CMP-0489,SL-00049326,T_908794,C_969414,P_964660,,LOT-202110-698643,,2021-10-18,89.76,0.00,باز,2022-01-24
CMP-0490,SL-00049427,T_169845,C_683666,P_569454,,LOT-202112-577986,,2021-12-27,20.88,0.00,رسیدگی,2022-01-23
CMP-0490,SL-00031498,T_772430,C_683666,P_569454,,LOT-202201-413863,,2022-01-03,8.59,0.00,رسیدگی,2022-01-23
CMP-0491,SL-00043933,T_100381,C_317124,P_RARE_Product_Family_03,,LOT-202108-162950,,2021-08-16,2.29,0.00,باز,2021-08-24
CMP-0492,SL-00048037,T_073615,C_101842,P_RARE_Product_Family_03,,LOT-202101-075296,,2021-01-11,2.11,0.00,رسیدگی,2021-01-16
CMP-0493,SL-00026067,T_263891,C_594561,P_RARE_Product_Family_01,,LOT-202105-083116,,2021-05-31,638.32,0.00,رسیدگی,2021-06-18
CMP-0494,SL-00035421,T_537232,C_683666,P_RARE_Product_Family_01,,LOT-202010-590721,,2020-10-05,6.70,0.00,باز,2020-10-09
CMP-0494,SL-00011084,T_537232,C_683666,P_RARE_Product_Family_01,,LOT-202010-035483,,2020-10-05,143.28,0.00,باز,2020-10-09
CMP-0495,SL-00043933,T_100381,C_317124,P_RARE_Product_Family_03,,LOT-202108-162950,,2021-08-16,2.29,0.00,رسیدگی,2021-08-22
CMP-0496,SL-00010316,T_929779,C_465481,P_427325,,LOT-202108-639514,,2021-08-23,296.05,0.00,باز,2021-09-04
CMP-0497,SL-00022601,T_294819,C_069492,P_742720,,LOT-202108-860950,,2021-08-09,64.21,0.00,رسیدگی,2021-08-13
CMP-0498,SL-00048887,T_797761,C_746892,P_655124,,LOT-202106-492845,,2021-06-28,11.51,0.00,باز,2021-07-13
CMP-0499,SL-00001353,T_587859,C_691869,P_RARE_Product_Family_04,,LOT-202111-385128,,2021-11-15,"1,083.20",0.00,باز,2022-01-27
CMP-0500,SL-00044306,T_086346,C_245948,P_898933,,LOT-202105-529733,,2021-05-17,176.07,0.00,باز,2021-05-20
CMP-0501,SL-00004111,T_229335,C_746892,P_218456,,LOT-202103-933946,,2021-03-01,91.71,0.00,رسیدگی,2021-05-19
CMP-0502,SL-00012240,T_547361,C_683666,P_264078,,LOT-202002-872272,,2020-02-24,401.38,0.00,رسیدگی,2020-03-06
CMP-0503,SL-00032516,T_088199,C_603968,P_RARE_Product_Family_05,,LOT-202111-923808,,2021-11-01,102.11,0.00,رسیدگی,2021-11-07
CMP-0503,SL-00013960,T_090147,C_603968,P_RARE_Product_Family_05,,LOT-202111-923808,,2021-11-01,298.83,0.00,رسیدگی,2021-11-07
CMP-0504,SL-00050841,T_731617,C_705572,P_742720,,LOT-202003-408818,,2020-03-23,37.33,0.00,رسیدگی,2020-05-30
CMP-0505,SL-00012340,T_846320,C_746892,P_970810,,LOT-202007-565135,,2020-07-13,86.87,0.00,رسیدگی,2020-07-31
CMP-0506,SL-00051043,T_226586,C_551361,P_RARE_Product_Family_03,,LOT-202002-432112,,2020-02-24,667.71,0.00,رسیدگی,2020-06-12
CMP-0506,SL-00045631,T_081755,C_551361,P_RARE_Product_Family_03,,LOT-202006-673331,,2020-06-01,"3,724.83",0.00,رسیدگی,2020-06-12
CMP-0507,SL-00051144,T_383669,C_877858,P_174951,,LOT-202103-027206,,2021-03-08,237.01,0.00,رسیدگی,2021-03-30
CMP-0508,SL-00000760,T_333891,C_051706,P_RARE_Product_Family_04,,LOT-202008-814158,,2020-08-24,3.65,0.00,رسیدگی,2020-09-01
CMP-0509,SL-00038165,T_546240,C_698497,P_817472,,LOT-202009-187562,,2020-09-14,168.82,0.00,باز,2020-09-21
CMP-0510,SL-00041785,T_553369,C_848211,P_967448,,LOT-202010-278639,,2020-10-26,25.83,0.00,رسیدگی,2020-12-09
CMP-0511,SL-00026208,T_255854,C_672256,P_RARE_Product_Family_03,,LOT-202007-415092,,2020-07-06,94.54,0.00,باز,2020-07-13
CMP-0512,SL-00047034,T_553690,C_672256,P_RARE_Product_Family_03,,LOT-202202-221783,,2022-02-07,530.10,0.00,باز,2022-02-14
CMP-0513,SL-00045575,T_422773,C_467314,P_RARE_Product_Family_05,,LOT-202007-374613,,2020-07-06,366.66,36.67,باز,2020-07-21
CMP-0514,SL-00029437,T_805533,C_117580,P_593409,,LOT-202009-467192,,2020-09-07,247.84,0.00,رسیدگی,2020-09-18
CMP-0515,SL-00007430,T_067161,C_593639,P_RARE_Product_Family_03,,LOT-202001-528037,,2020-01-20,679.54,0.00,باز,2020-01-29
CMP-0516,SL-00052053,T_650425,C_806376,P_924618,,LOT-202110-523875,,2021-10-25,5.09,0.00,باز,2021-11-10
CMP-0517,SL-00047525,T_575552,C_258325,P_003764,,LOT-202106-799358,,2021-06-14,40.92,0.00,رسیدگی,2021-07-06
CMP-0518,SL-00032286,T_629694,C_514318,P_529239,,LOT-202110-217416,,2021-10-11,237.75,0.00,باز,2021-10-25
CMP-0518,SL-00049029,T_936382,C_514318,P_529239,,LOT-202110-317433,,2021-10-18,209.89,0.00,باز,2021-10-25
CMP-0519,SL-00012149,T_248008,C_519849,P_376561,,LOT-202011-200882,,2020-11-16,6.58,0.00,رسیدگی,2021-03-04
CMP-0520,SL-00039010,T_583634,C_691869,P_434331,,LOT-202003-090455,,2020-03-23,58.06,0.00,رسیدگی,2020-07-05
