Collection_ID,Customer_ID,شماره فاکتور,تاریخ فاکتور,تاریخ سررسید,تاریخ رویداد وصول,Available_At,مبلغ وصول,روز تأخیر,چک برگشتی,Source_System
COL-00013462,C_698497,T_860202,2020-10-12,2021-01-10,2021-01-11,2021-01-13,"33,785.03",1,خیر,ERP_COLLECTIONS
COL-00013463,C_527060,T_860215,2021-09-06,2021-10-06,2021-10-25,2021-10-26,"302,868.23",19,خیر,ERP_COLLECTIONS
COL-00013464,C_113139,T_860297,2020-08-03,2020-08-03,2020-09-17,2020-09-18,"14,038.63",45,خیر,ERP_COLLECTIONS
COL-00013465,C_113139,T_860297,2020-08-03,2020-08-03,2020-09-26,2020-09-28,"14,038.63",54,خیر,ERP_COLLECTIONS
COL-00013466,C_714619,T_860302,2020-02-24,2020-02-24,2020-03-19,2020-03-19,"101,636.25",24,خیر,ERP_COLLECTIONS
COL-00013467,C_258325,T_860389,2021-06-21,2021-06-21,2021-07-15,2021-07-17,"24,213.74",24,خیر,ERP_COLLECTIONS
COL-00013468,C_258325,T_860389,2021-06-21,2021-06-21,2021-07-07,2021-07-07,"24,213.73",16,خیر,ERP_COLLECTIONS
COL-00013469,C_431599,T_860420,2021-10-11,2021-10-11,2021-11-15,2021-11-17,"218,850.67",35,خیر,ERP_COLLECTIONS
COL-00013470,C_949047,T_860482,2021-04-26,2021-05-26,2021-06-24,2021-06-24,"333,766.90",29,خیر,ERP_COLLECTIONS
COL-00013471,C_949047,T_860482,2021-04-26,2021-05-26,2021-06-14,2021-06-15,"333,766.90",19,خیر,ERP_COLLECTIONS
COL-00013472,C_594561,T_860559,2020-11-23,2020-11-23,2020-11-27,2020-11-29,"45,330.17",4,خیر,ERP_COLLECTIONS
COL-00013473,C_691869,T_860589,2021-11-01,2021-12-01,2021-12-31,2021-12-31,"1,004,293.18",30,خیر,ERP_COLLECTIONS
COL-00013474,C_848211,T_860627,2020-05-04,2020-05-04,2020-05-14,2020-05-16,"75,530.28",10,خیر,ERP_COLLECTIONS
COL-00013475,C_317124,T_860737,2021-01-04,2021-01-04,2021-01-30,2021-01-31,"42,317.22",26,خیر,ERP_COLLECTIONS
COL-00013476,C_268031,T_860739,2021-01-11,2021-01-11,2021-02-04,2021-02-06,"4,103.90",24,خیر,ERP_COLLECTIONS
COL-00013477,C_877858,T_860814,2020-12-14,2020-12-14,2021-01-15,2021-01-17,"40,348.60",32,خیر,ERP_COLLECTIONS
COL-00013478,C_512037,T_860817,2020-12-14,2020-12-14,2021-01-31,2021-02-02,"73,406.85",48,خیر,ERP_COLLECTIONS
COL-00013479,C_593639,T_860820,2020-11-02,2020-12-02,2020-12-02,2020-12-04,"118,941.81",0,خیر,ERP_COLLECTIONS
COL-00013480,C_593639,T_860820,2020-11-02,2020-12-02,2021-01-03,2021-01-03,"118,941.80",32,خیر,ERP_COLLECTIONS
COL-00013481,C_421536,T_860883,2021-03-08,2021-04-07,2021-04-05,2021-04-07,"46,829.54",0,خیر,ERP_COLLECTIONS
COL-00013482,C_672256,T_860893,2020-08-24,2020-08-24,2020-09-25,2020-09-26,"247,468.73",32,خیر,ERP_COLLECTIONS
COL-00013483,C_512037,T_861099,2020-02-24,2020-02-24,2020-04-13,2020-04-13,"14,727.83",49,خیر,ERP_COLLECTIONS
COL-00013484,C_705572,T_861196,2021-05-24,2021-05-24,2021-05-24,2021-05-24,"35,128.43",0,خیر,ERP_COLLECTIONS
COL-00013485,C_705572,T_861196,2021-05-24,2021-05-24,2021-05-26,2021-05-27,"35,128.43",2,خیر,ERP_COLLECTIONS
COL-00013486,C_314119,T_861208,2020-08-17,2020-08-17,2020-09-01,2020-09-01,"541,380.09",15,خیر,ERP_COLLECTIONS
COL-00013487,C_113139,T_861342,2020-05-18,2020-08-16,2020-08-28,2020-08-29,"27,567.93",12,خیر,ERP_COLLECTIONS
COL-00013488,C_421536,T_861370,2020-12-28,2020-12-28,2021-02-04,2021-02-04,"108,806.25",38,خیر,ERP_COLLECTIONS
COL-00013489,C_117580,T_861529,2020-05-18,2020-05-18,2020-06-25,2020-06-26,"30,957.01",38,خیر,ERP_COLLECTIONS
COL-00013490,C_117580,T_861529,2020-05-18,2020-05-18,2020-07-08,2020-07-10,"30,957.00",51,خیر,ERP_COLLECTIONS
COL-00013491,C_853926,T_861534,2021-03-15,2021-06-13,2021-07-21,2021-07-22,"62,159.46",38,خیر,ERP_COLLECTIONS
COL-00013492,C_069492,T_861571,2021-10-11,2021-10-11,2021-10-20,2021-10-22,"599,985.05",9,خیر,ERP_COLLECTIONS
COL-00013493,C_502843,T_861688,2020-11-09,2020-11-09,2020-12-01,2020-12-01,"33,082.44",22,خیر,ERP_COLLECTIONS
COL-00013494,C_603877,T_861717,2021-05-17,2021-05-17,2021-05-30,2021-06-01,"4,858.46",13,خیر,ERP_COLLECTIONS
COL-00013495,C_841232,T_861807,2020-10-26,2020-11-25,2021-01-02,2021-01-02,"313,140.29",38,خیر,ERP_COLLECTIONS
COL-00013496,C_472366,T_861818,2021-12-06,2021-12-06,2022-01-03,2022-01-04,"222,645.64",28,خیر,ERP_COLLECTIONS
COL-00013497,C_705572,T_861831,2021-05-31,2021-05-31,2021-07-10,2021-07-12,"4,355.83",40,خیر,ERP_COLLECTIONS
COL-00013498,C_473035,T_861954,2022-03-14,2022-03-14,2022-04-09,2022-04-11,"146,450.25",26,خیر,ERP_COLLECTIONS
COL-00013499,C_473035,T_861954,2022-03-14,2022-03-14,2022-03-31,2022-03-31,"146,450.25",17,خیر,ERP_COLLECTIONS
COL-00013500,C_622797,T_862062,2020-11-16,2020-12-16,2021-01-14,2021-01-16,"637,399.54",29,خیر,ERP_COLLECTIONS
COL-00013501,C_672256,T_862126,2021-01-25,2021-01-25,2021-03-14,2021-03-15,"297,075.33",48,خیر,ERP_COLLECTIONS
COL-00013502,C_951507,T_862356,2021-07-26,2021-07-26,2021-09-12,2021-09-14,"136,320.06",48,خیر,ERP_COLLECTIONS
COL-00013503,C_878590,T_862467,2021-09-27,2021-09-27,2021-09-30,2021-09-30,"10,754.59",3,خیر,ERP_COLLECTIONS
COL-00013504,C_195665,T_862507,2020-02-24,2020-02-24,2020-02-26,2020-02-28,993.34,2,خیر,ERP_COLLECTIONS
COL-00013505,C_117580,T_862538,2020-08-24,2020-08-24,2020-09-03,2020-09-04,"65,893.66",10,خیر,ERP_COLLECTIONS
COL-00013506,C_938531,T_862581,2020-03-30,2020-03-30,2020-04-17,2020-04-17,"29,497.15",18,خیر,ERP_COLLECTIONS
COL-00013507,C_951507,T_862600,2021-02-01,2021-02-01,2021-03-06,2021-03-07,"171,206.71",33,خیر,ERP_COLLECTIONS
COL-00013508,C_095017,T_862602,2020-08-24,2020-08-24,2020-09-15,2020-09-17,"269,786.32",22,خیر,ERP_COLLECTIONS
COL-00013509,C_827200,T_862749,2022-05-09,2022-05-09,2022-05-20,2022-05-22,"19,980.93",11,خیر,ERP_COLLECTIONS
COL-00013510,C_941574,T_862779,2021-07-12,2021-07-12,2021-08-12,2021-08-13,"6,986.28",31,خیر,ERP_COLLECTIONS
COL-00013511,C_691869,T_862790,2021-08-02,2021-09-01,2021-10-15,2021-10-15,"1,198,896.82",44,خیر,ERP_COLLECTIONS
COL-00013512,C_472366,T_862973,2022-03-14,2022-03-14,2022-04-25,2022-04-26,"488,854.69",42,خیر,ERP_COLLECTIONS
COL-00013513,C_939370,T_863018,2020-06-22,2020-07-22,2020-08-25,2020-08-26,"24,222.48",34,خیر,ERP_COLLECTIONS
COL-00013514,C_762928,T_863115,2021-03-29,2021-04-28,2021-05-19,2021-05-19,"126,108.61",21,خیر,ERP_COLLECTIONS
COL-00013515,C_762928,T_863115,2021-03-29,2021-04-28,2021-05-13,2021-05-14,"126,108.61",15,خیر,ERP_COLLECTIONS
COL-00013516,C_862106,T_863144,2021-03-01,2021-03-01,2021-03-11,2021-03-12,"739,182.99",10,خیر,ERP_COLLECTIONS
COL-00013517,C_473035,T_863331,2022-04-04,2022-04-04,2022-05-05,2022-05-07,"795,642.34",31,خیر,ERP_COLLECTIONS
COL-00013518,C_473035,T_863331,2022-04-04,2022-04-04,2022-04-24,2022-04-24,"795,642.33",20,خیر,ERP_COLLECTIONS
COL-00013519,C_739258,T_863505,2020-08-24,2020-08-24,2020-09-26,2020-09-27,"26,781.28",33,خیر,ERP_COLLECTIONS
COL-00013520,C_391166,T_863736,2020-04-06,2020-04-06,2020-04-30,2020-05-02,"169,247.62",24,خیر,ERP_COLLECTIONS
COL-00013521,C_746892,T_863825,2020-11-16,2021-02-14,2021-03-06,2021-03-07,"111,302.01",20,خیر,ERP_COLLECTIONS
COL-00013522,C_792125,T_864027,2020-05-25,2020-06-24,2020-06-28,2020-06-28,"114,091.74",4,خیر,ERP_COLLECTIONS
COL-00013523,C_117580,T_864112,2020-06-01,2020-06-01,2020-07-12,2020-07-14,"27,814.59",41,خیر,ERP_COLLECTIONS
COL-00013524,C_117580,T_864112,2020-06-01,2020-06-01,2020-06-26,2020-06-26,"27,814.59",25,خیر,ERP_COLLECTIONS
COL-00013525,C_806376,T_864137,2021-06-21,2021-07-21,2021-08-12,2021-08-12,"92,634.06",22,خیر,ERP_COLLECTIONS
COL-00013526,C_249009,T_864199,2020-07-20,2020-07-20,2020-08-09,2020-08-11,"61,870.90",20,خیر,ERP_COLLECTIONS
COL-00013527,C_113139,T_864367,2020-12-21,2021-03-21,2021-04-04,2021-04-05,"68,689.26",14,خیر,ERP_COLLECTIONS
COL-00013528,C_113139,T_864367,2020-12-21,2021-03-21,2021-04-29,2021-05-01,"68,689.25",39,خیر,ERP_COLLECTIONS
COL-00013529,C_746892,T_864397,2020-07-20,2020-10-18,2020-10-20,2020-10-21,"19,392.67",2,خیر,ERP_COLLECTIONS
COL-00013530,C_957389,T_864588,2021-08-23,2021-08-23,2021-09-20,2021-09-20,"282,682.66",28,خیر,ERP_COLLECTIONS
COL-00013531,C_983306,T_864642,2020-03-09,2020-03-09,2020-04-18,2020-04-18,"523,620.91",40,خیر,ERP_COLLECTIONS
COL-00013532,C_548964,T_864758,2021-11-08,2021-11-08,2021-12-16,2021-12-18,"6,404.38",38,خیر,ERP_COLLECTIONS
COL-00013533,C_548964,T_864758,2021-11-08,2021-11-08,2021-12-01,2021-12-01,"6,404.37",23,خیر,ERP_COLLECTIONS
COL-00013534,C_216051,T_864816,2021-09-20,2021-09-20,2021-11-05,2021-11-06,"21,579.70",46,خیر,ERP_COLLECTIONS
COL-00013535,C_528949,T_864834,2021-08-23,2021-08-23,2021-09-23,2021-09-23,"224,789.02",31,خیر,ERP_COLLECTIONS
COL-00013536,C_021985,T_864895,2021-03-01,2021-03-01,2021-03-01,2021-03-02,"6,012.78",0,خیر,ERP_COLLECTIONS
COL-00013537,C_245948,T_864958,2020-10-12,2021-01-10,2021-01-13,2021-01-13,"455,841.24",3,خیر,ERP_COLLECTIONS
COL-00013538,C_877858,T_865163,2020-06-22,2020-06-22,2020-08-04,2020-08-06,"2,390.11",43,خیر,ERP_COLLECTIONS
COL-00013539,C_877858,T_865163,2020-06-22,2020-06-22,2020-08-14,2020-08-14,"2,390.11",53,خیر,ERP_COLLECTIONS
COL-00013540,C_479796,T_865246,2020-11-09,2020-11-09,2020-12-27,2020-12-27,"14,359.37",48,خیر,ERP_COLLECTIONS
COL-00013541,C_664019,T_865252,2021-02-01,2021-02-01,2021-03-03,2021-03-04,"178,622.86",30,خیر,ERP_COLLECTIONS
COL-00013542,C_664019,T_865252,2021-02-01,2021-02-01,2021-02-20,2021-02-22,"178,622.85",19,خیر,ERP_COLLECTIONS
COL-00013543,C_633661,T_865262,2021-04-12,2021-04-12,2021-05-09,2021-05-11,"367,517.76",27,خیر,ERP_COLLECTIONS
COL-00013544,C_633661,T_865262,2021-04-12,2021-04-12,2021-04-30,2021-04-30,"367,517.75",18,خیر,ERP_COLLECTIONS
COL-00013545,C_528949,T_865350,2020-03-23,2020-03-23,2020-05-09,2020-05-10,"83,688.16",47,خیر,ERP_COLLECTIONS
COL-00013546,C_888956,T_865430,2020-08-24,2020-08-24,2020-10-02,2020-10-02,"87,970.20",39,خیر,ERP_COLLECTIONS
COL-00013547,C_888956,T_865544,2020-05-25,2020-05-25,2020-05-30,2020-06-01,"43,990.72",5,خیر,ERP_COLLECTIONS
COL-00013548,C_240236,T_865714,2021-06-14,2021-07-14,2021-07-23,2021-07-24,"252,845.85",9,خیر,ERP_COLLECTIONS
COL-00013549,C_672256,T_865765,2020-11-02,2020-11-02,2020-11-17,2020-11-18,"228,190.08",15,خیر,ERP_COLLECTIONS
COL-00013550,C_117580,T_865770,2020-04-13,2020-05-13,2020-06-25,2020-06-27,"60,286.23",43,خیر,ERP_COLLECTIONS
COL-00013551,C_147153,T_865815,2020-12-21,2021-01-20,2021-01-29,2021-01-29,"177,892.99",9,خیر,ERP_COLLECTIONS
COL-00013552,C_185126,T_865867,2020-08-03,2020-08-03,2020-09-04,2020-09-05,"216,746.79",32,خیر,ERP_COLLECTIONS
COL-00013553,C_769491,T_865934,2022-02-28,2022-02-28,2022-03-05,2022-03-05,"14,360.35",5,خیر,ERP_COLLECTIONS
COL-00013554,C_573297,T_865952,2021-11-15,2021-11-15,2021-12-14,2021-12-16,"424,281.21",29,خیر,ERP_COLLECTIONS
COL-00013555,C_573297,T_865952,2021-11-15,2021-11-15,2021-12-31,2021-12-31,"424,281.20",46,خیر,ERP_COLLECTIONS
COL-00013556,C_421536,T_865982,2020-06-01,2020-07-01,2020-07-01,2020-07-03,"77,113.45",0,خیر,ERP_COLLECTIONS
COL-00013557,C_762928,T_866090,2020-12-07,2021-03-07,2021-03-24,2021-03-24,"621,522.49",17,خیر,ERP_COLLECTIONS
COL-00013558,C_692721,T_866104,2021-05-24,2021-05-24,2021-06-29,2021-07-01,"346,360.51",36,خیر,ERP_COLLECTIONS
COL-00013559,C_725793,T_866222,2020-11-09,2020-11-09,2020-12-22,2020-12-23,"5,486.12",43,خیر,ERP_COLLECTIONS
COL-00013560,C_282539,T_866252,2020-11-09,2020-11-09,2020-11-15,2020-11-15,"18,544.97",6,خیر,ERP_COLLECTIONS
COL-00013561,C_421536,T_866307,2020-03-09,2020-04-08,2020-04-10,2020-04-12,"50,084.63",2,خیر,ERP_COLLECTIONS
COL-00013562,C_150182,T_866312,2021-09-20,2021-09-20,2021-10-15,2021-10-17,"2,187.35",25,خیر,ERP_COLLECTIONS
COL-00013563,C_763947,T_866343,2020-12-07,2020-12-07,2020-12-27,2020-12-27,"4,644.39",20,خیر,ERP_COLLECTIONS
COL-00013564,C_633661,T_866402,2021-02-22,2021-02-22,2021-02-22,2021-02-24,"463,702.87",0,خیر,ERP_COLLECTIONS
COL-00013565,C_117580,T_866476,2020-06-15,2020-06-15,2020-07-19,2020-07-21,"53,824.94",34,خیر,ERP_COLLECTIONS
COL-00013566,C_704122,T_866497,2020-02-24,2020-02-24,2020-02-24,2020-02-26,"19,969.45",0,خیر,ERP_COLLECTIONS
COL-00013567,C_980626,T_866542,2021-09-27,2021-12-26,2022-01-24,2022-01-25,"85,201.84",29,خیر,ERP_COLLECTIONS
COL-00013568,C_050237,T_866573,2022-03-28,2022-03-28,2022-04-23,2022-04-25,"4,027,772.86",26,خیر,ERP_COLLECTIONS
COL-00013569,C_769450,T_866914,2021-05-10,2021-06-09,2021-06-19,2021-06-21,"76,663.50",10,خیر,ERP_COLLECTIONS
COL-00013570,C_227779,T_866951,2022-02-21,2022-02-21,2022-04-08,2022-04-08,"9,168.53",46,خیر,ERP_COLLECTIONS
COL-00013571,C_310107,T_866989,2020-09-07,2020-09-07,2020-10-10,2020-10-10,"206,247.85",33,خیر,ERP_COLLECTIONS
COL-00013572,C_419410,T_867041,2022-05-30,2022-05-30,2022-06-01,2022-06-02,"71,494.39",2,خیر,ERP_COLLECTIONS
COL-00013573,C_739947,T_867050,2021-06-14,2021-07-14,2021-09-01,2021-09-02,"315,994.31",49,خیر,ERP_COLLECTIONS
COL-00013574,C_746892,T_867173,2020-06-15,2020-09-13,2020-09-22,2020-09-23,"287,507.08",9,خیر,ERP_COLLECTIONS
COL-00013575,C_746892,T_867273,2021-09-27,2021-12-26,2022-01-31,2022-02-02,"130,105.85",36,خیر,ERP_COLLECTIONS
COL-00013576,C_746892,T_867273,2021-09-27,2021-12-26,2022-01-17,2022-01-17,"130,105.85",22,خیر,ERP_COLLECTIONS
COL-00013577,C_113139,T_867292,2021-08-02,2021-08-02,2021-08-18,2021-08-20,"38,467.24",16,خیر,ERP_COLLECTIONS
COL-00013578,C_113139,T_867292,2021-08-02,2021-08-02,2021-09-11,2021-09-11,"38,467.23",40,خیر,ERP_COLLECTIONS
COL-00013579,C_185126,T_867312,2021-11-01,2021-11-01,2021-11-01,2021-11-03,"527,130.28",0,خیر,ERP_COLLECTIONS
COL-00013580,C_185126,T_867312,2021-11-01,2021-11-01,2021-12-02,2021-12-02,"527,130.27",31,خیر,ERP_COLLECTIONS
COL-00013581,C_937594,T_867435,2020-09-07,2020-12-06,2020-12-27,2020-12-29,"479,962.84",21,خیر,ERP_COLLECTIONS
COL-00013582,C_937594,T_867559,2021-08-09,2021-11-07,2021-12-01,2021-12-01,"227,199.28",24,خیر,ERP_COLLECTIONS
COL-00013583,C_937594,T_867559,2021-08-09,2021-11-07,2021-12-21,2021-12-22,"227,199.27",44,خیر,ERP_COLLECTIONS
COL-00013584,C_871835,T_868067,2021-01-18,2021-01-18,2021-01-18,2021-01-19,"2,993.55",0,خیر,ERP_COLLECTIONS
COL-00013585,C_853926,T_868090,2020-06-29,2020-09-27,2020-10-05,2020-10-07,"23,765.48",8,خیر,ERP_COLLECTIONS
COL-00013586,C_853926,T_868090,2020-06-29,2020-09-27,2020-11-02,2020-11-02,"23,765.47",36,خیر,ERP_COLLECTIONS
COL-00013587,C_633661,T_868161,2021-02-22,2021-02-22,2021-02-22,2021-02-24,"151,014.39",0,خیر,ERP_COLLECTIONS
COL-00013588,C_150182,T_868213,2020-08-03,2020-08-03,2020-08-20,2020-08-22,680.83,17,خیر,ERP_COLLECTIONS
COL-00013589,C_297913,T_868230,2021-02-22,2021-02-22,2021-03-21,2021-03-23,"1,331.03",27,خیر,ERP_COLLECTIONS
COL-00013590,C_683666,T_868237,2021-09-27,2021-09-27,2021-10-06,2021-10-06,"2,207,411.01",9,خیر,ERP_COLLECTIONS
COL-00013591,C_467314,T_868293,2020-05-25,2020-05-25,2020-06-29,2020-06-29,"7,946.27",35,خیر,ERP_COLLECTIONS
COL-00013592,C_412635,T_868355,2020-03-23,2020-03-23,2020-04-08,2020-04-08,"40,146.33",16,خیر,ERP_COLLECTIONS
COL-00013593,C_806376,T_868417,2020-10-26,2020-10-26,2020-11-05,2020-11-07,"73,227.43",10,خیر,ERP_COLLECTIONS
COL-00013594,C_937594,T_868427,2021-02-22,2021-05-23,2021-06-06,2021-06-06,"743,784.51",14,خیر,ERP_COLLECTIONS
COL-00013595,C_769491,T_868813,2021-06-14,2021-06-14,2021-06-14,2021-06-16,"26,141.86",0,خیر,ERP_COLLECTIONS
COL-00013596,C_769491,T_868813,2021-06-14,2021-06-14,2021-06-16,2021-06-16,"26,141.86",2,خیر,ERP_COLLECTIONS
COL-00013597,C_871835,T_868857,2020-07-13,2020-08-12,2020-09-18,2020-09-19,"51,208.54",37,خیر,ERP_COLLECTIONS
COL-00013598,C_066978,T_868930,2021-03-08,2021-03-08,2021-03-22,2021-03-23,"5,204.54",14,خیر,ERP_COLLECTIONS
COL-00013599,C_472366,T_868955,2021-11-08,2021-11-08,2021-11-09,2021-11-11,"209,761.02",1,خیر,ERP_COLLECTIONS
COL-00013600,C_050237,T_869002,2020-09-07,2020-09-07,2020-09-18,2020-09-18,"436,591.19",11,خیر,ERP_COLLECTIONS
COL-00013601,C_371497,T_869081,2021-12-20,2021-12-20,2022-01-23,2022-01-24,"77,844.03",34,خیر,ERP_COLLECTIONS
COL-00013602,C_698497,T_869209,2020-11-02,2021-01-31,2021-03-06,2021-03-06,"14,907.09",34,خیر,ERP_COLLECTIONS
COL-00013603,C_698497,T_869209,2020-11-02,2021-01-31,2021-03-21,2021-03-22,"14,907.09",49,خیر,ERP_COLLECTIONS
COL-00013604,C_412635,T_869234,2020-06-22,2020-06-22,2020-07-06,2020-07-08,"19,807.23",14,خیر,ERP_COLLECTIONS
COL-00013605,C_412635,T_869234,2020-06-22,2020-06-22,2020-07-03,2020-07-03,"19,807.23",11,خیر,ERP_COLLECTIONS
COL-00013606,C_412635,T_869279,2021-07-19,2021-07-19,2021-08-22,2021-08-22,"36,909.69",34,خیر,ERP_COLLECTIONS
COL-00013607,C_086403,T_869359,2020-08-10,2020-08-10,2020-08-20,2020-08-20,"38,187.28",10,خیر,ERP_COLLECTIONS
COL-00013608,C_190305,T_869396,2020-02-17,2020-02-17,2020-02-24,2020-02-24,"170,144.13",7,خیر,ERP_COLLECTIONS
COL-00013609,C_862106,T_869452,2022-04-11,2022-04-11,2022-05-24,2022-05-25,"1,280,624.53",43,خیر,ERP_COLLECTIONS
COL-00013610,C_862106,T_869452,2022-04-11,2022-04-11,2022-06-03,2022-06-05,"1,280,624.53",53,خیر,ERP_COLLECTIONS
COL-00013611,C_739258,T_869533,2020-07-20,2020-07-20,2020-08-24,2020-08-25,"2,302.41",35,خیر,ERP_COLLECTIONS
COL-00013612,C_857626,T_869589,2021-10-04,2021-10-04,2021-10-13,2021-10-13,"823,348.17",9,خیر,ERP_COLLECTIONS
COL-00013613,C_943921,T_869628,2020-10-26,2020-10-26,2020-11-28,2020-11-28,"28,213.09",33,خیر,ERP_COLLECTIONS
COL-00013614,C_762928,T_869777,2020-10-26,2021-01-24,2021-01-31,2021-02-01,"89,823.25",7,خیر,ERP_COLLECTIONS
COL-00013615,C_101842,T_869920,2021-02-01,2021-03-03,2021-04-15,2021-04-15,"119,732.31",43,خیر,ERP_COLLECTIONS
COL-00013616,C_101842,T_869920,2021-02-01,2021-03-03,2021-04-25,2021-04-26,"119,732.30",53,خیر,ERP_COLLECTIONS
COL-00013617,C_479796,T_869926,2020-02-24,2020-03-25,2020-03-23,2020-03-25,"15,260.87",0,خیر,ERP_COLLECTIONS
COL-00013618,C_479796,T_869926,2020-02-24,2020-03-25,2020-03-28,2020-03-28,"15,260.87",3,خیر,ERP_COLLECTIONS
COL-00013619,C_401016,T_870028,2020-11-02,2020-11-02,2020-11-07,2020-11-08,"1,806.21",5,خیر,ERP_COLLECTIONS
COL-00013620,C_512037,T_870065,2020-03-16,2020-03-16,2020-04-21,2020-04-22,"42,423.94",36,خیر,ERP_COLLECTIONS
COL-00013621,C_948070,T_870114,2020-07-13,2020-07-13,2020-07-29,2020-07-31,"343,518.80",16,خیر,ERP_COLLECTIONS
COL-00013622,C_058218,T_870288,2022-01-24,2022-02-23,2022-03-28,2022-03-28,"1,035,143.06",33,خیر,ERP_COLLECTIONS
COL-00013623,C_058218,T_870288,2022-01-24,2022-02-23,2022-03-16,2022-03-17,"1,035,143.05",21,خیر,ERP_COLLECTIONS
COL-00013624,C_514318,T_870326,2021-04-26,2021-04-26,2021-04-26,2021-04-26,"135,621.15",0,خیر,ERP_COLLECTIONS
COL-00013625,C_690888,T_870450,2020-09-07,2020-09-07,2020-09-27,2020-09-28,"245,062.35",20,خیر,ERP_COLLECTIONS
COL-00013626,C_421536,T_870513,2020-06-22,2020-07-22,2020-08-27,2020-08-27,"85,134.19",36,خیر,ERP_COLLECTIONS
COL-00013627,C_401016,T_870646,2020-10-12,2020-10-12,2020-10-27,2020-10-27,397.44,15,خیر,ERP_COLLECTIONS
COL-00013628,C_401016,T_870646,2020-10-12,2020-10-12,2020-11-20,2020-11-21,397.43,39,خیر,ERP_COLLECTIONS
COL-00013629,C_806376,T_870711,2021-07-12,2021-08-11,2021-08-31,2021-09-02,"98,913.32",20,خیر,ERP_COLLECTIONS
COL-00013630,C_884864,T_870760,2021-07-12,2021-07-12,2021-07-29,2021-07-29,"1,898.92",17,خیر,ERP_COLLECTIONS
COL-00013631,C_147153,T_870880,2020-10-26,2020-10-26,2020-11-26,2020-11-27,"173,226.53",31,خیر,ERP_COLLECTIONS
COL-00013632,C_147153,T_870880,2020-10-26,2020-10-26,2020-11-15,2020-11-17,"173,226.53",20,خیر,ERP_COLLECTIONS
COL-00013633,C_412635,T_871151,2020-09-28,2020-09-28,2020-11-05,2020-11-06,"56,028.21",38,خیر,ERP_COLLECTIONS
COL-00013634,C_683666,T_871166,2021-06-28,2021-06-28,2021-07-29,2021-07-30,"864,738.66",31,خیر,ERP_COLLECTIONS
COL-00013635,C_858384,T_871185,2021-02-08,2021-02-08,2021-02-25,2021-02-26,"4,208.38",17,خیر,ERP_COLLECTIONS
COL-00013636,C_915518,T_871309,2020-02-10,2020-02-10,2020-02-10,2020-02-12,215.01,0,خیر,ERP_COLLECTIONS
COL-00013637,C_915518,T_871309,2020-02-10,2020-02-10,2020-02-13,2020-02-13,215.00,3,خیر,ERP_COLLECTIONS
COL-00013638,C_172705,T_871348,2020-05-18,2020-05-18,2020-06-08,2020-06-08,"1,226.55",21,خیر,ERP_COLLECTIONS
COL-00013639,C_603968,T_871360,2020-08-17,2020-11-15,2020-12-06,2020-12-06,"50,810.12",21,خیر,ERP_COLLECTIONS
COL-00013640,C_472861,T_871383,2022-03-07,2022-03-07,2022-04-23,2022-04-23,"31,697.91",47,خیر,ERP_COLLECTIONS
COL-00013641,C_808942,T_871416,2022-05-09,2022-06-08,2022-06-26,2022-06-28,"145,124.72",18,خیر,ERP_COLLECTIONS
COL-00013642,C_808942,T_871416,2022-05-09,2022-06-08,2022-07-19,2022-07-19,"145,124.71",41,خیر,ERP_COLLECTIONS
COL-00013643,C_352205,T_871418,2021-09-27,2021-09-27,2021-11-15,2021-11-17,"393,715.10",49,خیر,ERP_COLLECTIONS
COL-00013644,C_806376,T_871461,2021-07-12,2021-08-11,2021-09-21,2021-09-21,"98,337.11",41,خیر,ERP_COLLECTIONS
COL-00013645,C_101842,T_871490,2021-10-25,2021-11-24,2022-01-07,2022-01-09,"775,909.81",44,خیر,ERP_COLLECTIONS
COL-00013646,C_412635,T_871610,2020-11-30,2020-11-30,2020-12-02,2020-12-04,"43,697.65",2,خیر,ERP_COLLECTIONS
COL-00013647,C_941574,T_871787,2021-10-25,2021-10-25,2021-10-25,2021-10-26,"5,074.68",0,خیر,ERP_COLLECTIONS
COL-00013648,C_866894,T_871873,2021-12-27,2021-12-27,2022-01-07,2022-01-07,"562,149.16",11,خیر,ERP_COLLECTIONS
COL-00013649,C_938531,T_871978,2020-03-16,2020-03-16,2020-04-02,2020-04-02,"8,461.22",17,خیر,ERP_COLLECTIONS
COL-00013650,C_739947,T_872105,2020-11-23,2020-12-23,2021-01-30,2021-01-31,"222,757.93",38,خیر,ERP_COLLECTIONS
COL-00013651,C_401016,T_872119,2021-07-19,2021-07-19,2021-07-23,2021-07-25,"1,365.22",4,خیر,ERP_COLLECTIONS
COL-00013652,C_633661,T_872280,2020-05-25,2020-05-25,2020-05-27,2020-05-28,"399,261.08",2,خیر,ERP_COLLECTIONS
COL-00013653,C_951507,T_872487,2021-06-28,2021-06-28,2021-06-28,2021-06-29,"80,868.68",0,خیر,ERP_COLLECTIONS
COL-00013654,C_951507,T_872487,2021-06-28,2021-06-28,2021-07-28,2021-07-30,"80,868.67",30,خیر,ERP_COLLECTIONS
COL-00013655,C_705572,T_872616,2020-03-23,2020-04-22,2020-05-09,2020-05-10,"181,197.32",17,خیر,ERP_COLLECTIONS
COL-00013656,C_010649,T_872690,2021-10-04,2021-10-04,2021-10-04,2021-10-05,"10,285.40",0,خیر,ERP_COLLECTIONS
