Offer_ID,Customer_ID,Offer_Date,Available_At,Product_ID,گروه کالا,Base_Price_per_unit,Offered_Price_per_unit,Offer_Discount_Pct,Offer_Type,Validity_Days,Offer_Reason,Result,Decision_At,Decision_Available_At,Source_System
OFF-0002173,C_984759,2020-11-10,2020-11-12,P_889688,Product_Family_03,218.08,215.55,1.2%,قیمتی,8,معرفی محصول جدید,منقضی,2020-12-05,2020-12-07,CRM_OFFERS
OFF-0002174,C_749821,2021-07-13,2021-07-13,P_RARE_Product_Family_05,Product_Family_05,158.49,145.57,8.2%,مدت,16,رقابت قیمتی,رد,2021-08-02,2021-08-02,CRM_OFFERS
OFF-0002175,C_943921,2020-08-06,2020-08-07,P_215807,Product_Family_04,102.58,94.73,7.6%,مدت,24,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0002176,C_117580,2020-05-14,2020-05-16,P_672805,Product_Family_02,114.89,106.69,7.1%,مدت,6,افزایش حجم سفارش,منقضی,2020-05-25,2020-05-27,CRM_OFFERS
OFF-0002177,C_853926,2020-11-21,2020-11-21,P_505516,Product_Family_01,139.41,130.15,6.6%,قیمتی,14,آزمون محصول,رد,2020-11-28,2020-11-28,CRM_OFFERS
OFF-0002178,C_376594,2020-01-23,2020-01-23,P_RARE_Product_Family_03,Product_Family_03,121.90,113.71,6.7%,حجمی,24,معرفی محصول جدید,رد,2020-02-05,2020-02-05,CRM_OFFERS
OFF-0002179,C_951507,2021-01-14,2021-01-15,P_661344,Product_Family_03,140.29,131.56,6.2%,قیمتی,6,حفظ مشتری کلیدی,قبول,2021-01-22,2021-01-23,CRM_OFFERS
OFF-0002180,C_245948,2020-02-18,2020-02-19,P_RARE_Product_Family_04,Product_Family_04,101.35,94.73,6.5%,مدت,8,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002181,C_329432,2021-08-15,2021-08-15,P_RARE_Product_Family_05,Product_Family_05,321,298.43,7.0%,قیمتی,26,افزایش سهم از سبد,رد,2021-08-25,2021-08-25,CRM_OFFERS
OFF-0002182,C_317124,2021-09-16,2021-09-16,P_186648,Product_Family_03,145.82,137.79,5.5%,قیمتی,24,افزایش سهم از سبد,رد,2021-10-13,2021-10-13,CRM_OFFERS
OFF-0002183,C_633661,2020-12-15,2020-12-17,P_RARE_Product_Family_03,Product_Family_03,138.83,130.47,6.0%,مدت,16,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0002184,C_299317,2021-07-03,2021-07-05,P_042415,Product_Family_04,116.06,110.84,4.5%,مدت,14,آزمون محصول,منقضی,2021-07-21,2021-07-23,CRM_OFFERS
OFF-0002185,C_113139,2021-09-18,2021-09-19,P_514119,Product_Family_04,275.35,261.55,5.0%,حجمی,6,آزمون محصول,قبول,2021-10-10,2021-10-11,CRM_OFFERS
OFF-0002186,C_806376,2020-12-14,2020-12-15,P_672805,Product_Family_02,160.85,155.24,3.5%,مدت,29,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002187,C_683666,2020-02-03,2020-02-03,P_RARE_Product_Family_03,Product_Family_03,119.68,114.89,4.0%,قیمتی,22,افزایش حجم سفارش,رد,2020-02-17,2020-02-17,CRM_OFFERS
OFF-0002188,C_937594,2020-12-14,2020-12-16,P_RARE_Product_Family_05,Product_Family_05,175.04,169.67,3.1%,حجمی,22,معرفی محصول جدید,منقضی,2020-12-25,2020-12-27,CRM_OFFERS
OFF-0002189,C_172705,2020-09-26,2020-09-27,P_615273,Product_Family_04,110.19,106.25,3.6%,حجمی,14,افزایش سهم از سبد,قبول,2020-10-11,2020-10-12,CRM_OFFERS
OFF-0002190,C_535756,2022-04-21,2022-04-21,P_192876,Product_Family_04,597.62,579.51,3.0%,مدت,16,افزایش حجم سفارش,رد,2022-05-17,2022-05-17,CRM_OFFERS
OFF-0002191,C_806376,2021-10-23,2021-10-24,P_823428,Product_Family_03,356.01,347.04,2.5%,قیمتی,24,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002192,C_705572,2020-12-08,2020-12-09,P_850083,Product_Family_03,144.44,138.60,4.0%,حجمی,26,رقابت قیمتی,قبول,2020-12-12,2020-12-13,CRM_OFFERS
OFF-0002193,C_317124,2021-08-26,2021-08-28,P_RARE_Product_Family_03,Product_Family_03,148.02,142.79,3.5%,قیمتی,8,تسویه سریع,منقضی,2021-09-25,2021-09-27,CRM_OFFERS
OFF-0002194,C_746892,2021-10-03,2021-10-05,P_979926,Product_Family_03,294.37,279.50,5.1%,قیمتی,10,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0002195,C_763443,2020-12-22,2020-12-22,P_024612,Product_Family_04,155.07,148.01,4.6%,مدت,18,افزایش سهم از سبد,رد,2020-12-31,2020-12-31,CRM_OFFERS
OFF-0002196,C_980626,2021-06-11,2021-06-11,P_650055,Product_Family_03,138.51,130.12,6.1%,حجمی,20,افزایش سهم از سبد,رد,2021-07-03,2021-07-03,CRM_OFFERS
OFF-0002197,C_459867,2021-05-09,2021-05-10,P_786252,Product_Family_05,310.79,293.51,5.6%,مدت,28,افزایش حجم سفارش,قبول,2021-05-27,2021-05-28,CRM_OFFERS
OFF-0002198,C_113139,2021-07-23,2021-07-25,P_431608,Product_Family_03,92.38,86.39,6.5%,مدت,28,آزمون محصول,منقضی,2021-08-13,2021-08-15,CRM_OFFERS
OFF-0002199,C_317124,2021-01-10,2021-01-10,P_107385,Product_Family_03,101.86,95.77,6.0%,حجمی,10,افزایش حجم سفارش,رد,2021-01-26,2021-01-26,CRM_OFFERS
OFF-0002200,C_806376,2021-09-28,2021-09-29,P_RARE_Product_Family_02,Product_Family_02,299.87,289.85,3.3%,حجمی,6,معرفی محصول جدید,منقضی,2021-10-14,2021-10-15,CRM_OFFERS
OFF-0002201,C_698497,2021-07-08,2021-07-10,P_569202,Product_Family_03,144.08,139.99,2.8%,مدت,14,افزایش سهم از سبد,رد,2021-07-20,2021-07-22,CRM_OFFERS
OFF-0002202,C_593639,2020-07-19,2020-07-21,P_RARE_Product_Family_03,Product_Family_03,63.63,60.86,4.4%,مدت,16,افزایش حجم سفارش,رد,2020-08-13,2020-08-15,CRM_OFFERS
OFF-0002203,C_338236,2021-10-19,2021-10-19,P_RARE_Product_Family_04,Product_Family_04,125.53,120.70,3.9%,مدت,24,افزایش حجم سفارش,قبول,2021-11-09,2021-11-09,CRM_OFFERS
OFF-0002204,C_401016,2020-07-13,2020-07-15,P_913911,Product_Family_04,103.52,102.15,1.3%,قیمتی,12,حفظ مشتری کلیدی,رد,2020-08-11,2020-08-13,CRM_OFFERS
OFF-0002205,C_749821,2022-01-17,2022-01-17,P_RARE_Product_Family_03,Product_Family_03,433.29,397.24,8.3%,مدت,20,معرفی محصول جدید,قبول,2022-02-10,2022-02-10,CRM_OFFERS
OFF-0002206,C_769491,2020-01-25,2020-01-25,P_352669,Product_Family_04,79.45,77.60,2.3%,مدت,22,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002207,C_683666,2021-10-02,2021-10-03,P_RARE_Product_Family_03,Product_Family_03,276.15,271.10,1.8%,قیمتی,30,تسویه سریع,منقضی,2021-10-05,2021-10-06,CRM_OFFERS
OFF-0002208,C_412635,2020-07-27,2020-07-29,P_285444,Product_Family_03,109.69,101.58,7.4%,حجمی,20,افزایش حجم سفارش,رد,2020-08-17,2020-08-19,CRM_OFFERS
OFF-0002209,C_265163,2021-06-23,2021-06-23,P_985592,Product_Family_04,87.19,81.18,6.9%,مدت,28,تسویه سریع,قبول,2021-07-10,2021-07-10,CRM_OFFERS
OFF-0002210,C_328236,2021-07-04,2021-07-06,P_RARE_Product_Family_05,Product_Family_05,219.97,204.92,6.8%,مدت,23,تسویه سریع,منقضی,2021-07-30,2021-08-01,CRM_OFFERS
OFF-0002211,C_794049,2021-12-12,2021-12-13,P_RARE_Product_Family_04,Product_Family_04,342.45,317.28,7.4%,قیمتی,15,معرفی محصول جدید,قبول,2022-01-12,2022-01-13,CRM_OFFERS
OFF-0002212,C_672256,2022-03-15,2022-03-16,P_RARE_Product_Family_03,Product_Family_03,973.93,917.15,5.8%,مدت,13,تسویه سریع,قبول,2022-04-02,2022-04-03,CRM_OFFERS
OFF-0002213,C_357434,2021-02-02,2021-02-02,P_485043,Product_Family_03,246.66,231.02,6.3%,حجمی,5,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0002214,C_812674,2020-05-27,2020-05-28,P_425142,Product_Family_03,118.55,116.93,1.4%,حجمی,18,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002215,C_981891,2020-10-21,2020-10-21,P_RARE_Product_Family_02,Product_Family_02,138.33,135.74,1.9%,حجمی,10,رقابت قیمتی,رد,2020-11-08,2020-11-08,CRM_OFFERS
OFF-0002216,C_672706,2020-12-11,2020-12-11,P_RARE_Product_Family_02,Product_Family_02,93.64,86.29,7.9%,قیمتی,7,حفظ مشتری کلیدی,رد,2020-12-16,2020-12-16,CRM_OFFERS
OFF-0002217,C_155990,2020-07-24,2020-07-26,P_RARE_Product_Family_03,Product_Family_03,65.78,60.28,8.4%,حجمی,26,معرفی محصول جدید,منقضی,2020-08-03,2020-08-05,CRM_OFFERS
OFF-0002218,C_317124,2021-09-11,2021-09-11,P_RARE_Product_Family_03,Product_Family_03,148.02,143,3.4%,قیمتی,12,معرفی محصول جدید,رد,2021-10-12,2021-10-12,CRM_OFFERS
OFF-0002219,C_502843,2020-07-11,2020-07-13,P_407390,Product_Family_03,63.24,60.77,3.9%,مدت,30,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002220,C_794049,2021-12-16,2021-12-16,P_668190,Product_Family_04,313.64,300.31,4.3%,حجمی,13,افزایش حجم سفارش,منقضی,2022-01-08,2022-01-08,CRM_OFFERS
OFF-0002221,C_421536,2020-05-21,2020-05-22,P_995713,Product_Family_03,119.11,114.66,3.7%,حجمی,21,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002222,C_042732,2022-05-21,2022-05-23,P_255721,Product_Family_04,503.24,486.94,3.2%,مدت,29,تسویه سریع,قبول,2022-06-04,2022-06-06,CRM_OFFERS
OFF-0002223,C_387172,2020-12-02,2020-12-03,P_844122,Product_Family_03,137.09,133.65,2.5%,حجمی,17,تسویه سریع,قبول,2020-12-16,2020-12-17,CRM_OFFERS
OFF-0002224,C_878590,2021-06-09,2021-06-11,P_140222,Product_Family_01,158.33,155.15,2.0%,حجمی,25,افزایش حجم سفارش,منقضی,2021-06-18,2021-06-20,CRM_OFFERS
OFF-0002225,C_683666,2020-12-25,2020-12-25,P_RARE_Product_Family_03,Product_Family_03,156.17,153.83,1.5%,مدت,7,افزایش سهم از سبد,رد,2020-12-30,2020-12-30,CRM_OFFERS
OFF-0002226,C_477520,2020-04-17,2020-04-18,P_RARE_Product_Family_05,Product_Family_05,223.28,204.32,8.5%,قیمتی,15,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002227,C_535756,2020-07-05,2020-07-07,P_639522,Product_Family_04,63.81,58.71,8.0%,مدت,23,افزایش سهم از سبد,منقضی,2020-07-31,2020-08-02,CRM_OFFERS
OFF-0002228,C_739258,2022-05-01,2022-05-01,P_256255,Product_Family_04,777.40,719.25,7.5%,قیمتی,5,افزایش حجم سفارش,رد,2022-05-23,2022-05-23,CRM_OFFERS
OFF-0002229,C_412635,2020-07-14,2020-07-15,P_975626,Product_Family_01,81.39,75.71,7.0%,مدت,13,افزایش سهم از سبد,قبول,2020-07-31,2020-08-01,CRM_OFFERS
OFF-0002230,C_980626,2021-02-26,2021-02-27,P_661344,Product_Family_03,165.86,161.27,2.8%,قیمتی,19,آزمون محصول,رد,2021-03-13,2021-03-14,CRM_OFFERS
OFF-0002231,C_338236,2021-10-08,2021-10-08,P_RARE_Product_Family_04,Product_Family_04,125.53,121.43,3.3%,حجمی,11,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002232,C_338236,2022-03-02,2022-03-04,P_RARE_Product_Family_04,Product_Family_04,392.71,377.87,3.8%,قیمتی,29,افزایش سهم از سبد,قبول,2022-03-25,2022-03-27,CRM_OFFERS
OFF-0002233,C_806376,2021-08-18,2021-08-19,P_275491,Product_Family_02,262.69,251.45,4.3%,حجمی,21,افزایش حجم سفارش,رد,2021-09-15,2021-09-16,CRM_OFFERS
OFF-0002234,C_299317,2021-09-21,2021-09-23,P_639522,Product_Family_04,197.10,180.86,8.2%,حجمی,25,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0002235,C_551361,2021-02-16,2021-02-17,P_RARE_Product_Family_03,Product_Family_03,202.59,200.06,1.3%,مدت,17,حفظ مشتری کلیدی,رد,2021-03-19,2021-03-20,CRM_OFFERS
OFF-0002236,C_749821,2022-01-23,2022-01-23,P_427325,Product_Family_05,848.30,833.45,1.8%,قیمتی,9,افزایش سهم از سبد,منقضی,2022-01-29,2022-01-29,CRM_OFFERS
OFF-0002237,C_705572,2022-02-06,2022-02-08,P_441295,Product_Family_03,962.97,941.21,2.3%,مدت,27,معرفی محصول جدید,قبول,2022-02-16,2022-02-18,CRM_OFFERS
OFF-0002238,C_117580,2020-09-19,2020-09-19,P_700346,Product_Family_02,121.53,113.97,6.2%,مدت,5,افزایش حجم سفارش,منقضی,2020-09-28,2020-09-28,CRM_OFFERS
OFF-0002239,C_515250,2021-09-04,2021-09-06,P_RARE_Product_Family_03,Product_Family_03,257.55,240.24,6.7%,قیمتی,23,تسویه سریع,قبول,2021-09-18,2021-09-20,CRM_OFFERS
OFF-0002240,C_749821,2021-11-17,2021-11-19,P_146351,Product_Family_05,529.22,496.09,6.3%,مدت,11,افزایش سهم از سبد,قبول,2021-12-12,2021-12-14,CRM_OFFERS
OFF-0002241,C_117580,2020-08-07,2020-08-07,P_700346,Product_Family_02,121.53,114.53,5.8%,حجمی,19,معرفی محصول جدید,منقضی,2020-08-27,2020-08-27,CRM_OFFERS
OFF-0002242,C_603968,2020-12-21,2020-12-21,P_050746,Product_Family_05,184.23,170.82,7.3%,قیمتی,21,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002243,C_593639,2020-03-23,2020-03-24,P_RARE_Product_Family_05,Product_Family_05,64.65,60.27,6.8%,حجمی,29,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002244,C_633661,2021-06-26,2021-06-27,P_054756,Product_Family_04,138.63,127.14,8.3%,حجمی,5,آزمون محصول,رد,2021-07-08,2021-07-09,CRM_OFFERS
OFF-0002245,C_117580,2020-07-18,2020-07-20,P_555923,Product_Family_03,122.20,112.69,7.8%,مدت,13,افزایش حجم سفارش,قبول,2020-07-26,2020-07-28,CRM_OFFERS
OFF-0002246,C_058218,2021-09-09,2021-09-11,P_RARE_Product_Family_02,Product_Family_02,355.89,349.48,1.8%,حجمی,15,تسویه سریع,قبول,2021-09-30,2021-10-02,CRM_OFFERS
OFF-0002247,C_219026,2020-09-24,2020-09-24,P_947367,Product_Family_04,112.59,111.14,1.3%,حجمی,23,افزایش حجم سفارش,منقضی,2020-10-10,2020-10-10,CRM_OFFERS
OFF-0002248,C_382534,2020-12-17,2020-12-18,P_565736,Product_Family_05,173.20,169.35,2.2%,قیمتی,22,معرفی محصول جدید,رد,2021-01-05,2021-01-06,CRM_OFFERS
OFF-0002249,C_519849,2020-10-10,2020-10-12,P_RARE_Product_Family_03,Product_Family_03,59.31,58.30,1.7%,مدت,30,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0002250,C_074947,2020-12-28,2020-12-28,P_146351,Product_Family_05,213.88,209.05,2.3%,مدت,28,حفظ مشتری کلیدی,منقضی,2021-01-02,2021-01-02,CRM_OFFERS
OFF-0002251,C_502843,2020-08-08,2020-08-10,P_995645,Product_Family_03,63.24,61.49,2.8%,قیمتی,20,معرفی محصول جدید,قبول,2020-08-17,2020-08-19,CRM_OFFERS
OFF-0002252,C_705572,2020-06-24,2020-06-26,P_257908,Product_Family_06,65.26,64.44,1.3%,حجمی,18,تسویه سریع,قبول,2020-07-20,2020-07-22,CRM_OFFERS
OFF-0002253,C_465481,2020-09-07,2020-09-08,P_427325,Product_Family_05,154.76,152.05,1.8%,حجمی,10,افزایش سهم از سبد,رد,2020-10-07,2020-10-08,CRM_OFFERS
OFF-0002254,C_769491,2021-04-09,2021-04-10,P_214104,Product_Family_01,143.92,132.78,7.7%,مدت,8,افزایش سهم از سبد,رد,2021-04-26,2021-04-27,CRM_OFFERS
OFF-0002255,C_839280,2021-12-01,2021-12-01,P_650635,Product_Family_04,388.77,356.74,8.2%,مدت,26,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002256,C_937594,2022-05-15,2022-05-15,P_983543,Product_Family_05,"1,104.13","1,029.82",6.7%,مدت,24,معرفی محصول جدید,منقضی,2022-05-23,2022-05-23,CRM_OFFERS
OFF-0002257,C_117580,2020-08-14,2020-08-16,P_047794,Product_Family_02,130.88,121.42,7.2%,قیمتی,16,حفظ مشتری کلیدی,قبول,2020-08-27,2020-08-29,CRM_OFFERS
OFF-0002258,C_672706,2021-11-07,2021-11-08,P_RARE_Product_Family_05,Product_Family_05,283.60,265.70,6.3%,قیمتی,16,حفظ مشتری کلیدی,رد,2021-11-17,2021-11-18,CRM_OFFERS
OFF-0002259,C_806376,2020-11-13,2020-11-13,P_RARE_Product_Family_02,Product_Family_02,96.37,89.81,6.8%,مدت,8,افزایش سهم از سبد,منقضی,2020-11-27,2020-11-27,CRM_OFFERS
OFF-0002260,C_997228,2020-10-17,2020-10-18,P_RARE_Product_Family_03,Product_Family_03,120.60,113.65,5.8%,مدت,19,تسویه سریع,منقضی,2020-11-01,2020-11-02,CRM_OFFERS
OFF-0002261,C_980626,2020-09-12,2020-09-14,P_970810,Product_Family_04,108.38,102.69,5.3%,حجمی,27,معرفی محصول جدید,رد,2020-09-22,2020-09-24,CRM_OFFERS
OFF-0002262,C_683666,2020-08-03,2020-08-03,P_RARE_Product_Family_03,Product_Family_03,119.57,113.89,4.8%,حجمی,9,رقابت قیمتی,قبول,2020-08-09,2020-08-09,CRM_OFFERS
OFF-0002263,C_401016,2021-01-04,2021-01-05,P_964660,Product_Family_04,153.32,146.82,4.2%,حجمی,17,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002264,C_274912,2020-05-24,2020-05-24,P_319957,Product_Family_03,113.38,104.56,7.8%,حجمی,14,آزمون محصول,قبول,2020-05-26,2020-05-26,CRM_OFFERS
OFF-0002265,C_683666,2021-07-27,2021-07-28,P_569454,Product_Family_03,227.29,210.74,7.3%,حجمی,22,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0002266,C_258325,2020-06-09,2020-06-11,P_003764,Product_Family_01,78.94,73.60,6.8%,حجمی,29,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002267,C_126481,2020-04-30,2020-04-30,P_RARE_Product_Family_03,Product_Family_03,55.12,51.67,6.3%,حجمی,11,رقابت قیمتی,قبول,2020-05-19,2020-05-19,CRM_OFFERS
OFF-0002268,C_150182,2020-10-14,2020-10-16,P_947367,Product_Family_04,131.48,128.44,2.3%,مدت,8,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0002269,C_185126,2021-10-22,2021-10-22,P_RARE_Product_Family_03,Product_Family_03,372.65,365.94,1.8%,مدت,16,حفظ مشتری کلیدی,قبول,2021-11-06,2021-11-06,CRM_OFFERS
OFF-0002270,C_329432,2020-06-07,2020-06-09,P_487868,Product_Family_03,88.64,84.85,4.3%,حجمی,25,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0002271,C_746892,2021-01-01,2021-01-02,P_RARE_Product_Family_03,Product_Family_03,138.97,132.33,4.8%,مدت,17,حفظ مشتری کلیدی,رد,2021-01-12,2021-01-13,CRM_OFFERS
OFF-0002272,C_624339,2020-08-28,2020-08-28,P_RARE_Product_Family_05,Product_Family_05,70.16,66.45,5.3%,حجمی,9,رقابت قیمتی,منقضی,2020-09-12,2020-09-12,CRM_OFFERS
OFF-0002273,C_317124,2021-10-20,2021-10-22,P_RARE_Product_Family_03,Product_Family_03,162.13,152.74,5.8%,مدت,27,رقابت قیمتی,قبول,2021-11-08,2021-11-10,CRM_OFFERS
OFF-0002274,C_806376,2021-07-21,2021-07-22,P_RARE_Product_Family_02,Product_Family_02,218.35,204.59,6.3%,حجمی,19,افزایش سهم از سبد,رد,2021-08-14,2021-08-15,CRM_OFFERS
OFF-0002275,C_728285,2021-12-06,2021-12-06,P_742720,Product_Family_04,277.93,259.03,6.8%,مدت,11,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002276,C_050237,2020-09-07,2020-09-09,P_RARE_Product_Family_04,Product_Family_04,67.55,62.61,7.3%,قیمتی,29,افزایش سهم از سبد,قبول,2020-09-09,2020-09-11,CRM_OFFERS
OFF-0002277,C_117580,2020-09-05,2020-09-06,P_700346,Product_Family_02,121.53,112.03,7.8%,حجمی,21,رقابت قیمتی,رد,2020-09-12,2020-09-13,CRM_OFFERS
OFF-0002278,C_773326,2020-04-04,2020-04-04,P_632558,Product_Family_04,35.71,32.74,8.3%,قیمتی,13,آزمون محصول,منقضی,2020-04-15,2020-04-15,CRM_OFFERS
OFF-0002279,C_491628,2022-06-02,2022-06-04,P_RARE_Product_Family_03,Product_Family_03,782.17,771.77,1.3%,مدت,5,تسویه سریع,قبول,2022-06-18,2022-06-20,CRM_OFFERS
OFF-0002280,C_317124,2021-06-04,2021-06-06,P_431608,Product_Family_03,91.04,87.49,3.9%,مدت,7,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002281,C_746892,2020-10-09,2020-10-09,P_146351,Product_Family_05,174.18,168.28,3.4%,قیمتی,15,افزایش حجم سفارش,قبول,2020-11-09,2020-11-09,CRM_OFFERS
OFF-0002282,C_838088,2020-11-04,2020-11-04,P_427873,Product_Family_04,147.69,140.44,4.9%,حجمی,17,تسویه سریع,قبول,2020-11-18,2020-11-18,CRM_OFFERS
OFF-0002283,C_690888,2020-08-26,2020-08-27,P_565736,Product_Family_05,163.67,156.47,4.4%,مدت,25,تسویه سریع,منقضی,2020-09-04,2020-09-05,CRM_OFFERS
OFF-0002284,C_514318,2021-01-05,2021-01-05,P_529239,Product_Family_04,63.61,62.42,1.9%,مدت,13,افزایش سهم از سبد,قبول,2021-01-22,2021-01-22,CRM_OFFERS
OFF-0002285,C_746892,2022-03-15,2022-03-16,P_030934,Product_Family_04,820.63,809.39,1.4%,قیمتی,21,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0002286,C_683666,2021-06-20,2021-06-21,P_RARE_Product_Family_01,Product_Family_01,359.19,348.81,2.9%,مدت,23,تسویه سریع,منقضی,2021-07-16,2021-07-17,CRM_OFFERS
OFF-0002287,C_986633,2020-12-20,2020-12-22,P_325027,Product_Family_04,145.43,141.97,2.4%,حجمی,5,آزمون محصول,رد,2021-01-11,2021-01-13,CRM_OFFERS
OFF-0002288,C_479796,2022-04-16,2022-04-17,P_494409,Product_Family_05,"1,047.15",970.18,7.4%,حجمی,19,حفظ مشتری کلیدی,منقضی,2022-05-16,2022-05-17,CRM_OFFERS
OFF-0002289,C_749821,2021-07-10,2021-07-12,P_128221,Product_Family_05,158.49,147.65,6.8%,حجمی,27,افزایش حجم سفارش,رد,2021-08-04,2021-08-06,CRM_OFFERS
OFF-0002290,C_317124,2021-09-04,2021-09-04,P_RARE_Product_Family_03,Product_Family_03,148.02,144.45,2.4%,مدت,13,معرفی محصول جدید,منقضی,2021-10-01,2021-10-01,CRM_OFFERS
OFF-0002291,C_527060,2021-07-03,2021-07-05,P_565736,Product_Family_05,229.65,222.94,2.9%,حجمی,5,تسویه سریع,قبول,2021-08-03,2021-08-05,CRM_OFFERS
OFF-0002292,C_472366,2022-05-23,2022-05-25,P_RARE_Product_Family_02,Product_Family_02,898.01,885.44,1.4%,حجمی,29,تسویه سریع,قبول,2022-06-10,2022-06-12,CRM_OFFERS
OFF-0002293,C_479796,2021-09-06,2021-09-07,P_140222,Product_Family_01,232.97,228.52,1.9%,مدت,21,افزایش سهم از سبد,رد,2021-09-28,2021-09-29,CRM_OFFERS
OFF-0002294,C_683666,2021-08-24,2021-08-26,P_RARE_Product_Family_01,Product_Family_01,276.12,263.86,4.4%,حجمی,7,افزایش سهم از سبد,قبول,2021-09-07,2021-09-09,CRM_OFFERS
OFF-0002295,C_317124,2021-03-14,2021-03-15,P_520245,Product_Family_03,88.45,84.08,4.9%,حجمی,25,افزایش حجم سفارش,رد,2021-04-02,2021-04-03,CRM_OFFERS
OFF-0002296,C_915518,2021-07-01,2021-07-02,P_339338,Product_Family_03,144.75,139.79,3.4%,حجمی,23,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0002297,C_862106,2021-07-20,2021-07-20,P_850562,Product_Family_04,152.70,146.70,3.9%,حجمی,15,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002298,C_746892,2020-03-08,2020-03-10,P_947367,Product_Family_04,98.25,92.48,5.9%,حجمی,25,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002299,C_806376,2020-11-01,2020-11-02,P_672805,Product_Family_02,155.88,145.95,6.4%,حجمی,17,معرفی محصول جدید,رد,2020-11-27,2020-11-28,CRM_OFFERS
OFF-0002300,C_838088,2022-04-14,2022-04-14,P_242632,Product_Family_03,716.87,673.86,6.0%,قیمتی,14,حفظ مشتری کلیدی,قبول,2022-04-27,2022-04-27,CRM_OFFERS
OFF-0002301,C_258325,2021-11-02,2021-11-04,P_874918,Product_Family_01,231.55,216.48,6.5%,حجمی,6,تسویه سریع,رد,2021-11-20,2021-11-22,CRM_OFFERS
OFF-0002302,C_568392,2021-06-22,2021-06-23,P_RARE_Product_Family_01,Product_Family_01,194.83,181.17,7.0%,مدت,24,آزمون محصول,منقضی,2021-07-14,2021-07-15,CRM_OFFERS
OFF-0002303,C_317124,2021-08-01,2021-08-01,P_RARE_Product_Family_03,Product_Family_03,99.37,91.90,7.5%,مدت,16,معرفی محصول جدید,قبول,2021-08-28,2021-08-28,CRM_OFFERS
OFF-0002304,C_593639,2022-02-14,2022-02-15,P_RARE_Product_Family_05,Product_Family_05,"1,421.86","1,365.27",4.0%,مدت,20,حفظ مشتری کلیدی,منقضی,2022-03-12,2022-03-13,CRM_OFFERS
OFF-0002305,C_806376,2021-09-06,2021-09-06,P_593409,Product_Family_02,268.40,256.38,4.5%,مدت,12,معرفی محصول جدید,قبول,2021-10-06,2021-10-06,CRM_OFFERS
OFF-0002306,C_328511,2021-11-27,2021-11-29,P_514917,Product_Family_04,367.38,349.05,5.0%,حجمی,30,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0002307,C_265163,2021-08-21,2021-08-22,P_RARE_Product_Family_04,Product_Family_04,105.69,99.88,5.5%,مدت,22,رقابت قیمتی,منقضی,2021-08-30,2021-08-31,CRM_OFFERS
OFF-0002308,C_746892,2021-08-06,2021-08-08,P_947367,Product_Family_04,219.74,215.46,2.0%,مدت,26,افزایش حجم سفارش,رد,2021-08-14,2021-08-16,CRM_OFFERS
OFF-0002309,C_683666,2021-03-26,2021-03-27,P_RARE_Product_Family_03,Product_Family_03,159.53,155.61,2.5%,مدت,18,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0002310,C_245948,2020-12-05,2020-12-07,P_RARE_Product_Family_04,Product_Family_04,101.98,99.43,2.5%,قیمتی,22,افزایش حجم سفارش,قبول,2020-12-08,2020-12-10,CRM_OFFERS
