offer_id,customer_id,offer_date,available_at,product_id,product_family,base_price_per_unit,offered_price_per_unit,offer_discount_pct,offer_type,validity_days,offer_reason,result,decision_at,decision_available_at,source_system
OFF-0001872,C_633661,2020-07-15,2020-07-17,P_RARE_Product_Family_03,Product_Family_03,110.47,103.96,0.0589,قیمتی,29,تسویه سریع,منقضی‌شده,2020-07-17,2020-07-19,CRM_OFFERS
OFF-0001873,C_519849,2020-08-14,2020-08-14,P_353833,Product_Family_03,58.21,55.08,0.0538,مدت‌دار,11,معرفی محصول جدید,رد,2020-09-10,2020-09-10,CRM_OFFERS
OFF-0001874,C_113139,2021-07-01,2021-07-03,P_108570,Product_Family_04,103.72,102.25,0.0142,مدت‌دار,7,حفظ مشتری کلیدی,منقضی‌شده,2021-07-29,2021-07-31,CRM_OFFERS
OFF-0001875,C_746892,2020-06-04,2020-06-04,P_417970,Product_Family_03,80.83,74.02,0.0842,مدت‌دار,15,آزمون محصول,رد,2020-06-28,2020-06-28,CRM_OFFERS
OFF-0001876,C_937594,2021-03-13,2021-03-14,P_983543,Product_Family_05,218.93,201.61,0.0791,حجمی,23,رقابت قیمتی,قبول,2021-04-01,2021-04-02,CRM_OFFERS
OFF-0001877,C_705572,2020-11-21,2020-11-23,P_633854,Product_Family_04,128.64,119.11,0.0741,حجمی,5,افزایش حجم سفارش,منقضی‌شده,2020-12-06,2020-12-08,CRM_OFFERS
OFF-0001878,C_317124,2021-03-16,2021-03-18,P_RARE_Product_Family_03,Product_Family_03,88.62,86.09,0.0285,حجمی,24,تسویه سریع,منقضی‌شده,2021-03-21,2021-03-23,CRM_OFFERS
OFF-0001879,C_746892,2020-10-22,2020-10-22,P_967448,Product_Family_03,128.3,125.28,0.0235,مدت‌دار,6,حفظ مشتری کلیدی,رد,2020-11-22,2020-11-22,CRM_OFFERS
OFF-0001880,C_573925,2020-05-10,2020-05-10,P_718494,Product_Family_03,93.51,91.28,0.0239,قیمتی,13,حفظ مشتری کلیدی,منقضی‌شده,2020-05-21,2020-05-21,CRM_OFFERS
OFF-0001881,C_806376,2020-12-06,2020-12-08,P_672805,Product_Family_02,162.93,158.21,0.029,مدت‌دار,5,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001882,C_299317,2021-10-12,2021-10-14,P_639522,Product_Family_04,197.84,195.11,0.0138,مدت‌دار,29,آزمون محصول,قبول,2021-10-14,2021-10-16,CRM_OFFERS
OFF-0001883,C_848211,2022-04-19,2022-04-20,P_RARE_Product_Family_03,Product_Family_03,736.37,722.45,0.0189,مدت‌دار,21,افزایش حجم سفارش,رد,2022-04-25,2022-04-26,CRM_OFFERS
OFF-0001884,C_746892,2020-12-09,2020-12-11,P_145878,Product_Family_03,143.43,137.09,0.0442,مدت‌دار,7,افزایش حجم سفارش,قبول,2021-01-06,2021-01-08,CRM_OFFERS
OFF-0001885,C_683666,2021-06-02,2021-06-03,P_RARE_Product_Family_01,Product_Family_01,235.87,224.27,0.0492,قیمتی,25,رقابت قیمتی,رد,2021-06-05,2021-06-06,CRM_OFFERS
OFF-0001886,C_683666,2022-01-21,2022-01-22,P_RARE_Product_Family_01,Product_Family_01,454.18,438.74,0.034,مدت‌دار,23,حفظ مشتری کلیدی,رد,2022-02-09,2022-02-10,CRM_OFFERS
OFF-0001887,C_877858,2020-03-13,2020-03-13,P_661344,Product_Family_03,96.52,92.75,0.0391,حجمی,15,افزایش سهم از سبد,منقضی‌شده,2020-04-06,2020-04-06,CRM_OFFERS
OFF-0001888,C_603968,2020-06-06,2020-06-07,P_757432,Product_Family_05,149.21,139.6,0.0644,حجمی,27,آزمون محصول,رد,2020-06-22,2020-06-23,CRM_OFFERS
OFF-0001889,C_180745,2020-08-22,2020-08-22,P_735610,Product_Family_04,47.2,43.92,0.0695,قیمتی,19,حفظ مشتری کلیدی,منقضی‌شده,2020-09-11,2020-09-11,CRM_OFFERS
OFF-0001890,C_806376,2021-08-10,2021-08-12,P_RARE_Product_Family_02,Product_Family_02,213.23,199.6,0.0639,مدت‌دار,21,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001891,C_086403,2021-04-29,2021-04-29,P_615273,Product_Family_04,192.58,181.24,0.0589,حجمی,29,معرفی محصول جدید,منقضی‌شده,2021-05-25,2021-05-25,CRM_OFFERS
OFF-0001892,C_664019,2021-12-12,2021-12-12,P_461887,Product_Family_03,442.07,409.31,0.0741,مدت‌دار,5,آزمون محصول,منقضی‌شده,2021-12-21,2021-12-21,CRM_OFFERS
OFF-0001893,C_746892,2021-10-26,2021-10-27,P_947367,Product_Family_04,397.22,369.81,0.069,قیمتی,13,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001894,C_117580,2020-06-08,2020-06-08,P_275491,Product_Family_02,119.5,114.28,0.0437,قیمتی,27,افزایش سهم از سبد,منقضی‌شده,2020-06-21,2020-06-21,CRM_OFFERS
OFF-0001895,C_040673,2020-02-24,2020-02-25,P_394043,Product_Family_03,127.94,122.99,0.0387,مدت‌دار,9,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001896,C_749821,2021-12-25,2021-12-26,P_133471,Product_Family_03,412.44,390.25,0.0538,قیمتی,11,آزمون محصول,رد,2022-01-16,2022-01-17,CRM_OFFERS
OFF-0001897,C_298813,2021-03-20,2021-03-22,P_076036,Product_Family_03,230.16,218.93,0.0488,حجمی,19,معرفی محصول جدید,قبول,2021-04-06,2021-04-08,CRM_OFFERS
OFF-0001898,C_941574,2021-09-27,2021-09-27,P_836866,Product_Family_03,272.78,264.76,0.0294,حجمی,10,معرفی محصول جدید,منقضی‌شده,2021-10-03,2021-10-03,CRM_OFFERS
OFF-0001899,C_923612,2020-04-29,2020-04-30,P_508986,Product_Family_04,39.05,38.1,0.0244,قیمتی,18,رقابت قیمتی,رد,2020-05-30,2020-05-31,CRM_OFFERS
OFF-0001900,C_483750,2020-09-28,2020-09-30,P_366749,Product_Family_03,104.32,101.04,0.0314,قیمتی,29,آزمون محصول,رد,2020-09-30,2020-10-02,CRM_OFFERS
OFF-0001901,C_317124,2022-04-18,2022-04-18,P_667237,Product_Family_03,643.19,626.27,0.0263,مدت‌دار,11,تسویه سریع,قبول,2022-05-15,2022-05-15,CRM_OFFERS
OFF-0001902,C_683666,2020-10-21,2020-10-22,P_RARE_Product_Family_03,Product_Family_03,134.61,131.74,0.0213,قیمتی,19,افزایش حجم سفارش,منقضی‌شده,2020-11-13,2020-11-14,CRM_OFFERS
OFF-0001903,C_479796,2021-07-30,2021-08-01,P_961834,Product_Family_03,193.13,190.0,0.0162,مدت‌دار,27,حفظ مشتری کلیدی,رد,2021-08-17,2021-08-19,CRM_OFFERS
OFF-0001904,C_624339,2020-07-30,2020-07-31,P_RARE_Product_Family_04,Product_Family_04,46.14,43.76,0.0516,مدت‌دار,23,افزایش سهم از سبد,منقضی‌شده,2020-08-18,2020-08-19,CRM_OFFERS
OFF-0001905,C_265163,2021-08-12,2021-08-14,P_RARE_Product_Family_04,Product_Family_04,65.23,62.19,0.0466,حجمی,5,رقابت قیمتی,رد,2021-08-27,2021-08-29,CRM_OFFERS
OFF-0001906,C_050237,2021-11-06,2021-11-06,P_RARE_Product_Family_04,Product_Family_04,278.5,266.94,0.0415,قیمتی,13,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001907,C_773326,2020-06-27,2020-06-28,P_RARE_Product_Family_03,Product_Family_03,61.49,59.25,0.0364,قیمتی,21,حفظ مشتری کلیدی,منقضی‌شده,2020-07-03,2020-07-04,CRM_OFFERS
OFF-0001908,C_888956,2020-09-27,2020-09-27,P_379523,Product_Family_04,88.17,81.83,0.0719,مدت‌دار,17,افزایش حجم سفارش,قبول,2020-10-04,2020-10-04,CRM_OFFERS
OFF-0001909,C_074947,2021-04-11,2021-04-12,P_RARE_Product_Family_03,Product_Family_03,166.94,155.79,0.0668,قیمتی,25,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001910,C_535756,2021-12-14,2021-12-14,P_639522,Product_Family_04,312.06,306.88,0.0166,قیمتی,9,تسویه سریع,قبول,2022-01-06,2022-01-06,CRM_OFFERS
OFF-0001911,C_299317,2021-05-11,2021-05-13,P_RARE_Product_Family_04,Product_Family_04,159.69,156.24,0.0216,قیمتی,27,رقابت قیمتی,رد,2021-06-08,2021-06-10,CRM_OFFERS
OFF-0001912,C_746892,2021-10-03,2021-10-04,P_659220,Product_Family_03,277.11,269.71,0.0267,حجمی,19,آزمون محصول,منقضی‌شده,2021-10-05,2021-10-06,CRM_OFFERS
OFF-0001913,C_741459,2020-03-29,2020-03-29,P_RARE_Product_Family_03,Product_Family_03,188.19,182.22,0.0317,قیمتی,11,افزایش سهم از سبد,قبول,2020-04-04,2020-04-04,CRM_OFFERS
OFF-0001914,C_698497,2020-02-21,2020-02-23,P_655926,Product_Family_04,85.51,82.36,0.0368,مدت‌دار,29,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001915,C_683666,2021-09-03,2021-09-04,P_RARE_Product_Family_03,Product_Family_03,297.25,284.82,0.0418,مدت‌دار,21,رقابت قیمتی,منقضی‌شده,2021-09-18,2021-09-19,CRM_OFFERS
OFF-0001916,C_938531,2021-09-29,2021-09-29,P_048748,Product_Family_05,371.61,354.18,0.0469,مدت‌دار,13,معرفی محصول جدید,قبول,2021-10-19,2021-10-19,CRM_OFFERS
OFF-0001917,C_749821,2022-01-05,2022-01-07,P_987392,Product_Family_03,433.29,410.76,0.052,قیمتی,5,افزایش حجم سفارش,رد,2022-01-29,2022-01-31,CRM_OFFERS
OFF-0001918,C_862106,2020-08-24,2020-08-25,P_343377,Product_Family_03,87.34,82.36,0.057,حجمی,23,رقابت قیمتی,منقضی‌شده,2020-09-21,2020-09-22,CRM_OFFERS
OFF-0001919,C_773326,2019-12-23,2019-12-23,P_989994,Product_Family_03,60.97,57.18,0.0621,مدت‌دار,15,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001920,C_431655,2021-02-12,2021-02-12,P_RARE_Product_Family_04,Product_Family_04,202.43,195.06,0.0364,حجمی,20,حفظ مشتری کلیدی,منقضی‌شده,2021-02-24,2021-02-24,CRM_OFFERS
OFF-0001921,C_746892,2020-05-10,2020-05-11,P_305089,Product_Family_03,124.91,120.99,0.0314,حجمی,28,رقابت قیمتی,رد,2020-05-17,2020-05-18,CRM_OFFERS
OFF-0001922,C_633661,2020-04-08,2020-04-09,P_RARE_Product_Family_04,Product_Family_04,74.89,71.4,0.0466,حجمی,30,حفظ مشتری کلیدی,رد,2020-04-28,2020-04-29,CRM_OFFERS
OFF-0001923,C_871835,2020-11-27,2020-11-29,P_688772,Product_Family_04,155.95,149.48,0.0415,حجمی,12,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001924,C_683666,2020-07-06,2020-07-08,P_RARE_Product_Family_03,Product_Family_03,119.45,112.68,0.0567,قیمتی,14,رقابت قیمتی,قبول,2020-08-04,2020-08-06,CRM_OFFERS
OFF-0001925,C_282979,2020-12-09,2020-12-09,P_RARE_Product_Family_04,Product_Family_04,76.67,72.71,0.0516,قیمتی,22,آزمون محصول,منقضی‌شده,2021-01-03,2021-01-03,CRM_OFFERS
OFF-0001926,C_683666,2021-09-11,2021-09-11,P_924618,Product_Family_03,248.42,231.83,0.0668,حجمی,24,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001927,C_848211,2020-06-22,2020-06-23,P_957710,Product_Family_05,151.32,141.98,0.0617,مدت‌دار,6,تسویه سریع,رد,2020-06-26,2020-06-27,CRM_OFFERS
OFF-0001928,C_937594,2020-03-02,2020-03-04,P_983543,Product_Family_05,139.54,129.63,0.071,مدت‌دار,6,معرفی محصول جدید,قبول,2020-03-09,2020-03-11,CRM_OFFERS
OFF-0001929,C_258325,2020-04-27,2020-04-27,P_512113,Product_Family_01,78.4,73.23,0.0659,قیمتی,14,افزایش سهم از سبد,منقضی‌شده,2020-04-29,2020-04-29,CRM_OFFERS
OFF-0001930,C_773326,2020-07-29,2020-07-30,P_353833,Product_Family_03,62.04,57.61,0.0714,مدت‌دار,11,افزایش حجم سفارش,منقضی‌شده,2020-08-20,2020-08-21,CRM_OFFERS
OFF-0001931,C_074947,2021-04-07,2021-04-07,P_285147,Product_Family_05,283.64,261.94,0.0765,حجمی,29,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001932,C_398853,2020-05-29,2020-05-29,P_282386,Product_Family_03,97.17,91.21,0.0613,حجمی,27,تسویه سریع,قبول,2020-06-11,2020-06-11,CRM_OFFERS
OFF-0001933,C_603877,2021-05-21,2021-05-23,P_RARE_Product_Family_05,Product_Family_05,270.87,252.91,0.0663,حجمی,19,افزایش حجم سفارش,رد,2021-06-07,2021-06-09,CRM_OFFERS
OFF-0001934,C_746892,2021-06-20,2021-06-22,P_582317,Product_Family_03,192.89,183.01,0.0512,قیمتی,17,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001935,C_473035,2020-12-06,2020-12-07,P_RARE_Product_Family_05,Product_Family_05,171.45,161.81,0.0562,قیمتی,9,رقابت قیمتی,منقضی‌شده,2020-12-14,2020-12-15,CRM_OFFERS
OFF-0001936,C_170045,2022-03-29,2022-03-30,P_850083,Product_Family_03,854.92,819.78,0.0411,مدت‌دار,7,رقابت قیمتی,منقضی‌شده,2022-04-23,2022-04-24,CRM_OFFERS
OFF-0001937,C_150182,2020-04-14,2020-04-14,P_277759,Product_Family_03,102.09,97.38,0.0461,قیمتی,25,رقابت قیمتی,قبول,2020-05-14,2020-05-14,CRM_OFFERS
OFF-0001938,C_871835,2021-08-10,2021-08-12,P_043983,Product_Family_04,279.72,269.4,0.0369,مدت‌دار,25,رقابت قیمتی,رد,2021-09-06,2021-09-08,CRM_OFFERS
OFF-0001939,C_683666,2021-11-28,2021-11-29,P_241469,Product_Family_03,392.54,376.09,0.0419,حجمی,17,معرفی محصول جدید,منقضی‌شده,2021-12-29,2021-12-30,CRM_OFFERS
OFF-0001940,C_421536,2021-06-16,2021-06-18,P_RARE_Product_Family_01,Product_Family_01,157.43,155.21,0.0141,قیمتی,29,تسویه سریع,قبول,2021-06-30,2021-07-02,CRM_OFFERS
OFF-0001941,C_746892,2020-05-20,2020-05-20,P_420402,Product_Family_03,108.6,99.48,0.084,مدت‌دار,11,حفظ مشتری کلیدی,منقضی‌شده,2020-05-30,2020-05-30,CRM_OFFERS
OFF-0001942,C_611705,2021-11-19,2021-11-20,P_174951,Product_Family_04,404.39,372.44,0.079,مدت‌دار,19,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001943,C_491628,2022-04-08,2022-04-10,P_706670,Product_Family_03,763.53,707.11,0.0739,حجمی,27,معرفی محصول جدید,قبول,2022-05-09,2022-05-11,CRM_OFFERS
OFF-0001944,C_022240,2020-12-27,2020-12-27,P_877156,Product_Family_05,174.68,162.64,0.0689,مدت‌دار,9,افزایش سهم از سبد,منقضی‌شده,2021-01-22,2021-01-22,CRM_OFFERS
OFF-0001945,C_317124,2021-01-31,2021-02-01,P_RARE_Product_Family_03,Product_Family_03,92.43,86.53,0.0638,حجمی,17,تسویه سریع,رد,2021-02-22,2021-02-23,CRM_OFFERS
OFF-0001946,C_672706,2021-05-11,2021-05-13,P_RARE_Product_Family_05,Product_Family_05,109.96,103.51,0.0587,مدت‌دار,25,معرفی محصول جدید,قبول,2021-05-29,2021-05-31,CRM_OFFERS
OFF-0001947,C_746892,2022-05-03,2022-05-03,P_RARE_Product_Family_05,Product_Family_05,1008.54,954.38,0.0537,مدت‌دار,6,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001948,C_683666,2020-04-02,2020-04-03,P_RARE_Product_Family_03,Product_Family_03,111.23,105.82,0.0486,مدت‌دار,14,تسویه سریع,رد,2020-04-11,2020-04-12,CRM_OFFERS
OFF-0001949,C_672706,2021-06-03,2021-06-05,P_RARE_Product_Family_05,Product_Family_05,109.96,105.17,0.0436,حجمی,22,افزایش سهم از سبد,قبول,2021-06-08,2021-06-10,CRM_OFFERS
OFF-0001950,C_603968,2020-12-29,2020-12-31,P_576643,Product_Family_05,223.39,206.3,0.0765,مدت‌دار,28,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001951,C_117580,2020-07-12,2020-07-13,P_593409,Product_Family_02,116.73,107.22,0.0815,قیمتی,20,تسویه سریع,رد,2020-07-18,2020-07-19,CRM_OFFERS
OFF-0001952,C_472366,2022-04-03,2022-04-03,P_769459,Product_Family_02,925.43,914.7,0.0116,مدت‌دار,12,تسویه سریع,منقضی‌شده,2022-04-13,2022-04-13,CRM_OFFERS
OFF-0001953,C_317124,2021-12-03,2021-12-05,P_735245,Product_Family_03,250.71,246.55,0.0166,حجمی,30,آزمون محصول,قبول,2021-12-18,2021-12-20,CRM_OFFERS
OFF-0001954,C_943921,2020-07-11,2020-07-11,P_490196,Product_Family_04,96.86,91.42,0.0562,مدت‌دار,8,حفظ مشتری کلیدی,منقضی‌شده,2020-07-25,2020-07-25,CRM_OFFERS
OFF-0001955,C_029626,2020-07-30,2020-08-01,P_003764,Product_Family_01,94.31,88.53,0.0613,حجمی,26,رقابت قیمتی,قبول,2020-08-17,2020-08-19,CRM_OFFERS
OFF-0001956,C_421536,2021-07-22,2021-07-23,P_062869,Product_Family_01,205.62,191.99,0.0663,حجمی,18,آزمون محصول,رد,2021-08-14,2021-08-15,CRM_OFFERS
OFF-0001957,C_877858,2021-12-07,2021-12-07,P_572494,Product_Family_01,351.72,326.61,0.0714,قیمتی,10,آزمون محصول,منقضی‌شده,2022-01-03,2022-01-03,CRM_OFFERS
OFF-0001958,C_853926,2021-04-21,2021-04-22,P_102450,Product_Family_05,259.62,250.27,0.036,قیمتی,14,آزمون محصول,رد,2021-05-18,2021-05-19,CRM_OFFERS
OFF-0001959,C_465481,2020-03-16,2020-03-16,P_662576,Product_Family_03,103.05,98.82,0.041,حجمی,6,افزایش سهم از سبد,منقضی‌شده,2020-04-16,2020-04-16,CRM_OFFERS
OFF-0001960,C_502843,2020-03-07,2020-03-09,P_990561,Product_Family_03,60.87,55.87,0.0822,قیمتی,15,حفظ مشتری کلیدی,منقضی‌شده,2020-03-10,2020-03-12,CRM_OFFERS
OFF-0001961,C_117580,2020-06-27,2020-06-27,P_RARE_Product_Family_02,Product_Family_02,118.98,109.79,0.0772,حجمی,23,حفظ مشتری کلیدی,رد,2020-07-26,2020-07-26,CRM_OFFERS
OFF-0001962,C_050237,2020-09-10,2020-09-10,P_RARE_Product_Family_04,Product_Family_04,67.55,66.37,0.0174,حجمی,25,آزمون محصول,رد,2020-09-22,2020-09-22,CRM_OFFERS
OFF-0001963,C_479796,2021-12-23,2021-12-24,P_003764,Product_Family_01,357.25,352.86,0.0123,قیمتی,7,حفظ مشتری کلیدی,قبول,2021-12-31,2022-01-01,CRM_OFFERS
OFF-0001964,C_800815,2021-06-02,2021-06-02,P_499327,Product_Family_01,160.08,150.16,0.062,حجمی,21,تسویه سریع,رد,2021-06-18,2021-06-18,CRM_OFFERS
OFF-0001965,C_980626,2021-05-21,2021-05-22,P_836866,Product_Family_03,188.93,178.16,0.057,حجمی,29,افزایش حجم سفارش,قبول,2021-06-02,2021-06-03,CRM_OFFERS
OFF-0001966,C_299317,2022-04-25,2022-04-26,P_253702,Product_Family_04,581.61,539.68,0.0721,قیمتی,5,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001967,C_382272,2021-09-06,2021-09-08,P_061764,Product_Family_03,247.92,231.28,0.0671,حجمی,13,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001968,C_749821,2021-12-31,2021-12-31,P_RARE_Product_Family_03,Product_Family_03,412.44,392.77,0.0477,حجمی,29,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001969,C_427824,2021-12-17,2021-12-18,P_RARE_Product_Family_03,Product_Family_03,246.42,235.9,0.0427,مدت‌دار,11,تسویه سریع,قبول,2021-12-21,2021-12-22,CRM_OFFERS
OFF-0001970,C_594561,2020-07-23,2020-07-23,P_RARE_Product_Family_04,Product_Family_04,40.45,38.74,0.0422,مدت‌دار,7,افزایش سهم از سبد,رد,2020-08-05,2020-08-05,CRM_OFFERS
OFF-0001971,C_683666,2021-08-10,2021-08-12,P_611957,Product_Family_03,227.29,216.54,0.0473,حجمی,25,رقابت قیمتی,منقضی‌شده,2021-08-28,2021-08-30,CRM_OFFERS
OFF-0001972,C_593639,2020-06-20,2020-06-22,P_RARE_Product_Family_05,Product_Family_05,64.81,62.73,0.0321,قیمتی,23,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001973,C_746892,2021-06-24,2021-06-25,P_RARE_Product_Family_03,Product_Family_03,177.18,170.59,0.0372,مدت‌دار,15,آزمون محصول,قبول,2021-07-03,2021-07-04,CRM_OFFERS
OFF-0001974,C_117580,2020-07-26,2020-07-28,P_593409,Product_Family_02,123.07,115.38,0.0625,قیمتی,27,افزایش سهم از سبد,منقضی‌شده,2020-08-26,2020-08-28,CRM_OFFERS
OFF-0001975,C_593639,2021-08-06,2021-08-07,P_RARE_Product_Family_05,Product_Family_05,149.89,139.77,0.0675,مدت‌دار,19,افزایش سهم از سبد,قبول,2021-08-11,2021-08-12,CRM_OFFERS
OFF-0001976,C_304036,2021-03-23,2021-03-24,P_514917,Product_Family_04,187.58,177.77,0.0523,مدت‌دار,17,حفظ مشتری کلیدی,قبول,2021-04-14,2021-04-15,CRM_OFFERS
OFF-0001977,C_317124,2021-01-24,2021-01-24,P_505807,Product_Family_03,92.43,87.12,0.0574,مدت‌دار,9,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001978,C_144468,2020-05-18,2020-05-19,P_964842,Product_Family_03,103.59,95.02,0.0827,مدت‌دار,21,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001979,C_117580,2020-07-06,2020-07-06,P_RARE_Product_Family_02,Product_Family_02,126.61,124.99,0.0128,قیمتی,13,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001980,C_683666,2020-05-24,2020-05-24,P_RARE_Product_Family_01,Product_Family_01,114.27,107.17,0.0621,قیمتی,18,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001981,C_664019,2021-02-07,2021-02-08,P_505032,Product_Family_02,167.45,157.91,0.057,قیمتی,26,حفظ مشتری کلیدی,قبول,2021-03-06,2021-03-07,CRM_OFFERS
OFF-0001982,C_050237,2021-11-23,2021-11-25,P_RARE_Product_Family_04,Product_Family_04,304.03,288.22,0.052,قیمتی,8,آزمون محصول,منقضی‌شده,2021-12-16,2021-12-18,CRM_OFFERS
OFF-0001983,C_603968,2021-01-26,2021-01-26,P_030934,Product_Family_04,159.42,151.94,0.0469,حجمی,16,رقابت قیمتی,رد,2021-02-14,2021-02-14,CRM_OFFERS
OFF-0001984,C_317124,2020-12-30,2021-01-01,P_RARE_Product_Family_03,Product_Family_03,92.43,84.82,0.0823,قیمتی,12,آزمون محصول,منقضی‌شده,2021-01-18,2021-01-20,CRM_OFFERS
OFF-0001985,C_317124,2021-05-05,2021-05-05,P_679203,Product_Family_03,90.92,83.89,0.0773,قیمتی,20,افزایش حجم سفارش,رد,2021-05-20,2021-05-20,CRM_OFFERS
OFF-0001986,C_683666,2020-04-10,2020-04-11,P_RARE_Product_Family_05,Product_Family_05,155.77,144.52,0.0722,حجمی,28,افزایش حجم سفارش,قبول,2020-04-21,2020-04-22,CRM_OFFERS
OFF-0001987,C_519849,2020-07-10,2020-07-12,P_548156,Product_Family_03,54.92,51.23,0.0672,قیمتی,10,رقابت قیمتی,منقضی‌شده,2020-07-16,2020-07-18,CRM_OFFERS
OFF-0001988,C_240236,2021-06-14,2021-06-16,P_812406,Product_Family_04,101.91,99.71,0.0216,مدت‌دار,30,افزایش سهم از سبد,منقضی‌شده,2021-07-11,2021-07-13,CRM_OFFERS
OFF-0001989,C_746892,2020-07-20,2020-07-20,P_RARE_Product_Family_03,Product_Family_03,148.02,145.56,0.0166,مدت‌دار,12,تسویه سریع,رد,2020-08-11,2020-08-11,CRM_OFFERS
OFF-0001990,C_937594,2021-03-12,2021-03-13,P_983543,Product_Family_05,218.93,214.09,0.0221,قیمتی,9,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001991,C_265163,2021-04-28,2021-04-28,P_RARE_Product_Family_04,Product_Family_04,51.98,50.57,0.0271,حجمی,27,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001992,C_519849,2020-08-24,2020-08-26,P_532272,Product_Family_03,55.41,53.63,0.0322,حجمی,19,آزمون محصول,قبول,2020-09-14,2020-09-16,CRM_OFFERS
OFF-0001993,C_937594,2021-02-22,2021-02-23,P_983543,Product_Family_05,212.26,204.34,0.0373,قیمتی,11,افزایش حجم سفارش,رد,2021-03-19,2021-03-20,CRM_OFFERS
OFF-0001994,C_593639,2020-06-06,2020-06-06,P_RARE_Product_Family_05,Product_Family_05,209.24,200.39,0.0423,قیمتی,29,رقابت قیمتی,منقضی‌شده,2020-07-05,2020-07-05,CRM_OFFERS
OFF-0001995,C_411261,2020-05-23,2020-05-25,P_RARE_Product_Family_03,Product_Family_03,84.47,80.47,0.0474,قیمتی,22,آزمون محصول,قبول,2020-05-27,2020-05-29,CRM_OFFERS
OFF-0001996,C_265163,2021-04-29,2021-04-30,P_RARE_Product_Family_04,Product_Family_04,51.98,49.26,0.0524,حجمی,14,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001997,C_051535,2021-09-09,2021-09-09,P_159680,Product_Family_04,190.33,179.39,0.0575,قیمتی,6,آزمون محصول,منقضی‌شده,2021-09-22,2021-09-22,CRM_OFFERS
OFF-0001998,C_074947,2020-11-21,2020-11-21,P_086593,Product_Family_04,159.37,150.35,0.0566,مدت‌دار,21,افزایش حجم سفارش,منقضی‌شده,2020-11-28,2020-11-28,CRM_OFFERS
OFF-0001999,C_051535,2020-08-13,2020-08-15,P_159680,Product_Family_04,65.3,61.27,0.0617,مدت‌دار,13,حفظ مشتری کلیدی,قبول,2020-08-24,2020-08-26,CRM_OFFERS
OFF-0002000,C_857626,2021-11-14,2021-11-16,P_RARE_Product_Family_05,Product_Family_05,551.91,520.01,0.0578,حجمی,11,رقابت قیمتی,قبول,2021-12-02,2021-12-04,CRM_OFFERS
OFF-0002001,C_172705,2021-03-09,2021-03-09,P_945371,Product_Family_04,184.8,175.04,0.0528,قیمتی,19,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002002,C_937594,2021-11-16,2021-11-17,P_RARE_Product_Family_05,Product_Family_05,686.09,653.36,0.0477,مدت‌دار,27,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0002003,C_523504,2021-03-11,2021-03-13,P_242632,Product_Family_03,150.16,143.76,0.0426,مدت‌دار,9,رقابت قیمتی,قبول,2021-03-16,2021-03-18,CRM_OFFERS
OFF-0002004,C_683666,2020-04-11,2020-04-11,P_569454,Product_Family_03,110.84,106.67,0.0376,مدت‌دار,17,حفظ مشتری کلیدی,منقضی‌شده,2020-05-12,2020-05-12,CRM_OFFERS
OFF-0002005,C_746892,2022-03-12,2022-03-13,P_RARE_Product_Family_05,Product_Family_05,984.85,952.84,0.0325,حجمی,25,افزایش حجم سفارش,رد,2022-04-07,2022-04-08,CRM_OFFERS
OFF-0002006,C_739947,2021-06-21,2021-06-23,P_219757,Product_Family_05,253.25,246.29,0.0275,حجمی,7,رقابت قیمتی,قبول,2021-07-13,2021-07-15,CRM_OFFERS
