customer_id,monetary,sow,margin,on_time,check_quality,frequency,recency,trend,offer_accept,growth_capacity,score,value_tier,monetary_raw,sow_raw,margin_raw,on_time_raw,check_quality_raw,frequency_raw,recency_days
C_877858,0.8804,0.9792,0.4321,0.8735,0.5158,0.9891,0.8774,0.3358,,0.6891,75.5,مشتری پایدار,3000716.88,0.3967,0.0626,0.1478,1.0,26,59.0
C_878590,0.3121,0.3061,,,,0.3121,0.5385,,,0.524,35.7,مشتری قرمز,0.0,0.0,,,,0,234.0
C_878777,0.3121,0.3061,,,,0.3121,0.2428,,,0.4591,30.8,مشتری قرمز,0.0,0.0,,,,0,549.0
C_883391,0.3121,0.3061,,,,0.3121,0.149,,,0.2748,28.4,مشتری قرمز,0.0,0.0,,,,0,675.0
C_883501,0.6258,0.617,0.0823,0.3656,0.5158,0.684,0.9191,,,0.0913,51.1,مشتری پرچالش,3664.39,0.045,-0.0439,0.0,1.0,1,52.0
C_884864,0.6863,0.9071,0.5021,0.3656,0.5158,0.948,0.9712,0.4964,0.2077,0.0881,63.4,مشتری پایدار,96282.13,0.2733,0.0735,0.0,1.0,10,38.0
C_884977,0.3121,0.3061,,,,0.3121,0.3053,,,0.242,30.6,مشتری قرمز,0.0,0.0,,,,0,458.0
C_886577,0.7422,0.7564,0.4074,0.3656,0.5158,0.684,0.617,,,0.6362,59.6,مشتری پرچالش,369991.32,0.1083,0.0605,0.0,1.0,1,164.0
C_887838,0.3121,0.3061,,,,0.3121,0.0112,,,0.2812,26.3,مشتری قرمز,0.0,0.0,,,,0,878.0
C_888956,0.8649,0.9391,0.358,0.9447,0.5158,0.9534,0.9848,0.635,0.8154,0.6763,77.6,مشتری پایدار,2280854.96,0.3267,0.054,0.3104,1.0,11,31.0
C_889622,0.3121,0.3061,,,,0.3121,0.0609,,,0.3942,27.7,مشتری قرمز,0.0,0.0,,,,0,801.0
C_891574,0.6444,0.6394,0.5638,,,0.684,0.7011,,,0.0673,61.4,مشتری پایدار,16691.41,0.055,0.0796,,,1,101.0
C_892680,0.6584,0.7548,0.9547,0.3656,0.5158,0.7787,0.7941,,0.2077,0.0657,64.7,مشتری پایدار,39922.11,0.1083,0.18,0.0,1.0,2,73.0
C_894991,0.3121,0.3061,,,,0.3121,0.2901,,,0.2468,30.3,مشتری قرمز,0.0,0.0,,,,0,479.0
C_895100,0.3121,0.3061,,,,0.3121,0.3117,,,0.4808,32.0,مشتری قرمز,0.0,0.0,,,,0,451.0
C_897743,0.3121,0.3061,,,,0.3121,0.2099,,,0.4591,30.3,مشتری قرمز,0.0,0.0,,,,0,591.0
C_899372,0.7826,0.6899,0.465,0.3656,0.5158,0.7787,0.8349,,,0.6859,63.5,مشتری پایدار,696293.41,0.0833,0.0675,0.0,1.0,2,66.0
C_900728,0.7236,0.7372,0.9918,0.3656,0.5158,0.684,0.7011,,,0.5689,68.1,مشتری پایدار,226732.73,0.1033,0.2647,0.0,1.0,1,101.0
C_902072,0.3121,0.3061,,,,0.3121,0.5288,,,0.7099,36.6,مشتری قرمز,0.0,0.0,,,,0,241.0
C_903161,0.8245,0.8654,0.2305,0.7391,0.5158,0.8921,0.8349,0.5109,0.2077,0.6779,66.5,مشتری پایدار,1417604.21,0.2167,0.0311,0.0134,1.0,5,66.0
C_906263,0.3121,0.3061,,,,0.3121,0.2188,,,0.4896,30.6,مشتری قرمز,0.0,0.0,,,,0,577.0
C_908293,0.3121,0.3061,,,,0.3121,0.3598,,,0.1747,31.0,مشتری قرمز,0.0,0.0,,,,0,395.0
C_909326,0.3121,0.3061,,,,0.3121,0.5288,,,0.0256,32.7,مشتری قرمز,0.0,0.0,,,,0,241.0
C_909337,0.3121,0.3061,,,,0.3121,0.0409,,,0.4471,27.7,مشتری قرمز,0.0,0.0,,,,0,843.0
C_910651,0.3121,0.3061,,,,0.3121,0.4263,,,0.7901,35.5,مشتری قرمز,0.0,0.0,,,,0,332.0
C_914687,0.7267,0.7957,0.2016,0.3656,0.5158,0.7787,0.6723,,,0.6667,58.6,مشتری پرچالش,270678.27,0.125,0.0252,0.0,1.0,2,122.0
C_915518,0.6413,0.9135,0.4198,0.3656,0.5158,0.8346,0.6811,0.4672,,0.0337,59.3,مشتری پرچالش,15255.97,0.2816,0.0614,0.0,1.0,3,115.0
C_917207,0.3121,0.3061,,,,0.3121,0.1803,,,0.1635,28.2,مشتری قرمز,0.0,0.0,,,,0,633.0
C_918840,0.3121,0.3061,,,,0.3121,0.266,,,0.3021,30.3,مشتری قرمز,0.0,0.0,,,,0,507.0
C_923612,0.3121,0.3061,,,,0.3121,0.4487,,,0.6571,35.1,مشتری قرمز,0.0,0.0,,,,0,318.0
C_927798,0.3121,0.3061,,,,0.3121,0.0321,,,0.3734,27.2,مشتری قرمز,0.0,0.0,,,,0,857.0
C_930613,0.3121,0.3061,,,,0.3121,0.4191,,,0.9071,36.0,مشتری قرمز,0.0,0.0,,,,0,339.0
C_930788,0.3121,0.3061,,,,0.3121,0.1995,,,0.1851,28.6,مشتری قرمز,0.0,0.0,,,,0,605.0
C_931525,0.3121,0.3061,,,,0.3121,0.3598,,,0.4054,32.3,مشتری قرمز,0.0,0.0,,,,0,395.0
C_932058,0.3121,0.3061,,,,0.3121,0.0385,,,0.5096,28.0,مشتری قرمز,0.0,0.0,,,,0,850.0
C_932097,0.3121,0.3061,,,,0.3121,0.2484,,,0.2933,30.0,مشتری قرمز,0.0,0.0,,,,0,542.0
C_932446,0.3121,0.3061,,,,0.3121,0.4071,,,0.0561,31.0,مشتری قرمز,0.0,0.0,,,,0,346.0
C_933611,0.3121,0.3061,,,,0.3121,0.4191,,,0.2212,32.2,مشتری قرمز,0.0,0.0,,,,0,339.0
C_936530,0.3121,0.3061,,,,0.3121,0.4071,,,0.5609,33.9,مشتری قرمز,0.0,0.0,,,,0,346.0
C_937594,1.0,0.9952,0.4938,0.7747,0.5158,1.0,0.9952,0.9854,0.2077,0.9952,82.5,شریک طلایی,191979137.62,0.465,0.072,0.0349,1.0,69,24.0
C_938531,0.3121,0.3061,,,,0.3121,0.4872,,,0.6218,35.4,مشتری قرمز,0.0,0.0,,,,0,290.0
C_939274,0.3121,0.3061,,,,0.3121,0.1546,,,0.2027,28.1,مشتری قرمز,0.0,0.0,,,,0,668.0
C_939370,0.8711,0.891,0.4733,0.3656,0.5158,0.9301,0.9191,0.1533,0.2077,0.7131,64.7,مشتری پایدار,2484887.45,0.2383,0.0682,0.0,1.0,8,52.0
C_940986,0.3121,0.3061,,,,0.3121,0.3734,,,0.278,31.8,مشتری قرمز,0.0,0.0,,,,0,381.0
C_941574,0.778,0.9407,0.5144,0.7787,0.5158,0.9689,0.6907,0.219,0.2077,0.5385,67.8,مشتری پایدار,657084.94,0.3283,0.0737,0.0383,1.0,14,108.0
C_942497,0.7609,0.7019,0.8601,0.9802,0.5158,0.684,0.8774,,,0.6683,76.7,مشتری پایدار,497957.29,0.0883,0.1382,0.5,1.0,1,59.0
C_943171,0.3121,0.3061,,,,0.3121,0.5088,,,0.6474,35.9,مشتری قرمز,0.0,0.0,,,,0,262.0
C_943415,0.3121,0.3061,,,,0.3121,0.3181,,,0.3021,31.1,مشتری قرمز,0.0,0.0,,,,0,444.0
C_943921,0.7345,0.8189,0.9095,0.3656,0.5158,0.7787,0.7556,0.7007,,0.6234,70.2,مشتری پایدار,309491.32,0.1533,0.1504,0.0,1.0,2,80.0
C_944253,0.3121,0.3061,,,,0.3121,0.2139,,,0.4375,30.3,مشتری قرمز,0.0,0.0,,,,0,584.0
C_945055,0.3121,0.3061,,,,0.3121,0.4487,,,0.9151,36.5,مشتری قرمز,0.0,0.0,,,,0,318.0
C_948070,0.7795,0.7724,0.1852,0.3656,0.5158,0.684,0.8774,,,0.6811,59.9,مشتری پرچالش,687517.08,0.1133,0.0221,0.0,1.0,1,59.0
C_948373,0.7205,0.6971,0.8683,0.3656,0.5158,0.684,0.621,,,0.6106,65.0,مشتری پایدار,222809.3,0.0867,0.1415,0.0,1.0,1,157.0
C_949047,0.3121,0.3061,,,,0.3121,0.4591,,,0.8478,36.3,مشتری قرمز,0.0,0.0,,,,0,311.0
C_950113,0.3121,0.3061,,,,0.3121,0.4952,,,0.8894,37.1,مشتری قرمز,0.0,0.0,,,,0,283.0
C_951507,0.9053,0.9119,0.3169,0.3656,0.5158,0.9752,0.9191,0.7226,0.8154,0.8173,71.3,مشتری پایدار,4426031.33,0.28,0.0474,0.0,1.0,15,52.0
C_954731,0.3121,0.3061,,,,0.3121,0.516,,,0.8061,36.9,مشتری قرمز,0.0,0.0,,,,0,255.0
C_954849,0.3121,0.3061,,,,0.3121,0.3253,,,0.1354,30.3,مشتری قرمز,0.0,0.0,,,,0,430.0
C_957389,0.3121,0.3061,,,,0.3121,0.4591,,,0.8814,36.5,مشتری قرمز,0.0,0.0,,,,0,311.0
C_968987,0.3121,0.3061,,,,0.3121,0.0224,,,0.4327,27.4,مشتری قرمز,0.0,0.0,,,,0,864.0
C_969004,0.3121,0.3061,,,,0.3121,0.4688,,,0.0465,31.9,مشتری قرمز,0.0,0.0,,,,0,304.0
C_969243,0.3121,0.3061,,,,0.3121,0.0817,,,0.4503,28.4,مشتری قرمز,0.0,0.0,,,,0,759.0
C_969414,0.7562,0.9087,0.5885,0.9249,0.5158,0.8921,0.9191,0.6569,,0.5288,76.4,مشتری پایدار,473923.86,0.2733,0.0825,0.2465,1.0,5,52.0
C_969707,0.3121,0.3061,,,,0.3121,0.2428,,,0.3117,30.0,مشتری قرمز,0.0,0.0,,,,0,549.0
C_978571,0.3121,0.3061,,,,0.3121,0.0112,,,0.1595,25.6,مشتری قرمز,0.0,0.0,,,,0,878.0
C_979388,0.3121,0.3061,,,,0.3121,0.2949,,,0.3117,30.8,مشتری قرمز,0.0,0.0,,,,0,472.0
C_979950,0.3121,0.3061,,,,0.3121,0.2428,,,0.1186,28.9,مشتری قرمز,0.0,0.0,,,,0,549.0
C_980626,0.8152,0.9599,0.3745,0.7708,0.5158,0.9402,0.9191,0.3066,0.2077,0.6202,69.3,مشتری پایدار,1213592.38,0.3567,0.0558,0.0348,1.0,9,52.0
C_980741,0.3121,0.3061,,,,0.3121,0.0849,,,0.2188,27.1,مشتری قرمز,0.0,0.0,,,,0,752.0
C_980765,0.3121,0.3061,,,,0.3121,0.1723,,,0.1242,27.9,مشتری قرمز,0.0,0.0,,,,0,647.0
C_980766,0.3121,0.3061,,,,0.3121,0.2139,,,0.1266,28.5,مشتری قرمز,0.0,0.0,,,,0,584.0
C_980957,0.8696,0.7179,0.6955,0.3656,0.5158,0.684,0.6611,,0.2077,0.7676,64.7,مشتری پایدار,2342400.97,0.095,0.1014,0.0,1.0,1,129.0
C_981891,0.3121,0.3061,,,,0.3121,0.2188,,,0.1138,28.5,مشتری قرمز,0.0,0.0,,,,0,577.0
C_983306,0.3121,0.3061,,,,0.3121,0.1114,,,0.121,26.9,مشتری قرمز,0.0,0.0,,,,0,717.0
C_984759,0.8401,0.9904,0.1687,0.8893,0.5158,0.9076,0.7556,0.5839,0.8154,0.6154,71.9,مشتری پایدار,1629509.13,0.4467,0.0146,0.1792,1.0,6,80.0
C_986633,0.6879,0.8397,0.3827,0.3656,0.5158,0.8346,0.8774,0.4161,,0.2436,60.5,مشتری پایدار,97353.36,0.185,0.0569,0.0,1.0,3,59.0
C_997228,0.3121,0.3061,,,,0.3121,0.4776,,,0.6619,35.5,مشتری قرمز,0.0,0.0,,,,0,297.0
C_998322,0.3121,0.3061,,,,0.3121,0.0465,,,0.4872,28.0,مشتری قرمز,0.0,0.0,,,,0,822.0
CUST-001,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-002,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-003,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-004,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-005,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-006,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-007,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-008,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-009,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-010,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-011,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-012,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-013,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-014,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-015,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-016,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-017,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-018,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-019,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
CUST-020,0.3121,,,,,0.3121,,,,,31.2,مشتری قرمز,0.0,,,,,0,
