Customer_ID,Customer_Segment,Customer_Status,Location_ID,Sales_Rep_ID,Credit_Limit,Payment_Terms_Days,Recency_Days,Days_Since_Last_Order,Frequency_Orders,Monetary_Total_Revenue,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Last_Order_Date,First_Order_Date,Avg_Order_Interval_Days,Order_Interval_Std_Days,Avg_Payment_Delay_Days,Max_Payment_Delay_Days,Collections_Count,Bounced_Check_Rate,Lifetime_Days,Lifetime_Years,Annual_Sales_Trailing12M,Revenue_Total_Lifetime,Cost_Total_Lifetime,Margin_Total_Lifetime,Margin_Pct,Margin_Cost_Basis_Actual_Pct,Margin_RARE_Revenue_Pct,Margin_Confidence,LTV,Revenue_Share_As_Of_Month,Revenue_Share_Pct_Latest,Revenue_Share_Pct_Avg,Lifetime_Complaints,Recent_Complaints_12M,Biggest_Problem,Expected_Next_Order_Date,Days_Until_Expected_Next_Order,Risk_Score,Risk_Level,Recommended_Action
C_806376,C,غیرفعال,LOC-001,REP-002,1792000,30,241.0,241.0,710,82480454.56,3.0,1.0,1.0,311,Regular,2021-11-01,2020-10-05,0.6,2.2,23.1,56.0,770,0.01,392,1.07,44521941.34,82480454.56,74779195.4349,7701259.1251,0.0934,0.334,0.421,Medium,7701259.13,2022-06,0.0,0.205,17,13,حلقه‌های نامنظم,2021-11-01 14:24:00,-241.0,8.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_806530,B,غیرفعال,LOC-001,REP-003,266000,90,801.0,801.0,7,630219.34,5.0,3.0,3.0,533,Loyal Customers,2020-04-20,2020-04-06,2.3,3.6,22.2,48.0,8,0.0,14,0.04,0.0,630219.34,566690.1083,63529.23170000001,0.1008,0.405,0.128,Medium,63529.23,2022-06,0.0,0.0,0,0,,2020-04-22 07:12:00,-799.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_808695,B,فعال,LOC-014,REP-005,2354000,0,52.0,52.0,33,11667444.32,1.0,1.0,1.0,111,Lost / Churned,2022-05-09,2020-02-17,25.4,24.7,28.4,53.0,38,0.0,812,2.22,7820366.1,11667444.32,10584250.2805,1083194.0395,0.0928,0.328,0.928,Low,1083194.04,2022-06,0.0,0.385,0,0,,2022-06-03 09:36:00,-27.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_808942,C,فعال,LOC-012,REP-004,1369000,0,52.0,52.0,11,2293854.88,1.0,2.0,2.0,122,Lost / Churned,2022-05-09,2020-01-20,84.0,93.0,11.4,32.0,10,0.0,840,2.3,2165962.9699999997,2293854.88,2023569.2401,270285.6399,0.1178,0.368,0.137,Medium,270285.64,2022-06,0.0,0.135,0,0,,2022-08-01 00:00:00,32.0,1.0,Low,Upsell / grow share-of-wallet — low share vs estimated potential
C_812674,C,فعال,LOC-006,REP-007,1485000,0,115.0,115.0,27,5149181.03,2.0,1.0,2.0,212,Lost / Churned,2022-03-07,2020-03-16,27.7,37.1,25.6,48.0,30,0.033,721,1.97,3188820.08,5149181.03,4848677.4064,300503.62359999993,0.0584,0.321,0.042,Medium,300503.62,2022-06,0.0,0.1983,1,0,جمع‌شدگی خارج از محدوده,2022-04-03 16:48:00,-88.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_815893,C,غیرفعال,LOC-002,REP-004,6000,0,661.0,661.0,4,8837.55,5.0,3.0,5.0,535,Loyal Customers,2020-09-07,2019-12-23,86.3,59.5,18.8,40.0,5,0.0,259,0.71,0.0,8837.55,8090.4626,747.0874000000001,0.0845,0.5,0.0,High,747.09,2022-06,0.0,0.0,0,0,,2020-12-02 07:12:00,-575.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_815913,A,غیرفعال,LOC-010,REP-007,1066000,0,605.0,605.0,44,4093739.2199999997,5.0,1.0,2.0,512,New / Recent,2020-11-02,2020-01-27,6.5,9.5,24.9,56.0,47,0.0,280,0.77,0.0,4093739.2199999997,3781752.9521,311986.2678999999,0.0762,0.237,0.105,Medium,311986.27,2022-06,0.0,0.0,2,0,مینگل بیشتر از حد,2020-11-08 12:00:00,-599.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_820281,A,غیرفعال,LOC-015,REP-006,504000,0,388.0,388.0,15,3074260.63,4.0,2.0,2.0,422,New / Recent,2021-06-07,2020-02-17,34.0,57.6,19.7,48.0,12,0.083,476,1.3,0.0,3074260.63,2936380.8262,137879.80380000008,0.0448,0.455,0.0,Medium,137879.8,2022-06,0.0,0.0,0,0,,2021-07-11 00:00:00,-354.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_822722,B,غیرفعال,LOC-003,REP-004,41000,0,451.0,451.0,3,37506.14,4.0,4.0,5.0,445,Champions,2021-04-05,2021-02-01,31.5,14.8,27.0,41.0,3,0.0,63,0.17,0.0,37506.14,30523.475300000002,6982.664699999998,0.1862,0.0,0.638,Low,6982.66,2022-06,0.0,0.0,0,0,,2021-05-06 12:00:00,-420.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_824449,A,غیرفعال,LOC-011,REP-007,40000,0,542.0,542.0,1,26206.18,4.0,5.0,5.0,455,Champions,2021-01-04,2021-01-04,,,8.0,8.0,1,0.0,0,0.0,0.0,26206.18,43524.417,-17318.237,-0.6608,0.0,1.0,Low,-17318.24,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_825107,A,فعال,LOC-003,REP-004,279000,0,59.0,59.0,11,383810.43,1.0,2.0,3.0,123,Lost / Churned,2022-05-02,2021-02-15,44.1,32.0,24.2,49.0,9,0.0,441,1.21,379112.72,383810.43,372273.97959999996,11536.450400000007,0.0301,0.273,0.007,Medium,11536.45,2022-06,0.0,0.3908,0,0,,2022-06-15 02:24:00,-15.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_826339,A,غیرفعال,LOC-003,REP-002,1623000,0,346.0,346.0,6,3171420.69,3.0,3.0,2.0,332,Regular,2021-07-19,2021-02-08,32.2,45.5,23.2,42.0,8,0.0,161,0.44,1456647.49,3171420.69,3112461.4050000003,58959.28499999986,0.0186,0.222,0.383,Medium,58959.28,2022-06,0.0,0.0533,0,0,,2021-08-20 04:48:00,-314.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_827200,B,فعال,LOC-013,REP-003,30000,0,52.0,52.0,3,38689.72,1.0,4.0,5.0,145,At Risk (High Value),2022-05-09,2022-04-25,7.0,9.9,29.0,47.0,2,0.0,14,0.04,38689.72,38689.72,36117.006,2572.714,0.0665,0.286,0.0,Medium,2572.71,2022-06,0.0,0.11,0,0,,2022-05-16 00:00:00,-45.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_828155,A,فعال,LOC-005,REP-002,662000,0,143.0,143.0,11,1825208.36,2.0,2.0,2.0,222,Lost / Churned,2022-02-07,2020-06-22,59.5,53.4,22.9,48.0,13,0.0,595,1.63,977637.8899999999,1825208.36,1725701.035,99507.32500000003,0.0545,0.312,0.236,Medium,99507.33,2022-06,0.0,0.0867,0,0,,2022-04-07 12:00:00,-84.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_829082,C,فعال,LOC-003,REP-003,5761000,90,66.0,66.0,34,22458545.42,1.0,1.0,1.0,111,Lost / Churned,2022-04-25,2020-08-03,19.1,31.9,26.2,53.0,31,0.0,630,1.72,18664521.26,22458545.42,21206289.2285,1252256.1914999997,0.0558,0.459,0.598,Low,1252256.19,2022-06,0.0,0.3033,2,2,شید رنگ / راه‌راهی,2022-05-14 02:24:00,-47.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_831485,B,فعال,LOC-004,REP-003,2800000,0,66.0,66.0,15,5241129.46,1.0,2.0,2.0,122,Lost / Churned,2022-04-25,2020-02-10,57.5,55.6,17.1,42.0,14,0.0,805,2.2,4003900.65,5241129.46,4970013.2127,271116.24729999993,0.0517,0.525,0.656,Low,271116.25,2022-06,0.0,0.1442,0,0,,2022-06-21 12:00:00,-9.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_832816,A,غیرفعال,LOC-006,REP-002,219000,0,423.0,423.0,2,289589.28,4.0,4.0,3.0,443,Loyal Customers,2021-05-03,2021-05-03,0.0,,24.3,39.0,3,0.0,0,0.0,0.0,289589.28,247298.81779999996,42290.46220000002,0.146,0.5,1.0,Low,42290.46,2022-06,0.0,0.0,0,0,,2021-05-03 00:00:00,-423.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_836682,B,غیرفعال,LOC-005,REP-002,729000,0,465.0,465.0,1,485652.22000000003,4.0,5.0,3.0,453,Loyal Customers,2021-03-22,2021-03-22,,,30.0,30.0,1,0.0,0,0.0,0.0,485652.22000000003,364438.0612,121214.1588,0.2496,0.25,1.0,Low,121214.16,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_838088,B,فعال,LOC-003,REP-004,2534000,0,52.0,52.0,82,23022297.62,1.0,1.0,1.0,111,Lost / Churned,2022-05-09,2020-01-20,10.4,11.3,24.7,54.0,87,0.011,840,2.3,11898546.6,23022297.62,19990027.2162,3032270.4038,0.1317,0.294,0.451,Medium,3032270.4,2022-06,0.0,0.3767,1,0,روغن نامتوازن,2022-05-19 09:36:00,-42.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_839280,B,فعال,LOC-002,REP-007,357000,0,73.0,73.0,19,1092030.77,2.0,2.0,2.0,222,Lost / Churned,2022-04-18,2020-02-10,44.3,38.3,28.0,53.0,21,0.0,798,2.18,801845.71,1092030.77,987916.5767,104114.19330000001,0.0953,0.389,0.256,Medium,104114.19,2022-06,0.0,0.2392,0,0,,2022-06-01 07:12:00,-29.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_839421,A,غیرفعال,LOC-010,REP-002,5000,0,815.0,815.0,1,752.77,5.0,5.0,5.0,555,Champions,2020-04-06,2020-04-06,,,6.0,6.0,1,0.0,0,0.0,0.0,752.77,667.0999999999999,85.67000000000007,0.1138,0.0,0.0,Low,85.67,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_840617,C,غیرفعال,LOC-002,REP-006,5000,0,724.0,724.0,1,1919.23,5.0,5.0,5.0,555,Champions,2020-07-06,2020-07-06,,,8.0,8.0,1,0.0,0,0.0,0.0,1919.23,1663.9177,255.3123,0.133,0.333,0.0,Medium,255.31,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_841232,B,غیرفعال,LOC-016,REP-008,753000,30,612.0,612.0,3,932684.65,5.0,4.0,3.0,543,Loyal Customers,2020-10-26,2020-06-01,73.5,103.9,23.5,38.0,2,0.0,147,0.4,0.0,932684.65,808510.1726,124174.47739999996,0.1331,0.267,1.0,Low,124174.48,2022-06,0.0,0.0,0,0,,2021-01-07 12:00:00,-539.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_842281,C,غیرفعال,LOC-005,REP-007,306000,0,640.0,640.0,13,636542.62,5.0,2.0,3.0,523,Loyal Customers,2020-09-28,2020-01-13,21.6,49.0,24.1,48.0,11,0.0,259,0.71,0.0,636542.62,627304.1861,9238.433899999996,0.0145,0.358,0.187,Medium,9238.43,2022-06,0.0,0.0,2,0,کریمپ / حجم ناهمگون,2020-10-19 14:24:00,-619.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_842603,C,غیرفعال,LOC-003,REP-008,15000,0,472.0,472.0,10,39280.18,4.0,2.0,5.0,425,Loyal Customers,2021-03-15,2020-04-20,36.6,37.0,26.9,44.0,8,0.0,329,0.9,0.0,39280.18,38054.395,1225.7849999999999,0.0312,0.385,0.416,Medium,1225.78,2022-06,0.0,0.0,0,0,,2021-04-20 14:24:00,-436.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_843031,B,فعال,LOC-004,REP-003,5804000,30,87.0,87.0,3,7719281.75,2.0,4.0,1.0,241,Lost / Churned,2022-04-04,2022-03-21,7.0,9.9,15.8,35.0,5,0.0,14,0.04,7719281.75,7719281.75,6658433.688,1060848.062,0.1374,0.444,0.707,Low,1060848.06,2022-06,0.0,0.075,1,1,شید رنگ / راه‌راهی,2022-04-11 00:00:00,-80.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_848211,C,فعال,LOC-009,REP-001,5061000,30,73.0,73.0,94,23596446.42,2.0,1.0,1.0,211,Lost / Churned,2022-04-18,2020-01-27,8.7,9.8,23.3,56.0,96,0.0,812,2.22,15482358.969999999,23596446.42,22069056.7451,1527389.6748999995,0.0647,0.31,0.311,Medium,1527389.67,2022-06,0.0,0.3708,3,0,فیلامنت و پرز,2022-04-26 16:48:00,-65.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_849859,C,غیرفعال,LOC-015,REP-001,554000,0,556.0,556.0,1,368811.4,4.0,5.0,3.0,453,Loyal Customers,2020-12-21,2020-12-21,,,28.0,28.0,1,0.0,0,0.0,0.0,368811.4,258680.103,110131.29700000002,0.2986,0.0,1.0,Low,110131.3,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_851161,B,فعال,LOC-008,REP-002,514000,0,80.0,80.0,2,376992.93,2.0,4.0,3.0,243,Regular,2022-04-11,2022-04-04,7.0,,0.0,0.0,2,0.0,7,0.02,376992.93,376992.93,326403.61720000004,50589.31279999997,0.1342,0.5,0.0,High,50589.31,2022-06,0.0,0.035,0,0,,2022-04-18 00:00:00,-73.0,1.0,Low,Upsell / grow share-of-wallet — low share vs estimated potential
C_853926,B,فعال,LOC-005,REP-005,483000,0,59.0,59.0,81,5600436.48,1.0,1.0,1.0,111,Lost / Churned,2022-05-02,2020-02-24,10.0,20.0,22.5,55.0,83,0.024,798,2.18,1752652.46,5600436.48,5073329.336,527107.144,0.0941,0.321,0.031,Medium,527107.14,2022-06,0.0,0.2533,2,0,خرابی دوک و بسته‌بندی,2022-05-12 00:00:00,-49.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_854820,A,غیرفعال,LOC-011,REP-002,5000,0,675.0,675.0,1,984.55,5.0,5.0,5.0,555,Champions,2020-08-24,2020-08-24,,,17.0,17.0,1,0.0,0,0.0,0.0,984.55,960.8480000000001,23.701999999999884,0.0241,0.0,0.0,Low,23.7,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_857626,C,فعال,LOC-007,REP-001,6260000,30,73.0,73.0,26,31648683.81,2.0,1.0,1.0,211,Lost / Churned,2022-04-18,2021-04-05,15.1,15.3,23.8,55.0,26,0.0,378,1.03,31094335.66,31648683.81,27723933.2899,3924750.5201,0.124,0.47,1.0,Low,3924750.52,2022-06,0.0,0.3483,1,1,نوسان تعداد تاب,2022-05-03 02:24:00,-58.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_858384,C,غیرفعال,LOC-016,REP-006,16000,0,213.0,213.0,16,92063.92,3.0,2.0,4.0,324,Regular,2021-11-29,2020-03-30,40.6,64.9,25.1,53.0,19,0.0,609,1.67,62875.0,92063.92,88251.6791,3812.2409000000043,0.0414,0.333,0.0,Medium,3812.24,2022-06,0.0,0.2167,0,0,,2022-01-08 14:24:00,-173.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_858494,C,فعال,LOC-002,REP-002,130000,0,24.0,24.0,1,86609.47,1.0,5.0,4.0,154,At Risk (High Value),2022-06-06,2022-06-06,,,,,0,,0,0.0,86609.47,86609.47,78850.632,7758.838000000003,0.0896,0.0,1.0,Low,7758.84,2022-06,0.51,0.0425,0,0,,,,0.0,Low,Maintain regular engagement
C_860828,C,فعال,LOC-009,REP-004,259000,0,38.0,38.0,2,222455.65000000002,1.0,4.0,4.0,144,At Risk (High Value),2022-05-23,2020-12-21,518.0,,9.0,18.0,2,0.0,518,1.42,172129.76,222455.65000000002,224125.9961,-1670.3460999999807,-0.0075,1.0,0.0,High,-1670.35,2022-06,0.0,0.0467,0,0,,2023-10-23 00:00:00,480.0,1.0,Low,Upsell / grow share-of-wallet — low share vs estimated potential
C_860986,A,غیرفعال,LOC-015,REP-008,5000,0,710.0,710.0,1,1235.51,5.0,5.0,5.0,555,Champions,2020-07-20,2020-07-20,,,38.0,38.0,1,0.0,0,0.0,0.0,1235.51,1128.6096,106.90039999999993,0.0865,0.333,0.645,Low,106.9,2022-06,0.0,0.0,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_862106,B,فعال,LOC-010,REP-006,3916000,0,73.0,73.0,127,79749730.55,2.0,1.0,1.0,211,Lost / Churned,2022-04-18,2019-12-16,6.8,11.4,24.6,56.0,142,0.0,854,2.34,42554536.23,79749730.55,68664759.2853,11084971.2647,0.139,0.301,0.377,Medium,11084971.26,2022-06,0.0,0.2817,3,1,آسیب حمل و نقل,2022-04-24 19:12:00,-67.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_866805,C,غیرفعال,LOC-004,REP-004,177000,0,262.0,262.0,3,150433.51,3.0,4.0,4.0,344,Regular,2021-10-11,2021-09-20,10.5,14.8,29.8,49.0,4,0.0,21,0.06,150433.51,150433.51,140656.97209999998,9776.5379,0.065,0.0,0.0,Low,9776.54,2022-06,0.0,0.0575,0,0,,2021-10-21 12:00:00,-252.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_866894,A,فعال,LOC-010,REP-002,2079000,0,122.0,122.0,106,11893101.9,2.0,1.0,1.0,211,Lost / Churned,2022-02-28,2020-01-13,7.4,8.9,21.2,51.0,109,0.0,777,2.13,5992409.28,11893101.9,10228050.49,1665051.41,0.14,0.346,0.358,Medium,1665051.41,2022-06,0.0,0.2942,5,1,شید رنگ,2022-03-07 09:36:00,-115.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_867370,B,غیرفعال,LOC-013,REP-002,145000,90,423.0,423.0,16,760126.85,4.0,2.0,3.0,423,Loyal Customers,2021-05-03,2020-08-10,17.7,34.4,24.4,49.0,21,0.0,266,0.73,0.0,760126.85,723186.0193,36940.83069999996,0.0486,0.407,0.195,Medium,36940.83,2022-06,0.0,0.0,0,0,,2021-05-20 16:48:00,-406.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_870695,A,فعال,LOC-011,REP-003,206000,0,150.0,150.0,4,259242.75,2.0,3.0,4.0,234,Regular,2022-01-31,2020-07-27,184.3,266.6,24.8,43.0,4,0.0,553,1.51,136685.33,259242.75,251059.92599999998,8182.824000000007,0.0316,0.33,0.355,Medium,8182.82,2022-06,0.0,0.0558,3,1,بد پيچي,2022-08-03 07:12:00,34.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_871835,C,فعال,LOC-009,REP-002,674000,0,66.0,66.0,59,3941549.12,1.0,1.0,2.0,112,Lost / Churned,2022-04-25,2019-12-23,14.7,16.0,22.7,56.0,62,0.0,854,2.34,2631657.2199999997,3941549.12,3592657.2671,348891.85290000006,0.0885,0.284,0.12,Medium,348891.85,2022-06,0.0,0.3133,1,1,الصاق لیبل اشتباه,2022-05-09 16:48:00,-52.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_872928,A,فعال,LOC-016,REP-006,52000,0,150.0,150.0,6,67979.68,2.0,3.0,4.0,234,Regular,2022-01-31,2020-06-22,117.6,109.2,24.8,46.0,8,0.0,588,1.61,54073.729999999996,67979.68,63905.919200000004,4073.7607999999996,0.0599,0.3,0.0,Medium,4073.76,2022-06,0.0,0.1,0,0,,2022-05-28 14:24:00,-33.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_873415,C,غیرفعال,LOC-014,REP-003,86000,0,304.0,304.0,1,56673.61,3.0,5.0,5.0,355,Regular,2021-08-30,2021-08-30,,,45.0,45.0,1,0.0,0,0.0,56673.61,56673.61,48946.063500000004,7727.5465,0.1364,0.5,0.0,High,7727.55,2022-06,0.0,0.0408,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_876791,A,غیرفعال,LOC-014,REP-001,257000,0,451.0,451.0,1,171214.1,4.0,5.0,4.0,454,Champions,2021-04-05,2021-04-05,,,21.5,26.0,2,0.0,0,0.0,0.0,171214.1,166927.4312,4286.668800000021,0.025,1.0,0.0,High,4286.67,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_877858,A,فعال,LOC-013,REP-005,452000,0,59.0,59.0,158,7657401.38,1.0,1.0,1.0,111,Lost / Churned,2022-05-02,2020-01-13,5.4,6.5,22.0,56.0,166,0.012,840,2.3,5830624.06,7657401.38,7095453.4585,561947.9214999999,0.0734,0.319,0.064,Medium,561947.92,2022-06,0.0,0.3917,3,0,مینگل کمتر از حد,2022-05-07 09:36:00,-54.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_878590,A,غیرفعال,LOC-015,REP-001,68000,0,234.0,234.0,29,335030.58,3.0,1.0,3.0,313,Regular,2021-11-08,2020-01-13,23.8,22.1,22.8,46.0,29,0.0,665,1.82,164602.41,335030.58,309322.7981,25707.781899999994,0.0767,0.25,0.013,Medium,25707.78,2022-06,0.0,0.2175,1,0,شید رنگ,2021-12-01 19:12:00,-211.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_878777,A,غیرفعال,LOC-007,REP-007,5000,0,549.0,549.0,3,3589.02,4.0,4.0,5.0,445,Champions,2020-12-28,2020-02-10,161.0,168.3,20.0,37.0,3,0.0,322,0.88,0.0,3589.02,3301.0863,287.93370000000033,0.0802,1.0,0.0,High,287.93,2022-06,0.0,0.0,0,0,,2021-06-07 00:00:00,-388.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_883391,A,غیرفعال,LOC-006,REP-005,13000,0,675.0,675.0,1,8123.46,5.0,5.0,5.0,555,Champions,2020-08-24,2020-08-24,,,39.0,39.0,1,0.0,0,0.0,0.0,8123.46,7280.328799999999,843.1312000000007,0.1038,0.0,0.0,Low,843.13,2022-06,0.0,0.0,1,0,بدپیچی / سفتی بسته,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_883501,A,فعال,LOC-005,REP-005,28000,0,52.0,52.0,16,99527.58,1.0,2.0,4.0,124,Lost / Churned,2022-05-09,2020-03-09,52.7,45.6,27.4,50.0,17,0.0,791,2.17,43499.240000000005,99527.58,90804.5581,8723.021900000002,0.0876,0.429,0.009,Medium,8723.02,2022-06,0.0,0.0883,0,0,,2022-06-30 16:48:00,0.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_884864,A,فعال,LOC-001,REP-003,32000,0,38.0,38.0,35,188954.4,1.0,1.0,4.0,114,Lost / Churned,2022-05-23,2021-04-12,11.9,10.7,24.0,55.0,32,0.031,406,1.11,172080.49,188954.4,175309.2399,13645.1601,0.0722,0.363,0.057,Medium,13645.16,2022-06,0.0,0.365,1,0,استحکام پایین / پارگی,2022-06-03 21:36:00,-27.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_884977,C,غیرفعال,LOC-012,REP-002,646000,0,458.0,458.0,2,595500.11,4.0,4.0,3.0,443,Loyal Customers,2021-03-29,2020-12-21,98.0,,33.5,49.0,2,0.0,98,0.27,0.0,595500.11,547101.8892,48398.220800000025,0.0813,0.4,0.0,Medium,48398.22,2022-06,0.0,0.0,0,0,,2021-07-05 00:00:00,-360.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_886577,B,فعال,LOC-004,REP-006,555000,0,164.0,164.0,1,369991.32,2.0,5.0,3.0,253,Regular,2022-01-17,2022-01-17,,,13.0,13.0,1,0.0,0,0.0,369991.32,369991.32,347612.3736,22378.946400000008,0.0605,0.4,0.0,Medium,22378.95,2022-06,0.0,0.0542,0,0,,,,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_887838,A,غیرفعال,LOC-009,REP-003,154000,90,878.0,878.0,7,265230.44,5.0,3.0,4.0,534,Loyal Customers,2020-02-03,2020-01-20,2.3,3.6,18.4,46.0,8,0.0,14,0.04,0.0,265230.44,250013.9515,15216.488499999994,0.0574,0.273,0.244,Medium,15216.49,2022-06,0.0,0.0,0,0,,2020-02-05 07:12:00,-876.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_888956,C,فعال,LOC-006,REP-008,728000,0,31.0,31.0,61,5931147.65,1.0,1.0,1.0,111,Lost / Churned,2022-05-30,2020-02-10,14.0,12.8,23.1,53.0,69,0.014,840,2.3,4175109.19,5931147.65,5522512.5495,408635.1005,0.0689,0.423,0.087,Medium,408635.1,2022-06,0.0,0.3625,0,0,,2022-06-13 00:00:00,-17.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_889622,C,غیرفعال,LOC-005,REP-008,259000,0,801.0,801.0,1,172408.56,5.0,5.0,4.0,554,Champions,2020-04-20,2020-04-20,,,45.0,45.0,1,0.0,0,0.0,0.0,172408.56,167706.71649999998,4701.843500000003,0.0273,1.0,0.0,High,4701.84,2022-06,0.0,0.0,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_891574,C,فعال,LOC-016,REP-002,26000,0,101.0,101.0,9,64322.21,2.0,2.0,5.0,225,Regular,2022-03-21,2020-08-03,74.4,111.0,24.6,43.0,9,0.0,595,1.63,37653.55,64322.21,57615.059199999996,6707.150800000001,0.1043,0.333,0.0,Medium,6707.15,2022-06,0.0,0.1333,0,0,,2022-06-03 09:36:00,-27.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_892680,C,فعال,LOC-015,REP-003,43000,0,73.0,73.0,2,39922.11,2.0,4.0,5.0,245,At Risk (High Value),2022-04-18,2022-04-18,0.0,,15.0,15.0,1,0.0,0,0.0,39922.11,39922.11,32737.793,7184.316999999998,0.18,0.25,0.836,Low,7184.32,2022-06,0.0,0.0542,0,0,,2022-04-18 00:00:00,-73.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_894991,C,غیرفعال,LOC-007,REP-006,220000,0,479.0,479.0,1,146549.90000000002,4.0,5.0,4.0,454,Champions,2021-03-08,2021-03-08,,,5.0,5.0,1,0.0,0,0.0,0.0,146549.90000000002,142158.9528,4390.94720000001,0.03,0.0,0.0,Low,4390.95,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_895100,C,غیرفعال,LOC-012,REP-008,274000,0,451.0,451.0,1,182417.39,4.0,5.0,4.0,454,Champions,2021-04-05,2021-04-05,,,30.0,30.0,1,0.0,0,0.0,0.0,182417.39,159691.76640000002,22725.62359999999,0.1246,0.0,0.0,Low,22725.62,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_897743,A,غیرفعال,LOC-009,REP-001,309000,0,591.0,591.0,12,1656977.93,4.0,2.0,2.0,422,New / Recent,2020-11-16,2020-05-04,17.8,18.1,26.2,48.0,13,0.0,196,0.54,0.0,1656977.93,1511542.7363,145435.19370000006,0.0878,0.344,0.173,Medium,145435.19,2022-06,0.0,0.0,0,0,,2020-12-03 19:12:00,-574.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_899372,A,فعال,LOC-002,REP-006,636000,0,66.0,66.0,31,1886544.73,1.0,1.0,2.0,112,Lost / Churned,2022-04-25,2021-02-22,14.2,36.1,19.2,48.0,32,0.0,427,1.17,1288452.1300000001,1886544.73,1761869.0273,124675.7027,0.0661,0.261,0.539,Low,124675.7,2022-06,0.0,0.1317,0,0,,2022-05-09 04:48:00,-52.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
