Cost_Record_ID,Sales_Line_ID,شماره فاکتور,Product_ID,هزینه کل به ازای واحد,مقدار برگشتی,مبلغ برگشتی,Cost_Close_Date,Available_At,Source_System
COST-SL-00036079,SL-00036079,T_419063,P_431608,94.65,0.00,0.00,2021-06-28,2021-06-29,ERP_COSTING
COST-SL-00036080,SL-00036080,T_828751,P_RARE_Product_Family_03,69.70,0.00,0.00,2020-08-17,2020-08-18,ERP_COSTING
COST-SL-00036081,SL-00036081,T_127943,P_RARE_Product_Family_02,142.76,0.00,0.00,2021-01-13,2021-01-15,ERP_COSTING
COST-SL-00036084,SL-00036084,T_369556,P_305089,116.23,0.00,0.00,2020-01-26,2020-01-26,ERP_COSTING
COST-SL-00036090,SL-00036090,T_331092,P_RARE_Product_Family_04,55.90,0.00,0.00,2020-09-15,2020-09-17,ERP_COSTING
COST-SL-00036095,SL-00036095,T_440312,P_881226,89.88,0.00,0.00,2020-08-15,2020-08-15,ERP_COSTING
COST-SL-00036096,SL-00036096,T_508881,P_264078,171.87,0.00,0.00,2021-04-15,2021-04-17,ERP_COSTING
COST-SL-00036101,SL-00036101,T_887574,P_913911,105.90,0.00,0.00,2020-11-01,2020-11-01,ERP_COSTING
COST-SL-00036111,SL-00036111,T_566020,P_RARE_Product_Family_05,151.11,0.00,0.00,2020-05-02,2020-05-04,ERP_COSTING
COST-SL-00036116,SL-00036116,T_763927,P_RARE_Product_Family_03,119.71,0.00,0.00,2020-05-04,2020-05-04,ERP_COSTING
COST-SL-00036121,SL-00036121,T_673635,P_512113,198.59,0.95,185.06,2021-08-16,2021-08-16,ERP_COSTING
COST-SL-00036122,SL-00036122,T_543228,P_987950,182.60,0.00,0.00,2020-11-07,2020-11-09,ERP_COSTING
COST-SL-00036124,SL-00036124,T_989459,P_RARE_Product_Family_04,81.54,0.00,0.00,2020-08-13,2020-08-15,ERP_COSTING
COST-SL-00036125,SL-00036125,T_129474,P_565252,88.15,0.00,0.00,2020-07-07,2020-07-08,ERP_COSTING
COST-SL-00036134,SL-00036134,T_025215,P_RARE_Product_Family_03,409.58,0.00,0.00,2021-11-03,2021-11-04,ERP_COSTING
COST-SL-00036135,SL-00036135,T_675968,P_RARE_Product_Family_02,176.37,0.00,0.00,2021-01-01,2021-01-03,ERP_COSTING
COST-SL-00036139,SL-00036139,T_087608,P_571374,168.03,0.00,0.00,2020-05-16,2020-05-16,ERP_COSTING
COST-SL-00036143,SL-00036143,T_598825,P_RARE_Product_Family_06,40.11,0.00,0.00,2020-03-16,2020-03-17,ERP_COSTING
COST-SL-00036146,SL-00036146,T_880187,P_850083,730.44,0.00,0.00,2022-03-24,2022-03-24,ERP_COSTING
COST-SL-00036149,SL-00036149,T_347459,P_490196,161.50,0.00,0.00,2021-02-16,2021-02-16,ERP_COSTING
COST-SL-00036151,SL-00036151,T_821164,P_275491,107.88,0.00,0.00,2020-07-26,2020-07-26,ERP_COSTING
COST-SL-00036154,SL-00036154,T_978383,P_871899,51.46,0.00,0.00,2020-09-24,2020-09-25,ERP_COSTING
COST-SL-00036155,SL-00036155,T_231703,P_RARE_Product_Family_02,111.90,0.00,0.00,2020-06-27,2020-06-29,ERP_COSTING
COST-SL-00036160,SL-00036160,T_203836,P_947367,93.51,0.00,0.00,2020-03-23,2020-03-25,ERP_COSTING
COST-SL-00036165,SL-00036165,T_621690,P_809117,70.66,0.00,0.00,2020-07-17,2020-07-17,ERP_COSTING
COST-SL-00036166,SL-00036166,T_148864,P_RARE_Product_Family_05,93.21,0.00,0.00,2021-03-10,2021-03-12,ERP_COSTING
COST-SL-00036170,SL-00036170,T_586402,P_989994,70.65,0.00,0.00,2020-03-15,2020-03-16,ERP_COSTING
COST-SL-00036171,SL-00036171,T_039347,P_445943,212.08,0.00,0.00,2021-03-09,2021-03-11,ERP_COSTING
COST-SL-00036174,SL-00036174,T_431241,P_215807,164.82,0.38,72.53,2021-07-17,2021-07-17,ERP_COSTING
COST-SL-00036182,SL-00036182,T_779846,P_569202,220.64,0.00,0.00,2021-10-14,2021-10-16,ERP_COSTING
COST-SL-00036186,SL-00036186,T_118197,P_RARE_Product_Family_05,465.50,0.00,0.00,2021-12-15,2021-12-16,ERP_COSTING
COST-SL-00036187,SL-00036187,T_488653,P_RARE_Product_Family_05,157.68,0.00,0.00,2020-10-26,2020-10-26,ERP_COSTING
COST-SL-00036188,SL-00036188,T_390608,P_572494,77.15,0.00,0.00,2020-04-21,2020-04-23,ERP_COSTING
COST-SL-00036189,SL-00036189,T_345930,P_376116,44.31,0.00,0.00,2020-08-30,2020-08-31,ERP_COSTING
COST-SL-00036192,SL-00036192,T_044304,P_RARE_Product_Family_03,138.29,4.26,659.15,2020-12-29,2020-12-29,ERP_COSTING
COST-SL-00036197,SL-00036197,T_058890,P_572494,152.45,0.00,0.00,2021-04-23,2021-04-25,ERP_COSTING
COST-SL-00036198,SL-00036198,T_202064,P_569202,685.35,0.00,0.00,2022-06-20,2022-06-21,ERP_COSTING
COST-SL-00036199,SL-00036199,T_409375,P_979926,670.09,0.00,0.00,2022-06-29,2022-07-01,ERP_COSTING
COST-SL-00036203,SL-00036203,T_372537,P_769459,844.73,0.00,0.00,2022-06-25,2022-06-25,ERP_COSTING
COST-SL-00036206,SL-00036206,T_027345,P_874918,69.74,0.00,0.00,2020-09-09,2020-09-10,ERP_COSTING
COST-SL-00036209,SL-00036209,T_208142,P_RARE_Product_Family_04,68.34,0.00,0.00,2020-12-11,2020-12-12,ERP_COSTING
COST-SL-00036211,SL-00036211,T_174310,P_230552,435.04,0.00,0.00,2022-01-23,2022-01-24,ERP_COSTING
COST-SL-00036214,SL-00036214,T_041278,P_950323,52.86,18.92,"1,184.96",2020-04-22,2020-04-22,ERP_COSTING
COST-SL-00036215,SL-00036215,T_746344,P_459910,425.25,0.00,0.00,2021-11-15,2021-11-17,ERP_COSTING
COST-SL-00036223,SL-00036223,T_806376,P_525309,404.59,0.00,0.00,2021-12-07,2021-12-07,ERP_COSTING
COST-SL-00036226,SL-00036226,T_154793,P_964842,85.28,0.00,0.00,2020-05-09,2020-05-10,ERP_COSTING
COST-SL-00036228,SL-00036228,T_332696,P_826872,151.09,0.00,0.00,2020-11-16,2020-11-17,ERP_COSTING
COST-SL-00036229,SL-00036229,T_549555,P_362710,429.16,0.00,0.00,2021-12-15,2021-12-17,ERP_COSTING
COST-SL-00036234,SL-00036234,T_158679,P_494409,207.39,0.00,0.00,2020-12-27,2020-12-29,ERP_COSTING
COST-SL-00036235,SL-00036235,T_091281,P_218456,58.04,0.00,0.00,2020-03-20,2020-03-21,ERP_COSTING
COST-SL-00036239,SL-00036239,T_091281,P_RARE_Product_Family_03,59.55,0.00,0.00,2020-03-26,2020-03-26,ERP_COSTING
COST-SL-00036246,SL-00036246,T_964227,P_264078,114.57,0.00,0.00,2020-12-14,2020-12-15,ERP_COSTING
COST-SL-00036247,SL-00036247,T_849523,P_003511,79.57,0.00,0.00,2020-05-20,2020-05-22,ERP_COSTING
COST-SL-00036248,SL-00036248,T_626592,P_572494,150.71,0.00,0.00,2021-04-13,2021-04-13,ERP_COSTING
COST-SL-00036252,SL-00036252,T_928840,P_992126,140.77,0.00,0.00,2020-12-01,2020-12-03,ERP_COSTING
COST-SL-00036253,SL-00036253,T_451855,P_591650,173.67,0.00,0.00,2020-10-25,2020-10-26,ERP_COSTING
COST-SL-00036254,SL-00036254,T_405918,P_266515,43.23,0.00,0.00,2020-07-30,2020-08-01,ERP_COSTING
COST-SL-00036257,SL-00036257,T_208142,P_735610,62.51,0.00,0.00,2020-12-19,2020-12-19,ERP_COSTING
COST-SL-00036258,SL-00036258,T_168875,P_RARE_Product_Family_03,103.80,0.00,0.00,2020-10-07,2020-10-08,ERP_COSTING
COST-SL-00036259,SL-00036259,T_786174,P_964842,84.68,0.00,0.00,2020-10-12,2020-10-12,ERP_COSTING
COST-SL-00036261,SL-00036261,T_558487,P_RARE_Product_Family_04,51.11,0.00,0.00,2021-07-11,2021-07-11,ERP_COSTING
COST-SL-00036262,SL-00036262,T_343830,P_870060,102.49,0.00,0.00,2020-05-26,2020-05-27,ERP_COSTING
COST-SL-00036267,SL-00036267,T_311526,P_434331,67.42,113.66,"7,736.84",2020-01-10,2020-01-10,ERP_COSTING
COST-SL-00036270,SL-00036270,T_030448,P_RARE_Product_Family_02,60.09,0.00,0.00,2020-07-26,2020-07-26,ERP_COSTING
COST-SL-00036271,SL-00036271,T_884717,P_984332,461.05,0.00,0.00,2021-11-26,2021-11-28,ERP_COSTING
COST-SL-00036274,SL-00036274,T_075444,P_RARE_Product_Family_03,74.38,0.00,0.00,2021-04-12,2021-04-13,ERP_COSTING
COST-SL-00036284,SL-00036284,T_218257,P_514119,107.51,0.00,0.00,2020-09-15,2020-09-15,ERP_COSTING
COST-SL-00036285,SL-00036285,T_091287,P_468134,606.66,0.00,0.00,2022-06-09,2022-06-10,ERP_COSTING
COST-SL-00036288,SL-00036288,T_915538,P_174951,113.95,0.00,0.00,2020-12-07,2020-12-09,ERP_COSTING
COST-SL-00036290,SL-00036290,T_174457,P_769459,115.86,0.00,0.00,2020-07-23,2020-07-23,ERP_COSTING
COST-SL-00036296,SL-00036296,T_151063,P_RARE_Product_Family_04,68.13,0.00,0.00,2020-06-16,2020-06-16,ERP_COSTING
COST-SL-00036297,SL-00036297,T_702732,P_672805,112.70,0.00,0.00,2020-05-17,2020-05-19,ERP_COSTING
COST-SL-00036301,SL-00036301,T_282886,P_RARE_Product_Family_05,168.87,0.00,0.00,2021-01-05,2021-01-06,ERP_COSTING
COST-SL-00036302,SL-00036302,T_468423,P_RARE_Product_Family_03,89.80,0.00,0.00,2021-01-24,2021-01-24,ERP_COSTING
COST-SL-00036306,SL-00036306,T_924622,P_RARE_Product_Family_04,223.29,0.00,0.00,2021-11-20,2021-11-22,ERP_COSTING
COST-SL-00036307,SL-00036307,T_740362,P_RARE_Product_Family_03,180.28,0.00,0.00,2021-04-08,2021-04-09,ERP_COSTING
COST-SL-00036317,SL-00036317,T_644521,P_268100,41.78,0.00,0.00,2020-08-24,2020-08-24,ERP_COSTING
COST-SL-00036319,SL-00036319,T_645359,P_RARE_Product_Family_03,178.05,0.00,0.00,2021-04-28,2021-04-28,ERP_COSTING
COST-SL-00036322,SL-00036322,T_508371,P_572494,654.71,0.00,0.00,2022-02-22,2022-02-22,ERP_COSTING
COST-SL-00036323,SL-00036323,T_454293,P_869644,110.91,0.00,0.00,2020-06-14,2020-06-16,ERP_COSTING
COST-SL-00036326,SL-00036326,T_295655,P_582317,115.77,0.00,0.00,2020-10-07,2020-10-08,ERP_COSTING
COST-SL-00036329,SL-00036329,T_397448,P_RARE_Product_Family_03,109.20,0.00,0.00,2020-04-27,2020-04-28,ERP_COSTING
COST-SL-00036331,SL-00036331,T_743158,P_RARE_Product_Family_05,102.95,0.00,0.00,2020-03-07,2020-03-08,ERP_COSTING
COST-SL-00036334,SL-00036334,T_989527,P_979926,174.11,0.00,0.00,2021-03-24,2021-03-26,ERP_COSTING
COST-SL-00036335,SL-00036335,T_288736,P_RARE_Product_Family_05,269.64,0.00,0.00,2021-12-17,2021-12-17,ERP_COSTING
COST-SL-00036343,SL-00036343,T_152668,P_983543,165.79,0.00,0.00,2020-11-19,2020-11-21,ERP_COSTING
COST-SL-00036346,SL-00036346,T_140873,P_RARE_Product_Family_05,292.93,0.00,0.00,2021-08-29,2021-08-30,ERP_COSTING
COST-SL-00036348,SL-00036348,T_628686,P_528908,85.52,0.00,0.00,2020-07-03,2020-07-04,ERP_COSTING
COST-SL-00036349,SL-00036349,T_290559,P_RARE_Product_Family_04,46.42,0.00,0.00,2021-05-05,2021-05-05,ERP_COSTING
COST-SL-00036352,SL-00036352,T_060375,P_434331,103.76,0.00,0.00,2021-05-01,2021-05-01,ERP_COSTING
COST-SL-00036353,SL-00036353,T_142542,P_RARE_Product_Family_02,89.82,0.00,0.00,2020-07-27,2020-07-28,ERP_COSTING
COST-SL-00036358,SL-00036358,T_300639,P_RARE_Product_Family_03,202.92,0.00,0.00,2021-03-11,2021-03-11,ERP_COSTING
COST-SL-00036360,SL-00036360,T_202693,P_989994,120.25,0.00,0.00,2021-04-26,2021-04-28,ERP_COSTING
COST-SL-00036361,SL-00036361,T_426045,P_984332,97.28,0.00,0.00,2020-05-09,2020-05-10,ERP_COSTING
COST-SL-00036370,SL-00036370,T_649264,P_003764,65.10,0.00,0.00,2020-06-21,2020-06-22,ERP_COSTING
COST-SL-00036373,SL-00036373,T_954182,P_459910,188.77,0.00,0.00,2021-06-25,2021-06-25,ERP_COSTING
COST-SL-00036375,SL-00036375,T_333284,P_459910,603.27,0.00,0.00,2022-01-26,2022-01-26,ERP_COSTING
COST-SL-00036380,SL-00036380,T_170341,P_964660,383.21,0.00,0.00,2021-11-27,2021-11-27,ERP_COSTING
COST-SL-00036385,SL-00036385,T_314137,P_333505,68.57,0.00,0.00,2020-11-18,2020-11-19,ERP_COSTING
COST-SL-00036392,SL-00036392,T_718168,P_142957,182.03,0.00,0.00,2021-08-27,2021-08-29,ERP_COSTING
COST-SL-00036393,SL-00036393,T_922291,P_529239,457.48,0.00,0.00,2022-04-10,2022-04-10,ERP_COSTING
COST-SL-00036395,SL-00036395,T_943565,P_218831,140.92,0.00,0.00,2020-12-08,2020-12-08,ERP_COSTING
COST-SL-00036398,SL-00036398,T_738467,P_964660,173.02,0.00,0.00,2021-06-16,2021-06-18,ERP_COSTING
COST-SL-00036403,SL-00036403,T_986145,P_232438,114.56,0.00,0.00,2020-06-21,2020-06-21,ERP_COSTING
COST-SL-00036404,SL-00036404,T_028546,P_011998,60.36,0.00,0.00,2020-09-22,2020-09-23,ERP_COSTING
COST-SL-00036408,SL-00036408,T_077282,P_787809,80.59,0.00,0.00,2020-01-08,2020-01-10,ERP_COSTING
COST-SL-00036409,SL-00036409,T_917260,P_983543,235.38,0.00,0.00,2021-08-13,2021-08-13,ERP_COSTING
COST-SL-00036412,SL-00036412,T_140749,P_028268,106.76,0.00,0.00,2020-10-02,2020-10-04,ERP_COSTING
COST-SL-00036413,SL-00036413,T_040463,P_700346,112.90,0.00,0.00,2020-09-02,2020-09-03,ERP_COSTING
COST-SL-00036415,SL-00036415,T_385591,P_192876,82.66,0.00,0.00,2020-10-05,2020-10-06,ERP_COSTING
COST-SL-00036418,SL-00036418,T_799039,P_RARE_Product_Family_02,174.72,0.00,0.00,2021-07-22,2021-07-22,ERP_COSTING
COST-SL-00036420,SL-00036420,T_822692,P_565736,157.20,0.00,0.00,2020-12-05,2020-12-05,ERP_COSTING
COST-SL-00036421,SL-00036421,T_856551,P_RARE_Product_Family_04,66.49,0.00,0.00,2021-08-23,2021-08-24,ERP_COSTING
COST-SL-00036430,SL-00036430,T_338716,P_RARE_Product_Family_02,167.79,0.00,0.00,2021-08-15,2021-08-16,ERP_COSTING
COST-SL-00036435,SL-00036435,T_433534,P_156887,46.54,0.00,0.00,2020-08-27,2020-08-29,ERP_COSTING
COST-SL-00036440,SL-00036440,T_849921,P_434331,74.87,0.00,0.00,2020-11-24,2020-11-24,ERP_COSTING
COST-SL-00036450,SL-00036450,T_912071,P_275491,119.09,0.00,0.00,2020-06-17,2020-06-18,ERP_COSTING
COST-SL-00036451,SL-00036451,T_292719,P_593409,114.35,0.00,0.00,2020-08-24,2020-08-24,ERP_COSTING
COST-SL-00036456,SL-00036456,T_422117,P_637093,107.69,0.00,0.00,2020-08-21,2020-08-22,ERP_COSTING
COST-SL-00036462,SL-00036462,T_489335,P_RARE_Product_Family_02,182.08,0.00,0.00,2021-06-26,2021-06-26,ERP_COSTING
COST-SL-00036465,SL-00036465,T_034040,P_RARE_Product_Family_03,379.75,0.00,0.00,2021-12-30,2022-01-01,ERP_COSTING
COST-SL-00036468,SL-00036468,T_274803,P_639522,93.07,0.00,0.00,2020-12-11,2020-12-12,ERP_COSTING
COST-SL-00036472,SL-00036472,T_426045,P_266513,79.90,0.00,0.00,2020-05-04,2020-05-06,ERP_COSTING
COST-SL-00036478,SL-00036478,T_846942,P_RARE_Product_Family_04,366.96,0.00,0.00,2021-11-02,2021-11-03,ERP_COSTING
COST-SL-00036479,SL-00036479,T_445921,P_700346,149.69,0.00,0.00,2021-04-04,2021-04-04,ERP_COSTING
COST-SL-00036481,SL-00036481,T_785333,P_995645,90.19,0.00,0.00,2020-08-14,2020-08-15,ERP_COSTING
COST-SL-00036482,SL-00036482,T_374260,P_639522,280.91,0.00,0.00,2021-11-07,2021-11-09,ERP_COSTING
COST-SL-00036486,SL-00036486,T_345930,P_520245,51.49,0.00,0.00,2020-08-03,2020-08-03,ERP_COSTING
COST-SL-00036487,SL-00036487,T_425244,P_RARE_Product_Family_04,328.39,0.00,0.00,2021-12-29,2021-12-30,ERP_COSTING
COST-SL-00036497,SL-00036497,T_566205,P_RARE_Product_Family_03,380.92,0.00,0.00,2021-12-11,2021-12-13,ERP_COSTING
COST-SL-00036499,SL-00036499,T_213737,P_RARE_Product_Family_03,82.87,0.00,0.00,2021-05-09,2021-05-10,ERP_COSTING
COST-SL-00036505,SL-00036505,T_243645,P_RARE_Product_Family_03,423.29,0.00,0.00,2021-11-10,2021-11-11,ERP_COSTING
COST-SL-00036508,SL-00036508,T_927619,P_RARE_Product_Family_03,141.51,0.00,0.00,2020-12-08,2020-12-10,ERP_COSTING
COST-SL-00036510,SL-00036510,T_674538,P_275491,246.21,0.00,0.00,2021-10-26,2021-10-26,ERP_COSTING
COST-SL-00036511,SL-00036511,T_495345,P_228625,368.77,0.00,0.00,2021-12-09,2021-12-10,ERP_COSTING
COST-SL-00036517,SL-00036517,T_246440,P_RARE_Product_Family_03,130.46,0.00,0.00,2020-12-19,2020-12-20,ERP_COSTING
COST-SL-00036523,SL-00036523,T_027345,P_RARE_Product_Family_05,65.01,0.00,0.00,2020-09-13,2020-09-13,ERP_COSTING
COST-SL-00036528,SL-00036528,T_465280,P_RARE_Product_Family_05,231.53,0.00,0.00,2021-06-17,2021-06-18,ERP_COSTING
COST-SL-00036529,SL-00036529,T_687069,P_RARE_Product_Family_05,273.66,0.00,0.00,2021-07-20,2021-07-20,ERP_COSTING
COST-SL-00036532,SL-00036532,T_071944,P_RARE_Product_Family_03,177.37,0.00,0.00,2021-03-30,2021-03-31,ERP_COSTING
COST-SL-00036533,SL-00036533,T_701620,P_215807,124.37,0.00,0.00,2020-11-26,2020-11-28,ERP_COSTING
COST-SL-00036535,SL-00036535,T_923963,P_RARE_Product_Family_04,99.07,0.00,0.00,2021-07-31,2021-08-02,ERP_COSTING
COST-SL-00036536,SL-00036536,T_005159,P_408775,206.54,0.00,0.00,2021-05-03,2021-05-03,ERP_COSTING
COST-SL-00036538,SL-00036538,T_991770,P_667237,97.19,0.00,0.00,2021-07-07,2021-07-07,ERP_COSTING
COST-SL-00036546,SL-00036546,T_139613,P_RARE_Product_Family_01,107.40,0.00,0.00,2020-10-17,2020-10-18,ERP_COSTING
COST-SL-00036547,SL-00036547,T_183440,P_RARE_Product_Family_05,165.31,0.00,0.00,2020-06-04,2020-06-04,ERP_COSTING
COST-SL-00036548,SL-00036548,T_182500,P_427361,820.07,0.00,0.00,2022-05-16,2022-05-17,ERP_COSTING
COST-SL-00036552,SL-00036552,T_318272,P_565736,233.30,0.00,0.00,2021-04-16,2021-04-16,ERP_COSTING
COST-SL-00036554,SL-00036554,T_834999,P_RARE_Product_Family_02,75.48,0.00,0.00,2020-08-19,2020-08-19,ERP_COSTING
COST-SL-00036557,SL-00036557,T_971708,P_339338,93.06,0.00,0.00,2020-10-05,2020-10-07,ERP_COSTING
COST-SL-00036558,SL-00036558,T_668706,P_987950,124.26,0.00,0.00,2020-05-10,2020-05-10,ERP_COSTING
COST-SL-00036559,SL-00036559,T_433848,P_RARE_Product_Family_02,191.60,0.00,0.00,2021-04-06,2021-04-07,ERP_COSTING
COST-SL-00036560,SL-00036560,T_697094,P_444447,130.43,0.00,0.00,2020-12-14,2020-12-16,ERP_COSTING
COST-SL-00036567,SL-00036567,T_002379,P_037756,72.80,0.00,0.00,2020-12-30,2020-12-30,ERP_COSTING
COST-SL-00036571,SL-00036571,T_755491,P_995713,814.01,0.00,0.00,2022-02-08,2022-02-10,ERP_COSTING
COST-SL-00036576,SL-00036576,T_205117,P_487868,86.95,0.00,0.00,2020-07-10,2020-07-11,ERP_COSTING
COST-SL-00036577,SL-00036577,T_935630,P_RARE_Product_Family_02,826.85,0.00,0.00,2022-05-15,2022-05-17,ERP_COSTING
COST-SL-00036582,SL-00036582,T_776397,P_989994,65.22,0.00,0.00,2020-03-17,2020-03-18,ERP_COSTING
COST-SL-00036583,SL-00036583,T_525134,P_RARE_Product_Family_04,64.13,0.00,0.00,2020-01-26,2020-01-26,ERP_COSTING
COST-SL-00036586,SL-00036586,T_654103,P_RARE_Product_Family_05,252.47,0.00,0.00,2021-06-02,2021-06-04,ERP_COSTING
COST-SL-00036589,SL-00036589,T_221809,P_RARE_Product_Family_05,481.15,0.00,0.00,2021-12-10,2021-12-10,ERP_COSTING
COST-SL-00036591,SL-00036591,T_202693,P_218456,112.55,0.00,0.00,2021-04-29,2021-05-01,ERP_COSTING
COST-SL-00036594,SL-00036594,T_863115,P_950323,88.47,0.00,0.00,2021-04-05,2021-04-05,ERP_COSTING
COST-SL-00036600,SL-00036600,T_491349,P_140222,82.59,0.00,0.00,2020-10-25,2020-10-26,ERP_COSTING
COST-SL-00036603,SL-00036603,T_203780,P_693439,77.15,0.00,0.00,2020-05-29,2020-05-29,ERP_COSTING
COST-SL-00036604,SL-00036604,T_000968,P_811848,58.24,0.00,0.00,2020-09-21,2020-09-23,ERP_COSTING
COST-SL-00036605,SL-00036605,T_403037,P_RARE_Product_Family_03,652.95,0.00,0.00,2022-02-23,2022-02-23,ERP_COSTING
COST-SL-00036612,SL-00036612,T_009535,P_593409,194.86,0.00,0.00,2021-07-10,2021-07-11,ERP_COSTING
COST-SL-00036617,SL-00036617,T_125957,P_RARE_Product_Family_01,755.58,0.00,0.00,2022-05-18,2022-05-20,ERP_COSTING
COST-SL-00036618,SL-00036618,T_184367,P_RARE_Product_Family_04,782.02,0.00,0.00,2022-05-26,2022-05-27,ERP_COSTING
COST-SL-00036619,SL-00036619,T_703664,P_RARE_Product_Family_03,86.56,0.00,0.00,2020-03-10,2020-03-10,ERP_COSTING
COST-SL-00036621,SL-00036621,T_795341,P_855952,117.30,0.00,0.00,2020-12-11,2020-12-12,ERP_COSTING
COST-SL-00036622,SL-00036622,T_973909,P_003843,179.45,0.00,0.00,2021-08-08,2021-08-10,ERP_COSTING
COST-SL-00036627,SL-00036627,T_516397,P_RARE_Product_Family_04,64.82,0.00,0.00,2020-11-25,2020-11-26,ERP_COSTING
COST-SL-00036628,SL-00036628,T_586065,P_RARE_Product_Family_05,391.96,0.00,0.00,2021-11-08,2021-11-09,ERP_COSTING
COST-SL-00036636,SL-00036636,T_934915,P_RARE_Product_Family_02,303.25,0.00,0.00,2021-10-18,2021-10-18,ERP_COSTING
COST-SL-00036637,SL-00036637,T_758309,P_509864,104.92,0.00,0.00,2020-08-22,2020-08-24,ERP_COSTING
COST-SL-00036639,SL-00036639,T_288134,P_RARE_Product_Family_01,205.33,0.00,0.00,2021-04-18,2021-04-19,ERP_COSTING
COST-SL-00036640,SL-00036640,T_828204,P_817472,158.95,0.00,0.00,2020-06-19,2020-06-21,ERP_COSTING
COST-SL-00036641,SL-00036641,T_403872,P_RARE_Product_Family_03,125.12,0.00,0.00,2021-04-11,2021-04-11,ERP_COSTING
COST-SL-00036644,SL-00036644,T_125913,P_565736,255.18,0.00,0.00,2021-04-15,2021-04-16,ERP_COSTING
COST-SL-00036647,SL-00036647,T_347151,P_347425,108.24,0.00,0.00,2020-09-29,2020-09-29,ERP_COSTING
COST-SL-00036651,SL-00036651,T_930207,P_RARE_Product_Family_02,109.67,0.00,0.00,2020-08-30,2020-09-01,ERP_COSTING
COST-SL-00036654,SL-00036654,T_890729,P_532651,50.56,0.00,0.00,2020-02-26,2020-02-27,ERP_COSTING
COST-SL-00036657,SL-00036657,T_021802,P_RARE_Product_Family_03,111.69,0.00,0.00,2020-03-13,2020-03-15,ERP_COSTING
COST-SL-00036666,SL-00036666,T_767949,P_RARE_Product_Family_02,192.08,0.00,0.00,2021-05-29,2021-05-31,ERP_COSTING
COST-SL-00036667,SL-00036667,T_567107,P_028268,174.87,0.00,0.00,2021-07-12,2021-07-12,ERP_COSTING
COST-SL-00036669,SL-00036669,T_090889,P_062869,190.12,0.00,0.00,2021-10-10,2021-10-11,ERP_COSTING
COST-SL-00036672,SL-00036672,T_579486,P_RARE_Product_Family_05,278.80,0.00,0.00,2021-03-28,2021-03-28,ERP_COSTING
COST-SL-00036677,SL-00036677,T_980863,P_379523,78.76,0.00,0.00,2020-02-06,2020-02-07,ERP_COSTING
COST-SL-00036678,SL-00036678,T_318854,P_169818,78.69,0.00,0.00,2020-04-04,2020-04-05,ERP_COSTING
COST-SL-00036681,SL-00036681,T_350894,P_RARE_Product_Family_03,108.11,0.00,0.00,2020-06-29,2020-06-30,ERP_COSTING
COST-SL-00036690,SL-00036690,T_405918,P_266515,53.40,0.00,0.00,2020-07-05,2020-07-06,ERP_COSTING
COST-SL-00036693,SL-00036693,T_040870,P_230552,70.53,0.00,0.00,2020-06-02,2020-06-04,ERP_COSTING
COST-SL-00036694,SL-00036694,T_565322,P_RARE_Product_Family_05,218.89,0.00,0.00,2021-05-22,2021-05-22,ERP_COSTING
COST-SL-00036695,SL-00036695,T_263891,P_RARE_Product_Family_01,179.92,0.00,0.00,2021-07-08,2021-07-10,ERP_COSTING
COST-SL-00036701,SL-00036701,T_822587,P_RARE_Product_Family_03,99.55,0.00,0.00,2021-08-06,2021-08-08,ERP_COSTING
COST-SL-00036702,SL-00036702,T_651872,P_483111,94.17,0.00,0.00,2020-11-25,2020-11-26,ERP_COSTING
COST-SL-00036704,SL-00036704,T_789081,P_RARE_Product_Family_03,113.90,0.00,0.00,2020-09-07,2020-09-08,ERP_COSTING
COST-SL-00036710,SL-00036710,T_113302,P_906847,180.97,0.00,0.00,2021-07-10,2021-07-12,ERP_COSTING
COST-SL-00036714,SL-00036714,T_116294,P_RARE_Product_Family_03,104.16,0.00,0.00,2020-07-19,2020-07-19,ERP_COSTING
COST-SL-00036715,SL-00036715,T_229464,P_529239,122.85,0.00,0.00,2021-09-07,2021-09-08,ERP_COSTING
COST-SL-00036720,SL-00036720,T_057458,P_RARE_Product_Family_05,380.50,0.00,0.00,2021-10-22,2021-10-23,ERP_COSTING
COST-SL-00036721,SL-00036721,T_176644,P_189690,295.70,0.00,0.00,2021-03-31,2021-03-31,ERP_COSTING
COST-SL-00036725,SL-00036725,T_960879,P_062869,183.45,0.00,0.00,2021-08-17,2021-08-19,ERP_COSTING
COST-SL-00036730,SL-00036730,T_472599,P_RARE_Product_Family_05,977.70,30.54,"32,796.30",2022-04-07,2022-04-07,ERP_COSTING
COST-SL-00036731,SL-00036731,T_980107,P_645213,272.55,0.00,0.00,2021-03-27,2021-03-28,ERP_COSTING
COST-SL-00036735,SL-00036735,T_511694,P_850562,69.38,0.00,0.00,2020-04-19,2020-04-21,ERP_COSTING
COST-SL-00036741,SL-00036741,T_185630,P_664570,205.77,0.78,183.32,2021-09-25,2021-09-25,ERP_COSTING
COST-SL-00036746,SL-00036746,T_286253,P_823428,164.82,0.00,0.00,2021-03-24,2021-03-25,ERP_COSTING
COST-SL-00036747,SL-00036747,T_137577,P_769459,188.41,0.00,0.00,2021-03-01,2021-03-01,ERP_COSTING
COST-SL-00036751,SL-00036751,T_125417,P_RARE_Product_Family_03,905.61,0.00,0.00,2022-04-11,2022-04-12,ERP_COSTING
