شماره فاکتور,تاریخ,Customer_ID,ماه,سال,Available_At,Source_System
T_907344,2020-09-07,C_117580,M09,SY02,2020-09-08,ERP_SALES
T_907365,2020-08-24,C_763947,M08,SY02,2020-08-25,ERP_SALES
T_907437,2021-05-10,C_027096,M05,SY03,2021-05-11,ERP_SALES
T_907517,2021-01-25,C_174878,M01,SY03,2021-01-26,ERP_SALES
T_907666,2020-06-01,C_051706,M06,SY02,2020-06-02,ERP_SALES
T_907674,2020-03-23,C_282979,M03,SY02,2020-03-24,ERP_SALES
T_907692,2021-11-29,C_338236,M11,SY03,2021-11-30,ERP_SALES
T_907704,2022-05-16,C_170045,M05,SY04,2022-05-17,ERP_SALES
T_907714,2020-02-10,C_939370,M02,SY02,2020-02-11,ERP_SALES
T_907793,2020-12-14,C_806376,M12,SY02,2020-12-15,ERP_SALES
T_907863,2020-06-01,C_117580,M06,SY02,2020-06-02,ERP_SALES
T_907890,2019-12-23,C_815893,M12,SY01,2019-12-24,ERP_SALES
T_907910,2021-01-04,C_051535,M01,SY03,2021-01-05,ERP_SALES
T_908021,2022-03-14,C_600979,M03,SY04,2022-03-15,ERP_SALES
T_908053,2020-02-03,C_645011,M02,SY02,2020-02-04,ERP_SALES
T_908182,2020-07-27,C_431655,M07,SY02,2020-07-28,ERP_SALES
T_908242,2020-06-29,C_951507,M06,SY02,2020-06-30,ERP_SALES
T_908357,2021-12-13,C_939370,M12,SY03,2021-12-14,ERP_SALES
T_908438,2020-10-05,C_329432,M10,SY02,2020-10-06,ERP_SALES
T_908454,2021-02-01,C_548964,M02,SY03,2021-02-02,ERP_SALES
T_908459,2021-08-02,C_739947,M08,SY03,2021-08-03,ERP_SALES
T_908464,2020-11-16,C_806376,M11,SY02,2020-11-17,ERP_SALES
T_908555,2022-04-25,C_282979,M04,SY04,2022-04-26,ERP_SALES
T_908565,2020-11-23,C_074947,M11,SY02,2020-11-24,ERP_SALES
T_908613,2019-12-23,C_412635,M12,SY01,2019-12-24,ERP_SALES
T_908633,2021-05-10,C_884864,M05,SY03,2021-05-11,ERP_SALES
T_908647,2021-11-15,C_530981,M11,SY03,2021-11-16,ERP_SALES
T_908794,2021-10-18,C_969414,M10,SY03,2021-10-19,ERP_SALES
T_908870,2020-07-13,C_691869,M07,SY02,2020-07-14,ERP_SALES
T_908884,2021-07-19,C_431655,M07,SY03,2021-07-20,ERP_SALES
T_908932,2021-07-12,C_762928,M07,SY03,2021-07-13,ERP_SALES
T_908988,2021-05-24,C_227683,M05,SY03,2021-05-25,ERP_SALES
T_909070,2021-08-09,C_361746,M08,SY03,2021-08-10,ERP_SALES
T_909159,2020-07-27,C_387172,M07,SY02,2020-07-28,ERP_SALES
T_909182,2020-06-15,C_915518,M06,SY02,2020-06-16,ERP_SALES
T_909228,2020-03-02,C_683666,M03,SY02,2020-03-03,ERP_SALES
T_909248,2020-05-25,C_815913,M05,SY02,2020-05-26,ERP_SALES
T_909343,2022-04-04,C_317124,M04,SY04,2022-04-05,ERP_SALES
T_909381,2020-02-10,C_412635,M02,SY02,2020-02-11,ERP_SALES
T_909556,2020-02-10,C_980626,M02,SY02,2020-02-11,ERP_SALES
T_909690,2020-08-17,C_633661,M08,SY02,2020-08-18,ERP_SALES
T_909701,2020-10-26,C_698497,M10,SY02,2020-10-27,ERP_SALES
T_909725,2021-10-11,C_431655,M10,SY03,2021-10-12,ERP_SALES
T_909819,2020-01-06,C_245948,M01,SY02,2020-01-07,ERP_SALES
T_909929,2020-05-18,C_117580,M05,SY02,2020-05-19,ERP_SALES
T_909982,2021-06-28,C_739947,M06,SY03,2021-06-29,ERP_SALES
T_910132,2021-05-31,C_469142,M05,SY03,2021-06-01,ERP_SALES
T_910175,2021-09-06,C_336021,M09,SY03,2021-09-07,ERP_SALES
T_910321,2020-06-29,C_086403,M06,SY02,2020-06-30,ERP_SALES
T_910344,2020-06-08,C_063926,M06,SY02,2020-06-09,ERP_SALES
T_910347,2020-11-30,C_661757,M11,SY02,2020-12-01,ERP_SALES
T_910353,2020-03-23,C_117580,M03,SY02,2020-03-24,ERP_SALES
T_910550,2021-02-22,C_150182,M02,SY03,2021-02-23,ERP_SALES
T_910594,2020-07-20,C_113139,M07,SY02,2020-07-21,ERP_SALES
T_910650,2021-03-01,C_419410,M03,SY03,2021-03-02,ERP_SALES
T_910678,2022-01-03,C_051706,M01,SY04,2022-01-04,ERP_SALES
T_910726,2020-04-13,C_185126,M04,SY02,2020-04-14,ERP_SALES
T_910767,2021-10-25,C_749821,M10,SY03,2021-10-26,ERP_SALES
T_910935,2020-10-05,C_951507,M10,SY02,2020-10-06,ERP_SALES
T_911086,2021-08-02,C_050237,M08,SY03,2021-08-03,ERP_SALES
T_911097,2020-11-30,C_465481,M11,SY02,2020-12-01,ERP_SALES
T_911154,2021-04-05,C_051535,M04,SY03,2021-04-06,ERP_SALES
T_911196,2021-11-01,C_806376,M11,SY03,2021-11-02,ERP_SALES
T_911421,2020-08-31,C_117580,M08,SY02,2020-09-01,ERP_SALES
T_911462,2021-03-08,C_287361,M03,SY03,2021-03-09,ERP_SALES
T_911533,2020-11-02,C_691158,M11,SY02,2020-11-03,ERP_SALES
T_911537,2021-08-30,C_101842,M08,SY03,2021-08-31,ERP_SALES
T_911578,2021-05-24,C_997228,M05,SY03,2021-05-25,ERP_SALES
T_911588,2020-11-16,C_322219,M11,SY02,2020-11-17,ERP_SALES
T_911815,2020-11-30,C_633661,M11,SY02,2020-12-01,ERP_SALES
T_911915,2021-12-27,C_633661,M12,SY03,2021-12-28,ERP_SALES
T_911951,2020-06-29,C_746892,M06,SY02,2020-06-30,ERP_SALES
T_912042,2022-03-14,C_903161,M03,SY04,2022-03-15,ERP_SALES
T_912053,2020-12-14,C_245948,M12,SY02,2020-12-15,ERP_SALES
T_912071,2020-06-01,C_117580,M06,SY02,2020-06-02,ERP_SALES
T_912103,2022-01-03,C_358504,M01,SY04,2022-01-04,ERP_SALES
T_912148,2020-02-03,C_086972,M02,SY02,2020-02-04,ERP_SALES
T_912427,2020-09-07,C_980626,M09,SY02,2020-09-08,ERP_SALES
T_912458,2020-10-19,C_808695,M10,SY02,2020-10-20,ERP_SALES
T_912498,2020-06-01,C_984759,M06,SY02,2020-06-02,ERP_SALES
T_912586,2020-03-23,C_815913,M03,SY02,2020-03-24,ERP_SALES
T_912631,2021-06-14,C_705572,M06,SY03,2021-06-15,ERP_SALES
T_912700,2020-04-06,C_769450,M04,SY02,2020-04-07,ERP_SALES
T_912874,2021-10-25,C_074947,M10,SY03,2021-10-26,ERP_SALES
T_912963,2022-05-16,C_768792,M05,SY04,2022-05-17,ERP_SALES
T_913033,2022-01-10,C_507964,M01,SY04,2022-01-11,ERP_SALES
T_913084,2022-01-31,C_740903,M01,SY04,2022-02-01,ERP_SALES
T_913174,2022-04-18,C_479796,M04,SY04,2022-04-19,ERP_SALES
T_913183,2020-08-24,C_421536,M08,SY02,2020-08-25,ERP_SALES
T_913223,2020-12-07,C_267443,M12,SY02,2020-12-08,ERP_SALES
T_913255,2021-10-25,C_943921,M10,SY03,2021-10-26,ERP_SALES
T_913351,2021-09-20,C_937594,M09,SY03,2021-09-21,ERP_SALES
T_913360,2021-11-08,C_361181,M11,SY03,2021-11-09,ERP_SALES
T_913393,2021-07-19,C_762928,M07,SY03,2021-07-20,ERP_SALES
T_913472,2020-08-31,C_329432,M08,SY02,2020-09-01,ERP_SALES
T_913482,2021-10-04,C_806376,M10,SY03,2021-10-05,ERP_SALES
T_913622,2020-04-27,C_705572,M04,SY02,2020-04-28,ERP_SALES
T_913736,2020-04-06,C_714619,M04,SY02,2020-04-07,ERP_SALES
T_913760,2021-05-03,C_398853,M05,SY03,2021-05-04,ERP_SALES
T_913878,2020-10-12,C_683666,M10,SY02,2020-10-13,ERP_SALES
T_913893,2020-02-10,C_172705,M02,SY02,2020-02-11,ERP_SALES
T_913898,2021-11-29,C_472366,M11,SY03,2021-11-30,ERP_SALES
T_913920,2020-11-23,C_731802,M11,SY02,2020-11-24,ERP_SALES
T_913966,2020-03-09,C_590257,M03,SY02,2020-03-10,ERP_SALES
T_914056,2020-06-01,C_245948,M06,SY02,2020-06-02,ERP_SALES
T_914210,2020-03-16,C_185126,M03,SY02,2020-03-17,ERP_SALES
T_914277,2020-07-06,C_455087,M07,SY02,2020-07-07,ERP_SALES
T_914394,2020-09-28,C_051706,M09,SY02,2020-09-29,ERP_SALES
T_914398,2020-02-03,C_479796,M02,SY02,2020-02-04,ERP_SALES
T_914471,2022-04-18,C_749821,M04,SY04,2022-04-19,ERP_SALES
T_914482,2020-09-28,C_862106,M09,SY02,2020-09-29,ERP_SALES
T_914608,2021-06-21,C_806376,M06,SY03,2021-06-22,ERP_SALES
T_914611,2020-03-16,C_633661,M03,SY02,2020-03-17,ERP_SALES
T_914744,2021-09-20,C_479796,M09,SY03,2021-09-21,ERP_SALES
T_914752,2022-05-09,C_762928,M05,SY04,2022-05-10,ERP_SALES
T_914998,2021-01-25,C_455087,M01,SY03,2021-01-26,ERP_SALES
T_915069,2020-01-06,C_939370,M01,SY02,2020-01-07,ERP_SALES
T_915109,2021-09-27,C_527060,M09,SY03,2021-09-28,ERP_SALES
T_915177,2020-07-13,C_691869,M07,SY02,2020-07-14,ERP_SALES
T_915237,2021-03-08,C_317124,M03,SY03,2021-03-09,ERP_SALES
T_915285,2021-06-14,C_051535,M06,SY03,2021-06-15,ERP_SALES
T_915464,2021-11-15,C_472366,M11,SY03,2021-11-16,ERP_SALES
T_915536,2021-04-05,C_746892,M04,SY03,2021-04-06,ERP_SALES
T_915538,2020-11-23,C_903161,M11,SY02,2020-11-24,ERP_SALES
T_915553,2020-06-22,C_117580,M06,SY02,2020-06-23,ERP_SALES
T_915887,2021-06-21,C_806376,M06,SY03,2021-06-22,ERP_SALES
T_915931,2020-06-01,C_126481,M06,SY02,2020-06-02,ERP_SALES
T_915950,2020-06-15,C_812674,M06,SY02,2020-06-16,ERP_SALES
T_915956,2020-09-21,C_951507,M09,SY02,2020-09-22,ERP_SALES
T_915967,2020-07-20,C_593639,M07,SY02,2020-07-21,ERP_SALES
T_916102,2020-05-18,C_551361,M05,SY02,2020-05-19,ERP_SALES
T_916107,2020-03-02,C_245948,M03,SY02,2020-03-03,ERP_SALES
T_916252,2022-02-07,C_042732,M02,SY04,2022-02-08,ERP_SALES
T_916253,2020-07-06,C_150182,M07,SY02,2020-07-07,ERP_SALES
T_916303,2021-07-05,C_172705,M07,SY03,2021-07-06,ERP_SALES
T_916378,2020-05-18,C_565612,M05,SY02,2020-05-19,ERP_SALES
T_916473,2020-06-29,C_284990,M06,SY02,2020-06-30,ERP_SALES
T_916488,2020-06-29,C_769450,M06,SY02,2020-06-30,ERP_SALES
T_916500,2020-05-25,C_714619,M05,SY02,2020-05-26,ERP_SALES
T_916531,2021-09-13,C_661757,M09,SY03,2021-09-14,ERP_SALES
T_916572,2020-09-14,C_703801,M09,SY02,2020-09-15,ERP_SALES
T_916780,2021-06-21,C_746892,M06,SY03,2021-06-22,ERP_SALES
T_916797,2020-01-27,C_848211,M01,SY02,2020-01-28,ERP_SALES
T_916848,2022-04-04,C_698497,M04,SY04,2022-04-05,ERP_SALES
T_916855,2020-12-14,C_603968,M12,SY02,2020-12-15,ERP_SALES
T_916916,2020-10-12,C_984759,M10,SY02,2020-10-13,ERP_SALES
T_916947,2021-11-22,C_749821,M11,SY03,2021-11-23,ERP_SALES
T_916956,2020-08-10,C_535756,M08,SY02,2020-08-11,ERP_SALES
T_916959,2020-12-28,C_633661,M12,SY02,2020-12-29,ERP_SALES
T_917030,2021-01-18,C_871835,M01,SY03,2021-01-19,ERP_SALES
T_917131,2020-07-13,C_900728,M07,SY02,2020-07-14,ERP_SALES
T_917260,2021-07-12,C_937594,M07,SY03,2021-07-13,ERP_SALES
T_917393,2020-10-12,C_267443,M10,SY02,2020-10-13,ERP_SALES
T_917604,2020-03-16,C_376594,M03,SY02,2020-03-17,ERP_SALES
T_917651,2020-08-10,C_763443,M08,SY02,2020-08-11,ERP_SALES
T_917754,2021-10-25,C_507964,M10,SY03,2021-10-26,ERP_SALES
T_917772,2020-08-31,C_117580,M08,SY02,2020-09-01,ERP_SALES
T_917890,2021-02-08,C_878590,M02,SY03,2021-02-09,ERP_SALES
T_918048,2022-04-18,C_389825,M04,SY04,2022-04-19,ERP_SALES
T_918081,2020-08-03,C_603968,M08,SY02,2020-08-04,ERP_SALES
T_918252,2020-10-26,C_292582,M10,SY02,2020-10-27,ERP_SALES
T_918292,2020-02-24,C_444616,M02,SY02,2020-02-25,ERP_SALES
T_918315,2021-06-14,C_884864,M06,SY03,2021-06-15,ERP_SALES
T_918363,2021-07-26,C_746892,M07,SY03,2021-07-27,ERP_SALES
T_918558,2020-10-26,C_258325,M10,SY02,2020-10-27,ERP_SALES
T_918571,2021-05-10,C_806376,M05,SY03,2021-05-11,ERP_SALES
T_918575,2021-07-19,C_573297,M07,SY03,2021-07-20,ERP_SALES
T_918588,2021-03-22,C_806376,M03,SY03,2021-03-23,ERP_SALES
T_918605,2020-08-03,C_739258,M08,SY02,2020-08-04,ERP_SALES
T_918642,2020-07-27,C_593639,M07,SY02,2020-07-28,ERP_SALES
T_918755,2022-01-31,C_472366,M01,SY04,2022-02-01,ERP_SALES
T_918886,2020-09-07,C_401016,M09,SY02,2020-09-08,ERP_SALES
T_918925,2020-12-14,C_633661,M12,SY02,2020-12-15,ERP_SALES
T_918983,2020-03-09,C_126481,M03,SY02,2020-03-10,ERP_SALES
T_919001,2021-03-08,C_937594,M03,SY03,2021-03-09,ERP_SALES
T_919071,2020-09-21,C_091997,M09,SY02,2020-09-22,ERP_SALES
T_919119,2020-03-16,C_943921,M03,SY02,2020-03-17,ERP_SALES
T_919172,2020-04-27,C_317216,M04,SY02,2020-04-28,ERP_SALES
T_919280,2020-06-08,C_915518,M06,SY02,2020-06-09,ERP_SALES
T_919282,2020-01-13,C_746892,M01,SY02,2020-01-14,ERP_SALES
T_919526,2020-06-22,C_691869,M06,SY02,2020-06-23,ERP_SALES
T_919611,2020-08-24,C_063809,M08,SY02,2020-08-25,ERP_SALES
T_919625,2021-01-04,C_746892,M01,SY03,2021-01-05,ERP_SALES
T_919634,2021-05-17,C_113139,M05,SY03,2021-05-18,ERP_SALES
T_919722,2020-08-24,C_401016,M08,SY02,2020-08-25,ERP_SALES
T_919854,2021-04-19,C_839280,M04,SY03,2021-04-20,ERP_SALES
T_919963,2021-08-02,C_939370,M08,SY03,2021-08-03,ERP_SALES
T_920083,2021-09-06,C_603877,M09,SY03,2021-09-07,ERP_SALES
T_920215,2020-05-25,C_117580,M05,SY02,2020-05-26,ERP_SALES
T_920268,2021-07-12,C_806376,M07,SY03,2021-07-13,ERP_SALES
T_920446,2020-07-06,C_853926,M07,SY02,2020-07-07,ERP_SALES
T_920470,2021-04-19,C_914687,M04,SY03,2021-04-20,ERP_SALES
T_920557,2021-06-21,C_336021,M06,SY03,2021-06-22,ERP_SALES
T_920724,2022-04-18,C_512992,M04,SY04,2022-04-19,ERP_SALES
T_920744,2021-08-30,C_806376,M08,SY03,2021-08-31,ERP_SALES
T_920761,2020-11-30,C_986633,M11,SY02,2020-12-01,ERP_SALES
T_920775,2020-10-19,C_401016,M10,SY02,2020-10-20,ERP_SALES
T_920817,2020-07-13,C_519849,M07,SY02,2020-07-14,ERP_SALES
T_920931,2022-04-04,C_419410,M04,SY04,2022-04-05,ERP_SALES
T_920958,2020-03-16,C_051706,M03,SY02,2020-03-17,ERP_SALES
T_921102,2022-02-14,C_705572,M02,SY04,2022-02-15,ERP_SALES
T_921162,2020-09-28,C_479796,M09,SY02,2020-09-29,ERP_SALES
T_921170,2020-04-27,C_144468,M04,SY02,2020-04-28,ERP_SALES
T_921246,2021-11-15,C_412635,M11,SY03,2021-11-16,ERP_SALES
T_921304,2021-11-29,C_915518,M11,SY03,2021-11-30,ERP_SALES
T_921327,2020-07-27,C_951507,M07,SY02,2020-07-28,ERP_SALES
T_921389,2021-06-28,C_144468,M06,SY03,2021-06-29,ERP_SALES
T_921486,2020-10-05,C_730195,M10,SY02,2020-10-06,ERP_SALES
T_921707,2021-08-09,C_471976,M08,SY03,2021-08-10,ERP_SALES
T_921715,2020-07-27,C_951507,M07,SY02,2020-07-28,ERP_SALES
T_921808,2020-09-14,C_672706,M09,SY02,2020-09-15,ERP_SALES
T_921967,2020-04-27,C_022240,M04,SY02,2020-04-28,ERP_SALES
T_922207,2021-07-12,C_769491,M07,SY03,2021-07-13,ERP_SALES
T_922221,2020-10-19,C_806376,M10,SY02,2020-10-20,ERP_SALES
T_922262,2020-10-19,C_027096,M10,SY02,2020-10-20,ERP_SALES
T_922291,2022-02-28,C_063926,M02,SY04,2022-03-01,ERP_SALES
T_922305,2022-01-31,C_866894,M01,SY04,2022-02-01,ERP_SALES
T_922428,2021-09-27,C_739947,M09,SY03,2021-09-28,ERP_SALES
T_922539,2022-05-09,C_937594,M05,SY04,2022-05-10,ERP_SALES
T_922583,2021-10-11,C_683666,M10,SY03,2021-10-12,ERP_SALES
T_922589,2020-06-01,C_486114,M06,SY02,2020-06-02,ERP_SALES
T_922636,2020-02-24,C_245948,M02,SY02,2020-02-25,ERP_SALES
T_922662,2021-01-04,C_502843,M01,SY03,2021-01-05,ERP_SALES
T_922683,2021-09-27,C_010649,M09,SY03,2021-09-28,ERP_SALES
T_922744,2020-04-13,C_900728,M04,SY02,2020-04-14,ERP_SALES
T_922804,2021-05-17,C_282979,M05,SY03,2021-05-18,ERP_SALES
T_922827,2020-08-10,C_717003,M08,SY02,2020-08-11,ERP_SALES
T_922862,2022-03-14,C_015746,M03,SY04,2022-03-15,ERP_SALES
T_923033,2020-06-22,C_739947,M06,SY02,2020-06-23,ERP_SALES
T_923049,2020-11-23,C_951507,M11,SY02,2020-11-24,ERP_SALES
T_923067,2020-11-23,C_575381,M11,SY02,2020-11-24,ERP_SALES
T_923074,2022-04-11,C_276262,M04,SY04,2022-04-12,ERP_SALES
T_923097,2022-04-25,C_794049,M04,SY04,2022-04-26,ERP_SALES
T_923098,2021-03-22,C_633661,M03,SY03,2021-03-23,ERP_SALES
T_923165,2021-07-12,C_951507,M07,SY03,2021-07-13,ERP_SALES
T_923490,2020-04-20,C_126481,M04,SY02,2020-04-21,ERP_SALES
T_923619,2021-06-07,C_155990,M06,SY03,2021-06-08,ERP_SALES
T_923643,2020-06-22,C_717003,M06,SY02,2020-06-23,ERP_SALES
T_923673,2021-07-19,C_745897,M07,SY03,2021-07-20,ERP_SALES
T_923792,2021-01-25,C_633661,M01,SY03,2021-01-26,ERP_SALES
T_923810,2020-02-17,C_113139,M02,SY02,2020-02-18,ERP_SALES
T_923811,2021-06-07,C_740649,M06,SY03,2021-06-08,ERP_SALES
T_923815,2020-08-24,C_951507,M08,SY02,2020-08-25,ERP_SALES
T_923834,2021-08-23,C_806376,M08,SY03,2021-08-24,ERP_SALES
T_923899,2021-09-13,C_829082,M09,SY03,2021-09-14,ERP_SALES
T_923963,2021-07-12,C_762928,M07,SY03,2021-07-13,ERP_SALES
T_923972,2022-02-21,C_729570,M02,SY04,2022-02-22,ERP_SALES
T_924074,2021-07-12,C_398853,M07,SY03,2021-07-13,ERP_SALES
T_924085,2020-01-27,C_101842,M01,SY02,2020-01-28,ERP_SALES
T_924104,2020-09-21,C_593639,M09,SY02,2020-09-22,ERP_SALES
T_924148,2020-01-13,C_245948,M01,SY02,2020-01-14,ERP_SALES
T_924164,2020-01-06,C_297913,M01,SY02,2020-01-07,ERP_SALES
T_924215,2021-05-31,C_666149,M05,SY03,2021-06-01,ERP_SALES
T_924259,2020-11-16,C_661757,M11,SY02,2020-11-17,ERP_SALES
T_924302,2020-02-24,C_022240,M02,SY02,2020-02-25,ERP_SALES
T_924378,2020-02-03,C_050237,M02,SY02,2020-02-04,ERP_SALES
T_924496,2021-08-02,C_170045,M08,SY03,2021-08-03,ERP_SALES
T_924511,2020-05-11,C_117580,M05,SY02,2020-05-12,ERP_SALES
T_924622,2021-11-01,C_180745,M11,SY03,2021-11-02,ERP_SALES
T_924672,2021-08-16,C_877858,M08,SY03,2021-08-17,ERP_SALES
T_924707,2020-04-27,C_683666,M04,SY02,2020-04-28,ERP_SALES
T_924755,2021-08-02,C_307303,M08,SY03,2021-08-03,ERP_SALES
T_924944,2021-07-26,C_535756,M07,SY03,2021-07-27,ERP_SALES
T_924947,2020-05-11,C_980626,M05,SY02,2020-05-12,ERP_SALES
T_924969,2022-01-31,C_698497,M01,SY04,2022-02-01,ERP_SALES
T_925005,2020-11-09,C_426816,M11,SY02,2020-11-10,ERP_SALES
T_925015,2021-03-15,C_769450,M03,SY03,2021-03-16,ERP_SALES
T_925201,2020-02-03,C_565612,M02,SY02,2020-02-04,ERP_SALES
T_925364,2020-10-05,C_838088,M10,SY02,2020-10-06,ERP_SALES
T_925439,2020-10-26,C_981891,M10,SY02,2020-10-27,ERP_SALES
T_925597,2021-02-15,C_969414,M02,SY03,2021-02-16,ERP_SALES
T_925617,2020-09-14,C_739947,M09,SY02,2020-09-15,ERP_SALES
T_925625,2020-06-29,C_117580,M06,SY02,2020-06-30,ERP_SALES
T_925654,2020-02-03,C_172705,M02,SY02,2020-02-04,ERP_SALES
T_925748,2021-11-08,C_472366,M11,SY03,2021-11-09,ERP_SALES
T_925762,2022-03-14,C_941574,M03,SY04,2022-03-15,ERP_SALES
T_925806,2020-04-27,C_336021,M04,SY02,2020-04-28,ERP_SALES
T_925810,2021-06-14,C_838088,M06,SY03,2021-06-15,ERP_SALES
T_925918,2021-07-26,C_877858,M07,SY03,2021-07-27,ERP_SALES
T_925988,2020-06-29,C_565037,M06,SY02,2020-06-30,ERP_SALES
T_926073,2021-11-08,C_274912,M11,SY03,2021-11-09,ERP_SALES
T_926144,2020-07-20,C_401016,M07,SY02,2020-07-21,ERP_SALES
T_926171,2022-03-28,C_189507,M03,SY04,2022-03-29,ERP_SALES
T_926178,2020-12-07,C_473035,M12,SY02,2020-12-08,ERP_SALES
T_926217,2020-02-10,C_705572,M02,SY02,2020-02-11,ERP_SALES
T_926283,2021-08-09,C_657627,M08,SY03,2021-08-10,ERP_SALES
T_926407,2020-07-13,C_603968,M07,SY02,2020-07-14,ERP_SALES
T_926429,2021-10-04,C_050237,M10,SY03,2021-10-05,ERP_SALES
T_926487,2020-09-14,C_398853,M09,SY02,2020-09-15,ERP_SALES
T_926574,2020-05-04,C_063809,M05,SY02,2020-05-05,ERP_SALES
T_926601,2020-03-16,C_150182,M03,SY02,2020-03-17,ERP_SALES
T_926631,2021-05-17,C_245948,M05,SY03,2021-05-18,ERP_SALES
T_926657,2020-06-29,C_984759,M06,SY02,2020-06-30,ERP_SALES
T_926684,2020-02-10,C_683666,M02,SY02,2020-02-11,ERP_SALES
T_926813,2020-05-25,C_474104,M05,SY02,2020-05-26,ERP_SALES
T_926868,2020-06-29,C_117580,M06,SY02,2020-06-30,ERP_SALES
T_926937,2021-12-20,C_472366,M12,SY03,2021-12-21,ERP_SALES
T_927010,2021-05-24,C_172705,M05,SY03,2021-05-25,ERP_SALES
T_927135,2022-02-07,C_762928,M02,SY04,2022-02-08,ERP_SALES
T_927164,2021-04-26,C_997228,M04,SY03,2021-04-27,ERP_SALES
T_927166,2021-02-15,C_401016,M02,SY03,2021-02-16,ERP_SALES
T_927186,2020-07-27,C_502843,M07,SY02,2020-07-28,ERP_SALES
T_927224,2020-03-09,C_282979,M03,SY02,2020-03-10,ERP_SALES
T_927236,2021-11-15,C_189507,M11,SY03,2021-11-16,ERP_SALES
T_927289,2022-04-04,C_051535,M04,SY04,2022-04-05,ERP_SALES
T_927340,2020-07-13,C_113139,M07,SY02,2020-07-14,ERP_SALES
T_927415,2020-01-20,C_941574,M01,SY02,2020-01-21,ERP_SALES
T_927430,2020-08-03,C_593639,M08,SY02,2020-08-04,ERP_SALES
T_927468,2021-08-23,C_937594,M08,SY03,2021-08-24,ERP_SALES
T_927594,2021-07-05,C_164510,M07,SY03,2021-07-06,ERP_SALES
T_927619,2020-11-30,C_683666,M11,SY02,2020-12-01,ERP_SALES
T_927646,2020-09-21,C_603877,M09,SY02,2020-09-22,ERP_SALES
T_927653,2020-04-06,C_806530,M04,SY02,2020-04-07,ERP_SALES
T_927745,2020-11-30,C_051706,M11,SY02,2020-12-01,ERP_SALES
T_927794,2021-11-22,C_063809,M11,SY03,2021-11-23,ERP_SALES
T_927968,2020-08-10,C_768792,M08,SY02,2020-08-11,ERP_SALES
T_927996,2020-10-26,C_473035,M10,SY02,2020-10-27,ERP_SALES
T_928053,2022-04-18,C_705572,M04,SY04,2022-04-19,ERP_SALES
T_928165,2020-06-29,C_790639,M06,SY02,2020-06-30,ERP_SALES
T_928246,2020-12-14,C_698497,M12,SY02,2020-12-15,ERP_SALES
T_928407,2020-08-17,C_477520,M08,SY02,2020-08-18,ERP_SALES
T_928420,2021-05-24,C_497112,M05,SY03,2021-05-25,ERP_SALES
T_928441,2021-02-15,C_769491,M02,SY03,2021-02-16,ERP_SALES
T_928566,2021-08-09,C_848211,M08,SY03,2021-08-10,ERP_SALES
T_928597,2020-12-28,C_812674,M12,SY02,2020-12-29,ERP_SALES
T_928631,2021-11-01,C_683666,M11,SY03,2021-11-02,ERP_SALES
T_928664,2020-04-13,C_661757,M04,SY02,2020-04-14,ERP_SALES
T_928707,2020-01-06,C_862106,M01,SY02,2020-01-07,ERP_SALES
T_928772,2021-11-01,C_258325,M11,SY03,2021-11-02,ERP_SALES
T_928804,2020-09-07,C_245948,M09,SY02,2020-09-08,ERP_SALES
T_928805,2020-07-13,C_378580,M07,SY02,2020-07-14,ERP_SALES
T_928822,2021-04-26,C_806376,M04,SY03,2021-04-27,ERP_SALES
T_928840,2020-11-02,C_284990,M11,SY02,2020-11-03,ERP_SALES
T_928878,2022-04-04,C_334474,M04,SY04,2022-04-05,ERP_SALES
T_928940,2021-12-06,C_799217,M12,SY03,2021-12-07,ERP_SALES
T_928984,2021-02-15,C_769491,M02,SY03,2021-02-16,ERP_SALES
T_929077,2020-11-16,C_806376,M11,SY02,2020-11-17,ERP_SALES
T_929247,2021-01-18,C_627716,M01,SY03,2021-01-19,ERP_SALES
T_929289,2021-05-24,C_698497,M05,SY03,2021-05-25,ERP_SALES
T_929383,2021-08-09,C_692721,M08,SY03,2021-08-10,ERP_SALES
T_929386,2020-09-28,C_144468,M09,SY02,2020-09-29,ERP_SALES
T_929414,2021-08-02,C_514318,M08,SY03,2021-08-03,ERP_SALES
T_929497,2021-08-23,C_386162,M08,SY03,2021-08-24,ERP_SALES
T_929514,2020-02-17,C_969414,M02,SY02,2020-02-18,ERP_SALES
T_929542,2020-03-02,C_473035,M03,SY02,2020-03-03,ERP_SALES
T_929545,2021-04-05,C_317124,M04,SY03,2021-04-06,ERP_SALES
T_929577,2020-03-02,C_144468,M03,SY02,2020-03-03,ERP_SALES
T_929632,2020-02-03,C_984759,M02,SY02,2020-02-04,ERP_SALES
T_929752,2020-06-08,C_661757,M06,SY02,2020-06-09,ERP_SALES
T_929779,2021-08-23,C_465481,M08,SY03,2021-08-24,ERP_SALES
T_929780,2021-06-28,C_051535,M06,SY03,2021-06-29,ERP_SALES
T_929796,2021-05-31,C_763443,M05,SY03,2021-06-01,ERP_SALES
T_929797,2021-07-26,C_950113,M07,SY03,2021-07-27,ERP_SALES
T_929853,2020-07-20,C_815913,M07,SY02,2020-07-21,ERP_SALES
T_929915,2021-09-13,C_806376,M09,SY03,2021-09-14,ERP_SALES
T_929973,2021-09-20,C_412635,M09,SY03,2021-09-21,ERP_SALES
T_930071,2021-02-22,C_051706,M02,SY03,2021-02-23,ERP_SALES
